new_column4,new_column3,new_column2,new_column,sendfile,basicAuth,maxClients,compressionLevel,Performance
0,1,2,0,1,0,1024,0,31.4174
0,2,1,0,1,0,4096,5,166.2052
1,2,2,1,0,0,4096,1,165.3456
1,1,2,1,0,0,2048,0,32.2072
1,1,2,1,1,0,4096,0,32.9028
1,2,2,1,0,1,512,1,165.3788
1,0,2,2,1,0,1024,0,164.9386
0,1,2,0,0,0,4096,0,31.5282
1,2,1,0,0,0,512,1,166.3008
0,2,2,0,0,0,4096,9,165.3784
1,2,2,1,0,1,4096,9,165.2772
1,1,2,0,1,0,512,0,31.376
1,2,2,0,1,0,4096,5,164.9454
1,2,1,0,1,0,512,1,167.8962
1,0,2,0,1,0,1024,0,164.829
1,1,2,2,0,1,4096,0,32.3962
1,2,2,0,1,1,512,5,163.3164
0,1,2,2,1,1,1024,0,32.2096
1,2,1,0,0,0,512,5,166.6294
1,2,2,2,0,0,4096,1,167.5774
1,1,2,0,0,0,2048,0,31.8866
1,1,2,2,0,1,4096,0,32.3962
1,1,2,2,0,1,4096,0,32.3962
1,1,2,2,0,1,4096,0,32.3962
1,1,2,2,0,1,4096,0,32.3962
1,1,1,0,1,0,1024,0,31.9774
0,1,2,0,0,0,4096,0,31.5282
0,1,2,0,0,0,4096,0,31.5282
0,1,2,2,0,0,4096,0,31.4676
0,1,2,2,0,1,1024,0,31.926
0,1,2,0,1,0,1024,0,31.4174
0,0,2,2,0,0,4096,0,167.2748
0,1,2,2,1,0,4096,0,31.3372
0,1,2,2,1,1,4096,0,31.6068
0,0,2,2,0,0,512,0,161.9756
1,1,2,2,0,1,4096,0,32.3962
1,1,2,0,0,0,4096,0,31.1622
0,1,2,2,1,0,4096,0,31.3372
0,1,2,2,1,0,4096,0,31.3372
0,1,2,0,1,0,4096,0,31.6904
0,1,2,0,1,0,4096,0,31.6904
0,1,2,0,1,0,2048,0,31.6254
0,1,2,0,0,0,4096,0,31.5282
0,1,2,0,1,0,512,0,31.0946
0,1,2,0,0,0,4096,0,31.5282
0,1,2,2,1,1,4096,0,31.6068
1,1,2,0,1,0,512,0,31.376
1,1,2,0,1,0,512,0,31.376
0,1,2,1,1,0,512,0,31.03
0,1,2,0,0,0,4096,0,31.5282
0,1,2,0,1,0,512,0,31.0946
0,1,2,1,1,0,1024,0,31.5162
1,1,2,0,1,0,512,0,31.376
1,1,2,0,0,0,4096,0,31.1622
0,1,2,0,0,0,1024,0,31.2232
0,1,2,2,0,0,4096,0,31.4676
0,1,2,0,1,0,512,0,31.0946
1,1,2,0,1,0,512,0,31.376
0,1,2,0,1,0,512,0,31.0946
0,1,2,0,0,0,512,0,31.3186
1,1,2,1,1,0,512,0,31.6506
0,1,2,2,1,1,512,0,31.6432
0,1,2,0,1,0,512,0,31.0946
0,1,2,2,1,0,512,0,30.8186
0,1,2,0,1,0,4096,0,31.6904
0,1,2,0,0,0,1024,0,31.2232
0,1,2,1,0,0,4096,0,32.8414
0,1,2,1,1,0,512,0,31.03
0,1,2,0,1,0,1024,0,31.4174
0,1,2,0,1,0,512,0,31.0946
1,1,2,0,0,0,4096,0,31.1622
0,1,2,1,0,0,512,0,30.7448
1,1,2,2,1,0,512,0,31.1244
0,1,2,0,1,0,1024,0,31.4174
1,1,2,0,1,0,512,0,31.376
1,1,2,2,1,0,512,0,31.1244
1,1,2,2,0,0,512,0,32.0308
0,1,2,1,1,0,4096,0,32.1888
1,1,2,0,0,0,512,0,31.6822
0,1,2,1,1,1,512,0,31.368
0,1,2,0,1,1,512,0,31.4334
0,1,2,0,1,1,512,0,31.4334
0,1,2,0,1,0,512,0,31.0946
0,1,2,0,0,0,512,0,31.3186
0,1,2,1,0,1,512,0,31.4648
0,1,2,0,1,1,512,0,31.4334
0,1,2,0,1,0,512,0,31.0946
0,1,2,0,1,0,512,0,31.0946
0,1,2,1,1,0,512,0,31.03
0,1,2,0,1,0,512,0,31.0946
0,1,1,0,0,0,512,0,32.1214
0,1,2,1,1,0,512,0,31.03
0,1,2,1,1,0,512,0,31.03
0,1,2,2,1,0,512,0,30.8186
1,1,2,0,1,0,512,0,31.376
0,1,2,0,1,0,512,0,31.0946
0,1,1,0,1,0,512,0,32.1144
0,1,2,1,1,0,512,0,31.03
0,1,2,0,1,0,512,0,31.0946
0,1,2,0,1,0,512,0,31.0946
