fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,0,0,0,256,8,1024,46097.6
0,0,1,0,1,256,2,256,46342.0
1,0,1,0,0,64,8,1024,133410.0
0,1,1,1,1,128,32,1024,46752.2
0,1,1,1,0,64,32,1024,46801.8
1,1,1,0,0,64,8,1024,133447.6
1,1,1,1,1,64,2,4096,132912.2
0,0,0,1,1,64,32,256,46427.2
1,1,0,1,1,64,2,1024,128299.6
1,1,1,0,1,256,8,1024,128079.8
1,1,0,1,1,128,2,1024,127180.0
1,1,1,0,0,128,32,256,134640.4
0,1,1,0,0,64,8,1024,46317.8
0,1,0,0,0,64,8,4096,46264.8
0,0,0,0,1,256,32,1024,46176.6
1,0,0,1,1,64,2,4096,133870.0
0,1,0,0,1,256,2,1024,46142.2
1,1,1,1,0,64,2,256,128226.2
1,1,0,0,1,256,32,4096,134608.6
0,1,0,1,0,128,32,256,47359.0
0,0,0,1,1,256,2,1024,46274.2
0,1,1,1,1,64,8,4096,46753.4
0,0,1,1,1,64,2,4096,46572.8
1,1,1,0,0,64,32,256,136657.4
1,0,1,1,1,128,2,256,141082.4
1,1,0,0,0,128,8,1024,136315.0
1,1,1,0,1,256,2,4096,132488.4
0,1,0,0,1,256,32,1024,46191.2
1,0,1,0,0,128,2,1024,137218.2
1,1,1,1,1,128,8,4096,130405.6
0,0,1,1,1,64,32,1024,46610.2
0,0,1,1,1,64,2,1024,46681.8
1,0,1,1,1,256,8,1024,134859.0
1,0,0,1,1,256,32,1024,135168.4
1,1,0,1,0,64,8,256,133943.0
1,1,0,0,1,64,32,256,132894.8
1,0,0,1,0,128,32,256,134485.2
1,0,1,1,0,64,32,256,140165.6
1,0,0,1,0,128,8,4096,131102.8
1,0,0,0,1,256,8,4096,131261.2
1,0,0,0,0,256,2,256,135069.0
0,0,1,1,1,128,32,256,46567.8
0,1,0,0,1,64,32,1024,46172.8
1,1,1,0,0,128,32,256,134640.4
0,1,0,1,1,64,8,256,46752.4
0,0,0,1,1,64,2,4096,46482.0
1,1,0,0,1,128,32,256,131364.4
1,0,1,0,0,128,32,4096,137057.4
0,1,1,1,0,128,32,256,46666.8
0,1,1,0,0,256,32,4096,46191.2
0,0,0,0,0,128,8,256,46204.0
1,0,0,1,1,256,8,256,135852.4
0,1,1,0,1,64,8,4096,46694.0
0,1,1,0,1,64,2,4096,46299.4
0,0,1,1,0,64,8,1024,46966.4
0,0,1,1,0,256,32,256,46622.6
1,1,1,0,1,256,8,1024,128079.8
1,1,1,1,0,64,2,4096,130507.0
0,0,0,0,1,64,2,4096,47346.2
1,1,1,1,0,256,2,4096,127337.6
0,0,0,0,0,256,2,256,46207.6
0,1,0,1,0,64,8,4096,46203.0
1,1,0,1,0,256,2,1024,133595.4
0,1,1,0,0,128,2,1024,47200.2
0,0,1,0,0,128,8,4096,46163.2
0,1,0,1,1,64,2,256,46400.6
1,0,0,0,0,256,8,4096,135307.4
0,1,1,1,0,128,2,4096,47187.0
0,0,0,0,1,128,32,256,46035.0
1,0,0,1,1,256,32,256,135542.6
1,0,0,0,1,64,2,1024,132218.0
1,0,1,1,1,128,32,1024,142199.6
1,0,1,0,0,128,8,1024,130578.0
0,1,1,0,1,128,8,1024,46188.8
1,1,1,1,0,128,32,256,130071.2
1,0,0,0,1,256,32,1024,139426.0
0,0,1,0,1,256,32,1024,45939.8
0,1,1,0,1,128,8,256,46212.4
1,0,0,0,0,64,2,256,136455.8
0,1,0,1,1,128,2,256,46367.0
0,0,1,0,1,64,8,256,46344.4
1,0,1,1,0,128,8,1024,138096.8
1,1,1,1,0,256,32,4096,134654.6
1,1,1,1,1,64,32,4096,131409.8
1,0,1,0,0,64,2,256,136890.4
1,0,0,1,0,128,32,256,134485.2
0,1,0,0,0,256,2,4096,46096.4
0,1,0,0,1,64,32,256,46155.2
0,1,0,1,1,128,8,256,47454.8
0,0,0,1,1,256,2,4096,46327.4
0,1,1,1,0,64,2,1024,46505.8
1,1,0,0,1,128,8,4096,133286.0
0,0,1,0,0,128,2,1024,46254.6
1,1,0,0,0,256,2,256,133900.6
0,1,0,0,1,64,2,4096,46135.0
1,0,0,0,0,256,8,1024,131793.4
1,1,1,0,1,128,2,256,130635.2
1,0,0,1,0,64,32,256,130240.8
1,1,0,1,1,128,2,1024,127180.0
1,0,1,1,0,128,2,1024,140842.0
