fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,1,1,0,64,32,1024,46801.8
0,0,0,0,1,64,8,4096,46327.8
0,0,0,1,0,64,2,1024,46287.8
1,0,1,0,0,128,32,1024,135323.2
0,0,1,1,1,256,8,4096,46812.0
0,0,0,0,1,128,8,4096,46212.2
1,1,1,1,0,256,2,256,129518.8
0,0,1,1,0,64,8,4096,46665.2
0,0,0,0,0,128,8,1024,46208.0
0,1,0,0,0,128,32,256,46158.4
0,0,1,1,1,64,32,256,46565.6
1,0,1,0,1,128,32,256,134666.4
1,0,0,0,1,256,2,4096,132963.8
1,0,0,0,1,64,32,256,134278.2
0,1,0,1,0,128,32,256,47359.0
0,1,1,0,0,128,2,4096,46235.8
0,1,1,0,0,64,2,256,46338.6
0,0,1,1,0,128,32,256,46471.0
0,1,1,1,1,256,32,4096,46325.4
1,0,0,1,1,128,2,256,131667.8
1,1,0,0,1,64,32,4096,134364.4
1,0,1,0,1,128,2,256,136870.8
1,0,1,0,1,256,8,1024,134254.2
1,0,0,0,1,64,2,256,133882.4
1,1,0,1,1,64,8,256,132419.2
0,1,1,0,0,128,8,256,46214.6
1,1,0,1,0,256,8,4096,133120.6
1,1,0,0,1,256,32,4096,134608.6
1,0,0,1,1,128,8,4096,133106.0
1,1,1,1,0,64,8,256,133653.4
0,0,0,0,0,128,32,1024,46582.2
0,0,0,1,0,128,2,256,46486.8
1,0,1,1,1,64,32,1024,141022.0
0,1,0,0,1,256,32,4096,46104.2
0,0,0,0,1,64,32,256,46295.4
1,1,0,0,0,64,2,4096,130337.2
0,1,0,1,1,256,8,4096,46447.6
1,1,0,1,0,256,8,256,133679.6
0,1,1,1,0,256,8,1024,46824.8
1,0,0,1,1,64,32,1024,131342.8
0,0,1,0,0,256,2,1024,46432.2
0,0,1,0,1,128,2,256,46121.0
1,0,0,1,0,128,2,1024,131781.2
1,0,0,1,0,64,2,1024,130483.0
1,0,1,0,1,256,2,256,135600.2
0,1,1,1,1,256,32,4096,46325.4
1,0,1,1,0,256,8,256,139655.8
0,0,1,1,1,128,32,1024,46659.6
1,0,0,0,0,128,32,4096,132886.0
0,1,1,1,1,256,2,4096,46885.8
1,1,0,0,0,256,2,1024,132971.6
0,0,0,0,1,64,8,256,46194.8
1,1,0,0,1,256,32,4096,134608.6
0,0,0,1,1,64,32,1024,46600.2
0,0,0,1,1,256,8,256,46222.8
1,0,0,1,0,128,2,1024,131781.2
0,1,1,1,1,64,8,1024,46751.8
0,0,0,0,0,64,8,4096,46285.0
1,1,0,0,1,128,8,1024,133644.4
1,1,1,0,1,64,32,1024,130145.2
1,0,0,0,1,256,32,256,135823.2
0,0,0,0,0,64,8,256,46297.6
1,0,1,0,0,128,2,1024,137218.2
0,0,1,1,0,64,32,4096,46914.0
0,1,1,0,1,256,8,4096,46207.2
0,1,1,1,1,128,2,1024,46877.2
1,0,1,0,1,128,2,1024,135485.6
1,1,0,0,0,128,8,1024,136315.0
1,1,0,1,1,128,8,1024,129166.2
1,1,0,0,0,128,8,1024,136315.0
1,0,1,0,1,64,2,256,134987.2
0,1,0,0,0,64,2,1024,46111.6
1,1,1,1,0,256,32,256,131548.2
0,1,0,0,1,128,32,1024,46405.0
1,0,1,1,0,128,2,256,138332.6
1,1,0,1,1,128,8,256,131563.8
0,0,0,1,0,128,32,1024,46368.8
1,1,1,0,0,256,8,1024,133985.0
1,1,0,0,1,64,8,4096,133183.8
0,1,1,1,1,64,32,4096,46849.4
1,0,1,0,0,128,2,4096,138294.4
0,1,0,0,1,128,32,256,46355.2
1,1,1,0,1,64,2,4096,131156.6
1,1,0,0,0,64,8,1024,134852.2
0,0,0,1,0,128,8,256,46366.6
0,0,1,0,1,64,2,1024,46185.2
1,1,1,0,0,128,8,1024,133603.0
1,1,1,0,0,256,2,4096,131836.0
0,0,0,1,1,256,32,1024,46368.4
1,1,0,0,1,128,32,4096,133873.0
1,0,1,0,0,64,8,4096,136884.0
0,0,1,1,0,256,2,256,46610.2
0,1,0,1,0,128,32,1024,47239.8
0,1,1,1,0,64,2,4096,46404.4
0,1,0,0,0,64,2,256,46500.4
0,0,0,0,1,128,2,256,47198.6
0,0,1,0,0,64,8,1024,46291.6
0,0,1,0,1,128,32,1024,47486.6
1,0,1,0,0,64,2,256,136890.4
1,1,0,0,0,256,2,256,133900.6
