fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,1,1,0,256,2,256,46517.2
0,0,1,0,0,256,2,4096,46143.4
1,1,1,0,1,128,8,1024,132620.2
0,0,1,0,0,128,8,1024,46245.0
0,1,1,1,1,256,8,1024,46674.6
0,0,1,1,1,128,8,256,46778.0
0,1,1,1,0,64,32,1024,46801.8
1,1,1,1,0,64,2,256,128226.2
0,1,1,1,0,128,8,4096,46599.8
0,0,0,1,1,256,32,4096,46507.4
0,1,1,1,0,256,8,256,46539.6
0,0,0,1,1,256,2,1024,46274.2
1,1,0,1,1,64,32,1024,123397.2
0,0,1,0,0,128,8,1024,46245.0
0,1,1,0,1,256,2,1024,46256.8
1,1,0,1,0,128,2,256,135754.4
1,0,0,0,0,256,2,4096,132200.2
1,0,0,1,1,256,2,4096,134019.0
0,1,1,1,1,64,2,4096,46733.4
0,0,0,1,0,128,2,1024,46355.2
1,0,0,1,1,64,32,4096,134370.8
1,1,1,0,1,256,32,4096,128597.0
0,0,1,0,0,64,8,1024,46291.6
0,1,0,0,0,128,8,1024,45980.8
1,0,0,0,1,128,8,256,133596.6
1,1,1,0,1,128,8,4096,130528.6
1,0,0,1,0,256,8,4096,131930.8
1,1,1,1,1,128,8,1024,130226.0
0,0,1,1,1,128,32,1024,46659.6
0,0,0,1,1,64,2,4096,46482.0
1,1,1,0,1,256,32,256,129297.0
1,1,1,0,0,256,2,256,129738.2
0,0,1,1,1,64,2,4096,46572.8
1,0,0,0,1,256,2,4096,132963.8
1,0,1,1,1,128,2,256,141082.4
0,1,0,0,0,128,2,256,46022.8
0,0,0,1,0,64,8,4096,46361.2
0,0,0,1,0,64,8,1024,46405.2
1,0,1,0,0,64,2,4096,134209.2
1,0,0,1,1,128,8,1024,135632.6
0,1,0,1,0,128,8,256,46439.6
0,1,0,0,0,128,2,256,46022.8
1,0,1,1,0,64,32,4096,138943.4
1,1,0,0,1,64,2,256,134110.6
1,0,1,1,0,128,2,4096,131911.2
0,1,0,1,0,128,8,256,46439.6
1,1,1,1,0,128,8,4096,129330.0
1,1,1,1,0,64,2,4096,130507.0
0,1,1,0,1,128,8,1024,46188.8
1,0,1,1,1,256,8,4096,136683.0
1,0,1,1,1,256,2,256,136546.2
0,0,1,1,1,64,32,1024,46610.2
0,0,0,1,0,64,32,256,46298.4
1,0,1,0,0,128,8,256,131236.6
0,1,1,0,1,256,8,256,47092.0
0,0,0,1,0,128,2,4096,47528.8
1,0,1,0,1,64,32,4096,135629.4
0,1,1,0,0,256,32,4096,46191.2
1,1,1,0,0,128,8,256,131126.8
0,0,1,0,1,256,32,4096,47000.2
1,0,1,1,1,256,32,1024,139302.2
1,0,0,0,1,256,2,1024,130366.8
0,1,1,1,1,128,2,1024,46877.2
1,0,0,1,0,256,2,256,131727.4
0,1,0,0,0,256,32,256,46178.0
0,1,0,1,0,128,32,4096,46190.0
1,1,0,0,0,64,8,256,134334.0
1,0,1,1,1,256,32,4096,139169.0
0,0,0,0,0,256,2,4096,46167.0
1,0,0,0,1,64,8,1024,134427.4
1,1,1,0,0,128,32,256,134640.4
1,0,1,1,0,128,8,256,142638.0
1,1,0,1,0,128,2,256,135754.4
1,1,0,0,0,128,8,256,125404.4
1,1,1,1,0,64,32,256,128814.8
0,0,0,1,0,128,8,1024,46551.6
0,0,0,0,1,128,2,1024,46113.2
1,1,0,0,0,256,32,1024,131767.4
0,1,0,1,0,256,8,256,46658.8
0,1,1,1,0,256,8,4096,47064.8
1,1,0,1,0,128,8,256,131542.8
0,0,0,1,1,128,8,4096,46615.8
0,0,1,1,0,256,2,256,46610.2
1,1,0,0,1,128,8,256,137657.6
0,0,1,0,1,64,8,1024,47386.4
1,1,1,1,1,64,2,4096,132912.2
0,1,1,1,1,64,2,1024,46856.0
0,1,1,1,0,256,8,4096,47064.8
1,0,1,1,0,128,8,256,142638.0
1,1,0,1,0,64,32,1024,132685.0
0,1,0,0,1,256,2,4096,46310.8
0,1,1,0,0,64,8,4096,46121.6
0,0,1,1,1,256,32,256,46605.0
0,1,0,0,0,64,8,4096,46264.8
1,1,0,1,1,64,32,1024,123397.2
1,1,0,0,0,256,32,1024,131767.4
0,1,1,0,0,128,8,256,46214.6
1,0,1,0,0,256,8,4096,137294.8
1,1,0,0,0,128,8,256,125404.4
0,1,0,1,0,64,2,4096,46433.0
