fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,0,1,0,64,2,1024,46447.6
0,0,0,1,1,64,8,4096,46806.6
0,0,1,1,1,128,8,4096,46649.4
0,0,1,1,0,64,8,1024,46966.4
0,0,0,0,1,256,8,4096,46282.0
0,0,0,1,1,256,8,1024,46307.6
0,0,1,1,0,128,2,4096,46450.2
0,1,1,1,0,64,8,256,46687.4
1,0,1,1,1,64,2,4096,139900.6
0,0,0,0,0,256,32,256,46275.0
0,1,1,1,0,128,32,256,46666.8
1,0,1,0,1,256,8,256,134102.0
0,1,0,1,1,256,32,256,46634.4
0,0,0,1,0,256,32,256,46346.4
0,1,1,1,1,64,32,1024,47233.2
1,1,0,1,0,128,32,256,132344.8
1,1,0,0,1,128,32,256,131364.4
1,1,1,0,1,128,32,1024,135219.0
0,0,1,1,0,128,2,1024,46881.4
0,0,0,0,0,64,2,1024,47571.0
0,1,0,0,1,128,32,1024,46405.0
0,0,0,0,1,64,2,256,46337.0
1,0,1,1,1,64,8,1024,142008.0
0,0,0,1,0,64,8,4096,46361.2
0,0,1,0,1,256,32,4096,47000.2
1,0,0,0,1,256,8,256,136333.8
1,1,1,1,0,64,2,4096,130507.0
0,0,1,0,0,256,32,4096,46148.2
1,1,1,0,0,256,2,1024,135845.2
1,1,1,0,1,128,8,4096,130528.6
1,1,0,0,0,256,2,256,133900.6
0,0,1,1,1,256,8,256,46788.6
0,1,1,1,1,64,32,1024,47233.2
1,0,0,0,0,128,2,1024,131468.0
1,0,1,0,0,256,8,1024,138245.2
0,0,1,0,1,64,8,4096,46345.6
0,1,0,0,1,256,8,4096,46133.4
0,0,1,0,1,128,8,4096,46545.6
0,1,0,0,0,128,8,1024,45980.8
0,0,0,1,0,64,2,1024,46287.8
0,0,0,0,0,128,2,4096,46501.2
1,0,1,0,1,256,8,256,134102.0
1,0,0,1,0,256,2,256,131727.4
0,0,0,0,0,128,8,256,46204.0
1,0,0,0,1,64,2,1024,132218.0
0,1,0,0,1,128,32,4096,46213.6
0,0,0,0,1,256,8,256,46100.4
0,1,1,0,1,128,8,256,46212.4
1,1,1,0,0,64,8,4096,130763.8
0,1,1,1,0,256,8,4096,47064.8
0,1,1,0,1,256,32,1024,46493.8
1,1,0,0,0,256,32,1024,131767.4
1,1,1,1,0,256,2,4096,127337.6
0,0,0,0,1,128,8,1024,46255.2
1,1,1,1,1,256,8,4096,134411.4
0,0,0,0,0,64,2,256,46272.2
0,0,0,0,0,64,8,256,46297.6
0,1,1,1,0,64,8,4096,46771.0
0,0,0,1,1,256,8,4096,46339.4
1,1,0,0,1,64,2,4096,136458.4
1,1,1,0,0,128,32,256,134640.4
0,0,0,1,0,128,32,4096,46365.0
1,1,1,0,0,256,8,1024,133985.0
1,1,0,0,0,128,2,4096,133164.4
1,0,1,1,0,128,2,256,138332.6
1,1,0,1,1,64,32,256,135693.6
1,1,1,1,1,128,8,256,130828.8
1,0,1,0,1,128,8,1024,136768.0
0,0,1,0,1,64,32,4096,47106.4
0,0,1,0,0,64,32,256,46180.0
1,1,1,0,1,128,2,4096,134358.4
0,1,1,1,1,128,8,1024,46970.2
1,0,1,1,0,256,32,4096,138895.2
0,1,0,1,0,256,32,4096,46756.0
1,1,1,0,0,256,32,4096,131082.0
0,0,0,1,0,128,32,4096,46365.0
0,0,0,0,0,128,2,256,46236.8
1,0,1,1,0,64,8,1024,138765.2
0,1,0,1,0,256,32,4096,46756.0
0,0,0,1,1,64,8,256,46340.2
1,1,0,1,0,128,2,4096,132373.8
1,1,1,1,1,256,32,4096,132021.2
0,0,0,1,1,256,2,256,46438.2
0,1,0,1,1,128,2,4096,46322.4
0,0,0,1,0,256,32,4096,46898.4
1,1,1,0,0,128,8,1024,133603.0
0,0,0,1,0,64,8,256,46269.0
1,0,0,0,1,256,32,4096,129652.6
0,1,0,1,0,128,2,4096,46394.4
1,0,0,0,1,128,8,256,133596.6
1,0,1,1,1,256,32,4096,139169.0
0,1,0,1,1,64,2,256,46400.6
0,1,1,0,0,256,8,1024,47095.6
1,0,1,1,1,256,2,1024,139540.2
1,0,1,1,1,64,32,1024,141022.0
0,0,0,0,1,256,8,256,46100.4
0,1,1,1,0,128,32,256,46666.8
1,1,1,0,1,256,2,256,137593.6
0,1,0,1,0,256,8,4096,46431.0
0,1,1,1,0,64,32,256,46517.6
