fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,1,0,1,1,256,2,4096,125375.6
0,0,0,0,0,64,2,1024,47571.0
1,1,0,0,0,256,32,1024,131767.4
1,1,0,0,0,128,32,1024,133666.2
1,1,1,0,1,256,32,256,129297.0
0,1,0,0,1,256,2,1024,46142.2
1,1,1,1,0,64,8,256,133653.4
1,0,1,0,1,64,32,4096,135629.4
0,1,0,1,1,64,8,256,46752.4
0,1,0,1,0,64,8,4096,46203.0
0,1,1,0,1,128,8,256,46212.4
0,0,0,1,0,256,8,4096,46597.8
0,1,0,0,1,128,32,1024,46405.0
1,1,0,1,0,128,32,4096,130274.6
1,0,0,0,0,128,8,4096,135612.4
1,1,1,1,1,256,2,1024,129201.2
1,0,1,1,0,128,2,4096,131911.2
0,0,1,0,0,256,2,4096,46143.4
0,1,0,1,1,128,2,4096,46322.4
0,1,0,1,1,256,32,4096,47368.0
0,0,1,0,1,256,32,1024,45939.8
0,1,0,1,1,128,32,256,46423.2
1,0,0,1,0,256,32,4096,133534.2
0,0,0,0,1,128,8,256,46184.2
0,0,1,1,0,64,2,1024,46456.0
1,1,0,0,0,256,8,4096,133344.2
0,0,1,0,1,64,8,4096,46345.6
0,1,0,1,0,256,8,1024,46598.6
1,0,1,1,1,128,2,1024,137186.6
1,0,1,1,0,64,8,256,141618.4
1,1,0,1,0,64,8,4096,135789.2
0,0,1,0,0,256,8,4096,46383.4
0,1,1,0,0,256,32,4096,46191.2
0,1,0,1,1,128,2,1024,46445.4
0,1,1,0,1,256,8,1024,46398.4
1,0,0,1,1,128,2,1024,136545.2
0,1,0,0,1,64,8,256,46237.6
0,1,0,1,1,64,8,256,46752.4
0,1,0,1,0,64,32,256,46886.0
1,0,1,1,1,256,2,4096,140433.0
1,0,0,0,1,64,8,256,133634.4
0,1,0,0,1,128,32,1024,46405.0
0,1,1,1,0,256,2,1024,46750.8
1,0,1,0,1,64,32,256,134956.0
1,0,1,0,1,256,8,1024,134254.2
0,0,1,0,0,128,8,4096,46163.2
0,1,1,1,1,64,32,1024,47233.2
0,0,1,0,0,64,2,1024,46199.0
1,1,0,0,1,256,32,1024,135112.0
1,1,0,1,1,128,32,4096,131405.0
1,0,1,1,0,64,8,4096,139204.2
1,1,1,1,1,256,8,4096,134411.4
1,1,1,0,0,128,2,1024,135272.2
0,0,0,1,0,256,32,1024,46419.0
0,1,0,0,0,128,8,1024,45980.8
0,0,0,0,1,256,32,4096,46070.8
1,0,1,1,1,128,32,256,137237.2
0,0,1,0,1,256,8,1024,46106.2
0,0,0,0,0,128,32,1024,46582.2
1,0,0,1,1,128,8,1024,135632.6
0,0,1,0,0,128,8,1024,46245.0
0,1,0,0,0,64,8,256,46403.8
0,1,1,1,1,64,32,256,46707.6
1,0,1,0,0,128,32,4096,137057.4
0,0,1,1,1,128,2,4096,46785.8
1,1,1,0,0,64,2,256,132226.4
0,1,1,0,1,64,32,1024,46469.6
0,1,0,0,0,256,2,1024,46248.8
0,1,0,1,1,128,2,1024,46445.4
1,1,1,0,0,256,8,256,131089.2
1,1,0,0,1,256,8,1024,133251.6
1,0,1,1,0,64,2,256,140491.6
1,1,1,1,1,256,32,256,130466.0
1,1,1,0,0,128,8,1024,133603.0
1,0,1,1,1,64,8,1024,142008.0
1,0,1,1,1,256,32,256,137724.2
0,0,1,0,1,256,8,4096,46508.6
1,0,1,0,0,128,2,1024,137218.2
1,0,1,0,1,128,32,256,134666.4
1,1,0,0,1,128,32,4096,133873.0
1,1,0,0,1,64,2,4096,136458.4
1,0,0,0,0,128,8,256,133984.8
0,1,1,0,1,64,32,1024,46469.6
0,1,0,0,1,128,2,1024,46099.4
1,1,1,0,0,256,32,1024,132806.8
1,0,0,1,1,256,8,256,135852.4
1,0,1,0,1,128,32,4096,138524.6
1,1,1,0,0,64,32,1024,134439.4
1,0,0,0,0,128,32,256,135706.6
1,1,0,1,1,64,8,256,132419.2
1,0,1,1,1,64,2,256,135234.0
1,1,0,0,0,256,32,256,130682.8
0,1,0,0,1,64,32,4096,46295.6
1,0,0,0,1,64,2,1024,132218.0
1,1,1,1,1,128,2,1024,132657.0
0,1,0,1,0,128,8,4096,46586.4
0,0,0,1,0,64,2,1024,46287.8
0,1,0,0,1,128,2,4096,46277.6
1,1,0,0,0,256,8,4096,133344.2
0,1,0,0,1,64,2,1024,46267.8
