fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,1,1,1,1,128,8,1024,130226.0
0,1,1,1,0,256,8,4096,47064.8
1,0,1,1,1,256,2,256,136546.2
0,0,0,0,0,128,32,1024,46582.2
1,0,0,0,0,256,32,256,132823.0
1,0,0,0,0,256,32,4096,134589.6
1,0,1,1,1,256,8,1024,134859.0
1,1,0,1,1,256,8,4096,131693.0
1,1,1,1,0,64,8,256,133653.4
0,1,0,1,1,64,2,256,46400.6
1,1,0,0,1,128,2,4096,133053.0
0,0,1,0,0,64,2,4096,46095.0
1,0,1,1,1,128,2,256,141082.4
0,0,1,0,1,256,8,4096,46508.6
1,1,1,0,1,256,2,4096,132488.4
1,0,1,0,1,128,2,1024,135485.6
1,1,1,0,1,64,32,256,133542.0
0,1,1,0,0,64,2,1024,46321.6
1,1,0,0,0,256,8,4096,133344.2
1,1,0,1,0,64,32,4096,131301.0
1,0,0,0,0,128,32,256,135706.6
1,1,0,1,1,64,2,1024,128299.6
1,1,1,1,1,128,8,4096,130405.6
1,0,1,1,0,128,2,4096,131911.2
1,0,1,1,0,64,32,4096,138943.4
1,0,0,0,0,64,2,1024,131859.6
0,0,0,0,1,256,32,1024,46176.6
1,1,0,1,0,128,2,1024,132390.8
1,0,1,1,0,256,8,4096,135527.8
1,1,0,0,0,256,32,256,130682.8
0,1,1,0,1,128,8,4096,46460.8
1,1,0,1,0,64,32,256,133072.4
0,0,0,1,0,256,32,4096,46898.4
1,1,0,1,1,64,8,256,132419.2
1,0,0,1,0,64,2,4096,128320.8
1,1,1,1,0,64,2,4096,130507.0
1,0,1,1,1,128,32,1024,142199.6
1,0,0,0,0,128,2,1024,131468.0
1,0,0,0,1,256,32,1024,139426.0
0,1,0,0,0,256,2,4096,46096.4
0,0,0,0,0,64,8,4096,46285.0
1,0,1,1,0,128,8,1024,138096.8
0,0,1,0,1,64,8,1024,47386.4
0,1,1,0,1,256,32,1024,46493.8
0,0,0,1,1,128,2,256,46335.6
0,0,0,0,1,64,8,1024,46184.4
0,0,0,0,1,256,32,4096,46070.8
0,1,0,0,0,64,32,1024,46224.0
0,0,0,0,0,128,8,256,46204.0
0,1,1,0,1,64,32,1024,46469.6
1,1,0,0,0,256,32,256,130682.8
1,1,0,1,1,64,2,256,134107.4
1,0,0,1,0,128,32,1024,130621.6
0,1,0,1,1,128,8,1024,47354.4
0,0,0,1,0,256,8,4096,46597.8
0,1,0,0,1,256,2,1024,46142.2
1,0,0,0,0,64,32,256,129289.6
0,1,0,0,1,128,2,256,47040.2
0,0,0,0,1,256,32,4096,46070.8
0,0,0,0,1,128,2,256,47198.6
0,0,0,0,0,64,2,256,46272.2
0,1,1,0,1,64,32,256,46325.8
1,0,0,1,1,256,8,1024,135590.6
1,0,0,1,0,128,2,256,132275.4
0,1,1,0,0,128,2,256,46183.8
1,0,1,0,1,64,2,1024,131850.2
1,1,1,1,1,64,2,4096,132912.2
1,1,1,0,1,64,32,256,133542.0
1,0,1,1,0,256,2,1024,136959.4
1,1,1,0,1,256,2,256,137593.6
0,0,0,0,0,64,8,1024,46349.4
1,1,1,0,0,64,32,1024,134439.4
1,1,0,1,1,128,32,4096,131405.0
1,0,1,1,1,64,2,256,135234.0
0,0,1,1,0,64,8,1024,46966.4
1,1,0,0,1,256,2,1024,131355.4
0,0,1,0,0,256,32,1024,46212.8
1,1,1,0,0,64,32,4096,131524.0
1,0,1,1,0,64,2,4096,140311.8
0,1,0,1,1,256,8,4096,46447.6
0,1,1,1,0,64,32,4096,46414.2
0,1,0,0,1,256,8,256,46192.0
0,0,1,0,1,128,2,4096,46359.4
1,0,0,0,0,128,32,1024,127243.8
0,1,0,1,1,256,2,4096,46615.0
0,0,1,0,0,64,8,256,46528.8
0,1,1,0,0,128,2,1024,47200.2
0,1,1,1,0,64,32,1024,46801.8
1,0,0,1,1,128,8,1024,135632.6
0,1,0,0,1,128,2,256,47040.2
1,1,0,0,0,64,32,4096,132759.0
0,1,1,1,0,128,32,1024,46795.6
0,0,0,1,1,64,8,1024,47331.0
0,0,0,0,1,128,8,256,46184.2
1,1,1,1,1,64,2,1024,131163.4
0,0,0,0,0,256,32,256,46275.0
0,1,1,0,0,64,2,1024,46321.6
0,1,1,1,0,64,2,256,46507.8
1,0,1,0,1,256,2,4096,134923.2
0,0,0,1,1,128,32,256,46408.2
