fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,0,0,1,1,64,8,256,136979.0
1,0,1,1,0,256,2,256,140950.6
1,0,0,0,0,256,8,1024,131793.4
0,0,0,0,1,64,2,1024,46267.8
0,1,1,1,0,128,2,4096,47187.0
0,0,1,0,0,256,2,256,46199.6
0,0,1,1,0,64,32,256,46700.8
1,1,0,0,1,128,32,4096,133873.0
0,1,0,0,1,128,8,4096,46303.0
1,0,0,1,0,64,32,1024,133348.2
0,0,0,0,0,64,8,1024,46349.4
0,0,1,0,1,256,8,1024,46106.2
1,0,1,1,0,128,32,4096,138185.4
1,1,1,0,1,64,8,1024,127709.6
1,0,1,1,0,256,2,1024,136959.4
1,1,1,0,0,128,32,1024,132014.6
0,0,0,1,1,128,8,256,46472.4
1,0,1,0,1,256,2,1024,134831.6
0,1,0,1,1,128,8,4096,46535.6
1,0,1,1,1,128,32,256,137237.2
0,1,1,0,0,128,32,4096,46145.8
1,0,0,0,1,256,32,256,135823.2
0,0,0,1,0,64,8,4096,46361.2
1,0,0,0,1,64,8,256,133634.4
0,1,1,0,0,64,8,1024,46317.8
0,1,1,0,1,64,2,256,46194.4
0,1,0,0,0,128,8,256,46318.0
1,0,0,1,0,128,32,1024,130621.6
1,0,0,1,1,128,2,256,131667.8
0,0,1,1,1,128,32,1024,46659.6
1,1,0,0,1,256,2,256,135922.0
0,0,0,0,1,256,8,1024,46303.0
0,1,1,0,1,64,32,1024,46469.6
0,1,1,1,0,64,2,1024,46505.8
0,1,1,1,0,128,2,256,46517.8
1,1,0,1,1,256,8,256,132543.6
1,0,0,0,0,64,32,1024,135660.4
0,0,0,0,0,256,8,4096,46426.6
0,0,1,1,0,64,2,256,46508.8
0,1,0,1,0,128,2,4096,46394.4
1,0,1,1,0,64,32,1024,139522.4
1,0,1,0,0,256,32,1024,134646.2
1,0,0,1,0,128,2,4096,134138.8
0,1,1,0,0,128,32,4096,46145.8
0,0,1,0,0,128,2,4096,46307.2
1,1,1,0,1,256,8,1024,128079.8
0,1,1,0,1,256,8,4096,46207.2
0,0,0,0,1,128,8,4096,46212.2
1,0,1,0,1,64,8,1024,135714.8
1,0,0,0,0,64,2,1024,131859.6
1,1,0,0,1,256,32,256,134256.8
1,1,0,0,1,64,2,1024,136113.4
0,0,1,1,1,64,32,4096,46738.6
0,0,0,1,1,256,2,4096,46327.4
0,0,1,1,0,64,32,1024,46819.6
0,0,1,0,1,128,8,4096,46545.6
1,1,0,1,1,256,2,256,131228.6
1,0,1,1,1,128,2,1024,137186.6
0,0,1,0,1,64,8,1024,47386.4
0,0,1,1,0,64,32,4096,46914.0
0,0,0,0,0,64,32,1024,46298.4
0,0,0,1,1,64,32,1024,46600.2
0,1,1,0,0,64,2,256,46338.6
0,1,1,0,0,64,8,1024,46317.8
0,1,0,1,1,128,2,256,46367.0
1,0,1,0,0,256,32,4096,138631.4
1,0,0,1,1,64,32,1024,131342.8
1,1,0,1,0,256,32,256,134325.4
0,0,1,1,1,256,32,1024,46821.8
1,1,0,1,0,256,8,256,133679.6
0,1,0,0,0,128,2,256,46022.8
0,0,0,1,1,64,8,256,46340.2
1,0,0,1,0,256,32,256,135844.0
1,1,1,1,0,64,2,4096,130507.0
1,1,0,0,1,64,32,4096,134364.4
1,1,1,1,1,256,2,256,130773.4
1,1,1,1,0,256,2,4096,127337.6
1,0,0,0,0,128,8,1024,130750.8
0,0,0,1,1,256,2,256,46438.2
1,0,1,0,1,128,32,1024,140847.2
1,0,1,0,0,256,32,256,136622.0
1,1,1,1,0,128,2,256,128216.6
0,1,0,1,1,64,2,256,46400.6
1,0,0,1,0,64,32,1024,133348.2
1,0,0,0,1,128,2,4096,132203.6
1,0,1,1,1,64,32,1024,141022.0
0,1,0,1,0,256,2,256,46594.4
1,0,0,1,0,256,8,256,134239.4
1,0,0,1,1,64,32,4096,134370.8
1,1,1,0,1,64,2,256,132282.6
0,0,0,1,0,128,8,1024,46551.6
1,0,1,0,1,256,2,256,135600.2
0,0,0,1,0,256,8,1024,46393.4
0,1,1,0,0,128,8,256,46214.6
1,0,1,0,0,64,32,4096,135630.0
0,0,0,1,0,256,8,4096,46597.8
1,0,1,1,1,64,2,4096,139900.6
0,1,0,1,0,256,8,1024,46598.6
0,1,1,0,0,256,32,4096,46191.2
1,1,1,0,1,64,32,4096,128550.0
