fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,0,0,1,128,32,4096,46213.6
1,0,1,0,1,256,32,1024,134690.4
1,1,0,1,1,256,32,4096,126458.8
1,0,0,1,1,256,8,256,135852.4
0,1,0,0,1,256,2,1024,46142.2
0,1,0,1,1,64,8,1024,47491.4
1,1,0,0,1,128,8,1024,133644.4
1,0,0,1,0,128,2,4096,134138.8
0,0,0,1,1,64,8,256,46340.2
0,0,0,1,1,128,8,1024,46358.4
1,1,1,0,1,64,2,4096,131156.6
0,1,1,0,1,256,32,4096,46447.8
1,0,1,0,0,256,8,256,133510.4
0,1,1,1,0,256,2,256,46517.2
1,1,1,0,0,128,32,4096,128492.6
1,0,1,1,0,64,8,1024,138765.2
1,1,0,1,0,128,2,4096,132373.8
0,0,1,0,1,64,8,1024,47386.4
1,1,1,0,1,128,2,256,130635.2
0,0,0,0,0,64,32,256,46471.2
1,1,0,0,1,64,2,4096,136458.4
0,0,0,0,0,64,32,1024,46298.4
0,1,0,1,1,256,2,1024,46417.0
1,1,0,1,1,128,32,1024,129568.0
1,1,0,0,0,64,32,256,132467.8
0,1,1,1,1,256,2,256,46692.8
1,1,1,0,0,128,8,256,131126.8
0,0,1,0,1,128,32,1024,47486.6
0,1,0,0,1,128,8,1024,46124.2
1,0,1,0,1,128,32,256,134666.4
1,1,0,0,1,256,2,256,135922.0
0,0,1,0,0,256,8,256,46381.6
0,1,0,1,1,64,8,256,46752.4
0,1,0,1,1,128,32,4096,46394.0
1,0,0,0,0,64,8,4096,130604.8
1,1,0,0,0,64,32,256,132467.8
1,0,1,0,1,256,32,1024,134690.4
0,1,0,1,1,128,8,1024,47354.4
0,0,0,0,1,64,8,4096,46327.8
1,0,1,1,0,128,8,1024,138096.8
1,1,1,0,1,64,32,256,133542.0
1,0,0,0,1,256,2,4096,132963.8
0,1,0,0,0,128,2,4096,46368.8
1,1,0,1,0,128,2,4096,132373.8
1,1,1,1,1,64,32,256,132168.8
1,0,0,0,1,128,8,1024,130543.6
0,0,1,1,0,64,32,1024,46819.6
0,1,1,0,1,256,32,256,46169.8
1,0,0,1,0,256,2,1024,133313.6
0,0,1,1,1,256,8,1024,46796.2
0,1,1,0,0,128,2,4096,46235.8
0,1,0,1,1,128,2,1024,46445.4
0,1,0,0,1,128,2,1024,46099.4
1,1,0,1,0,256,32,256,134325.4
0,0,1,1,0,128,2,4096,46450.2
0,1,1,1,1,64,2,1024,46856.0
0,0,1,0,0,256,32,4096,46148.2
1,0,1,0,1,64,32,4096,135629.4
0,1,1,1,0,64,32,4096,46414.2
0,1,0,1,1,64,32,4096,46490.6
1,0,1,0,1,128,32,1024,140847.2
0,1,0,0,1,64,8,1024,46054.6
0,0,0,0,1,256,2,1024,46354.2
1,1,0,1,1,256,2,1024,130103.4
0,0,0,0,0,256,8,256,46305.6
0,0,1,1,0,128,8,4096,46503.2
1,0,1,0,1,256,8,4096,136736.2
0,1,0,1,1,64,32,4096,46490.6
0,1,0,1,1,128,8,256,47454.8
0,0,1,0,1,128,8,256,46271.0
1,1,1,1,0,128,8,256,130678.4
0,1,1,1,1,128,32,1024,46752.2
0,1,0,1,0,64,32,4096,46404.0
0,1,1,0,0,64,32,1024,46145.0
1,1,0,0,0,256,32,4096,132785.6
1,0,1,0,1,128,2,4096,139647.8
1,0,1,1,0,128,32,1024,138660.8
1,1,0,0,1,128,8,1024,133644.4
0,1,0,1,1,128,2,4096,46322.4
1,1,1,0,0,64,8,4096,130763.8
0,1,1,0,0,256,32,4096,46191.2
0,1,1,0,0,256,2,4096,46427.0
0,0,1,0,1,64,8,256,46344.4
1,1,0,1,0,256,8,1024,131766.4
0,1,0,1,1,64,32,256,46402.4
0,1,1,1,1,64,8,256,46723.2
0,0,0,1,1,128,8,4096,46615.8
0,0,1,1,1,128,2,4096,46785.8
1,1,1,1,1,128,2,1024,132657.0
0,1,0,0,1,128,8,1024,46124.2
1,0,0,1,0,128,32,256,134485.2
0,0,1,0,1,64,2,256,46268.8
0,0,1,1,0,128,2,256,46483.8
0,0,0,0,0,256,8,1024,46252.0
1,0,1,1,0,128,8,1024,138096.8
0,1,1,1,1,64,8,256,46723.2
0,1,0,1,1,64,8,1024,47491.4
0,0,0,1,0,256,8,1024,46393.4
0,1,0,1,1,256,8,256,46453.0
0,1,1,1,0,128,32,256,46666.8
