fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,0,1,0,0,128,32,1024,135323.2
0,0,0,0,1,64,32,4096,46073.6
0,0,0,1,1,256,32,256,47443.6
0,0,1,1,0,64,8,256,46557.4
0,1,1,1,0,64,8,1024,46311.6
1,0,1,0,1,64,8,4096,135161.2
1,1,1,1,0,64,8,256,133653.4
1,1,0,0,1,256,8,256,131946.0
0,1,0,0,0,256,8,4096,46102.0
1,0,0,1,1,128,8,256,132351.4
1,1,0,0,0,64,32,1024,132129.6
1,1,1,1,1,128,8,1024,130226.0
1,1,0,1,1,128,8,256,131563.8
0,0,1,1,0,128,8,4096,46503.2
1,0,0,1,0,256,8,256,134239.4
0,0,1,1,0,128,2,256,46483.8
0,1,1,0,0,256,2,256,46407.8
0,0,0,1,1,256,8,256,46222.8
0,0,1,1,1,128,2,4096,46785.8
1,0,0,1,0,128,32,256,134485.2
0,1,1,1,1,64,8,1024,46751.8
1,1,0,1,1,64,32,4096,130741.8
1,1,0,0,1,128,32,256,131364.4
0,1,1,1,1,128,32,4096,46787.2
1,1,1,0,0,64,32,4096,131524.0
0,0,1,1,0,128,32,4096,46256.6
1,0,0,1,1,64,32,4096,134370.8
1,0,0,0,0,256,2,4096,132200.2
0,0,1,0,0,64,2,256,46097.4
0,1,0,1,0,256,32,256,46333.0
1,0,0,0,1,128,32,1024,132768.2
0,0,1,0,0,256,32,4096,46148.2
1,1,1,0,1,64,32,4096,128550.0
0,1,0,1,1,256,32,4096,47368.0
1,1,1,1,0,256,2,1024,129660.2
1,0,1,0,1,128,8,256,136260.8
1,1,0,0,1,128,8,4096,133286.0
1,1,0,1,1,64,2,1024,128299.6
0,0,1,1,1,128,2,1024,46692.6
1,1,0,0,0,128,2,4096,133164.4
0,1,0,0,1,128,2,1024,46099.4
0,1,1,0,0,256,2,256,46407.8
1,1,1,0,1,128,2,256,130635.2
0,1,0,0,1,128,32,1024,46405.0
0,1,0,0,1,256,8,1024,46358.2
0,1,1,1,1,64,8,1024,46751.8
0,1,0,1,1,64,32,1024,46378.6
0,1,0,0,0,128,32,4096,46197.8
0,0,0,0,0,128,32,4096,46476.2
0,0,0,1,1,64,8,256,46340.2
1,1,1,0,1,64,2,256,132282.6
0,1,1,1,1,256,8,4096,46925.4
0,0,0,0,1,128,8,1024,46255.2
0,1,0,0,0,128,2,1024,46240.8
1,0,0,0,0,128,32,256,135706.6
0,0,1,1,1,128,32,4096,46593.6
0,1,1,1,1,128,2,4096,47014.0
1,1,1,0,0,128,32,4096,128492.6
0,1,1,0,0,256,2,256,46407.8
1,1,0,1,1,64,8,256,132419.2
1,0,0,0,0,64,8,1024,132700.0
0,0,1,1,0,64,8,1024,46966.4
1,1,1,1,0,128,32,256,130071.2
1,1,0,0,0,64,2,1024,132621.4
0,0,0,0,1,64,2,256,46337.0
1,1,0,1,1,64,2,4096,134920.4
1,0,0,1,1,256,2,256,131810.4
0,1,0,0,0,128,2,4096,46368.8
1,0,1,1,1,128,8,1024,139292.8
1,1,1,1,1,128,32,256,135538.4
0,1,1,1,1,128,2,4096,47014.0
0,1,0,0,0,128,8,4096,46379.2
0,0,0,0,1,64,2,1024,46267.8
1,1,1,0,0,64,32,256,136657.4
1,0,0,1,0,128,2,4096,134138.8
1,0,0,0,0,64,32,256,129289.6
1,1,1,0,0,256,32,1024,132806.8
0,1,1,0,1,64,32,256,46325.8
0,0,1,0,1,128,2,4096,46359.4
0,1,0,0,0,256,2,256,46440.0
1,0,1,0,1,256,2,1024,134831.6
0,1,1,0,1,256,32,1024,46493.8
0,0,1,0,1,64,2,4096,46238.6
0,0,1,0,0,64,8,256,46528.8
1,0,1,0,0,64,2,4096,134209.2
0,1,0,0,1,64,2,256,46143.2
0,1,0,0,1,128,2,256,47040.2
1,1,1,1,1,256,2,256,130773.4
1,0,0,0,1,256,8,1024,135761.2
1,1,0,1,1,128,2,256,130923.0
1,0,1,1,1,256,32,4096,139169.0
0,1,1,1,1,64,32,4096,46849.4
1,1,0,1,1,128,8,256,131563.8
0,0,0,0,1,256,2,256,46214.2
1,1,1,1,1,128,2,4096,131763.6
1,1,0,1,0,64,2,256,134157.4
1,1,0,0,0,256,8,256,133404.8
1,1,1,1,0,64,2,1024,125822.2
0,1,1,0,1,128,2,4096,46615.0
1,0,0,1,1,64,2,4096,133870.0
