new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
5,0,0,0,0,0,128,2,9214.6
1,0,1,0,1,50,16,6,85027.2
5,0,0,0,1,40,4096,2,9191.4
1,1,1,1,1,0,128,4,18473.4
4,1,0,1,1,50,2048,2,35805.4
3,0,0,0,1,10,256,6,11773.6
1,0,1,0,1,90,2048,8,100385.8
3,0,0,0,1,100,128,4,12318.6
1,0,0,0,1,20,2048,8,100962.2
3,1,1,0,1,90,64,10,48345.6
4,1,0,1,1,90,4,0,35908.0
4,0,1,0,1,0,128,4,22152.6
5,1,0,1,0,80,128,4,9219.4
1,1,0,0,1,70,2048,10,100548.8
5,1,1,1,1,40,2048,8,121593.8
4,1,0,0,1,20,32,8,42457.4
5,0,0,1,0,20,4,4,9210.2
5,0,0,1,1,100,2048,4,9196.6
3,1,0,1,0,40,1,0,14289.4
3,0,0,0,1,10,8,10,48194.8
1,0,1,0,1,90,2048,4,11764.8
5,0,0,0,1,40,4096,2,9191.4
5,0,0,0,0,40,4096,4,9191.2
5,0,0,1,1,40,2048,0,9192.0
5,0,0,0,0,100,4,2,9114.8
5,0,1,0,1,0,128,4,9249.4
5,0,0,0,1,40,1,2,9144.0
1,0,1,0,1,90,2048,4,11764.8
2,0,0,0,1,40,2048,2,4878.4
5,0,0,0,0,100,4,4,9135.6
5,0,0,0,0,40,4096,4,9191.2
5,0,0,0,0,40,4,4,9165.6
5,0,0,1,1,20,2048,0,9142.8
3,0,0,0,0,40,4096,4,12054.4
3,0,0,0,1,40,4096,2,12164.8
5,0,0,0,1,40,1024,2,9193.6
2,1,0,0,0,40,4,2,5533.2
5,0,0,0,0,40,4,4,9165.6
5,1,0,0,1,40,4096,2,9177.4
2,0,0,1,0,20,4,4,12491.8
5,0,0,0,0,40,4096,2,9135.8
5,0,0,0,1,40,2048,2,9209.6
5,0,0,0,1,100,4,2,9219.0
4,0,0,1,1,100,2048,2,35614.6
2,1,0,0,0,40,1024,2,4893.2
5,0,1,0,1,20,2048,2,9122.8
5,0,0,0,0,100,4,2,9114.8
2,1,0,0,0,40,2048,4,4601.0
5,0,0,0,1,40,4096,2,9191.4
2,0,0,0,0,40,2048,2,4890.2
5,0,0,0,0,100,4,2,9114.8
1,1,0,0,0,40,4,2,17708.6
5,0,0,0,0,70,4,4,9165.4
2,0,0,0,1,40,4,4,12004.6
3,0,0,0,0,100,4,2,12882.4
5,1,0,0,0,40,1024,2,9146.2
2,0,0,0,0,90,4,2,5515.4
2,0,0,1,0,100,4,2,17641.2
2,0,0,0,1,90,2048,2,4674.2
2,0,0,0,1,100,2048,2,4716.2
5,0,0,0,0,100,4,2,9114.8
2,1,0,0,0,40,1024,2,4893.2
2,0,0,0,1,0,2048,2,11403.4
2,1,0,0,0,90,2048,2,4698.6
2,1,0,0,1,40,1024,6,89404.6
5,1,1,0,1,60,2048,2,9227.8
2,1,0,0,0,90,4,2,5477.6
2,0,0,0,0,90,2048,8,100732.6
2,0,0,0,0,40,2048,2,4890.2
2,1,0,1,0,40,2048,4,11958.0
4,0,0,0,1,90,2048,2,8917.0
2,1,0,0,0,0,1024,4,18055.2
2,1,0,0,0,90,4,2,5477.6
2,1,0,0,0,40,2048,2,4890.6
2,1,1,0,0,100,1024,2,4675.4
2,1,0,0,0,20,1024,2,5036.6
2,0,0,0,0,90,4,6,72963.6
2,1,1,0,0,90,2048,2,4675.8
2,0,0,0,0,40,4,2,5567.6
2,1,0,0,0,90,2048,8,100586.6
4,1,0,0,0,40,2048,4,13096.2
2,1,1,0,0,0,2048,2,11375.8
2,1,0,0,0,100,4,2,5474.4
2,0,1,0,1,90,4,2,5481.0
2,1,1,0,0,100,2048,2,4673.4
2,1,0,0,1,90,2048,10,100647.2
3,0,0,0,0,100,1024,2,12290.2
2,0,0,0,1,100,4,2,5451.2
4,1,1,0,0,100,4,2,9371.4
2,0,1,0,1,90,4,2,5481.0
2,1,0,0,0,90,2048,2,4698.6
2,0,0,0,1,40,2048,2,4878.4
2,1,0,0,0,100,2048,8,101394.6
2,1,0,0,0,90,2048,2,4698.6
4,1,0,0,0,40,2048,2,8974.0
2,0,0,0,1,90,4,2,5482.6
2,1,1,0,0,100,2048,2,4673.4
2,1,0,0,0,90,2048,2,4698.6
2,1,1,0,0,90,2048,2,4675.8
4,0,0,0,0,100,2048,2,8941.4
