new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
1,1,0,1,1,20,512,2,17678.2
5,0,0,0,1,60,1,8,121262.4
4,0,1,1,0,30,1,8,123326.2
3,1,0,0,0,30,8,2,12587.6
3,1,0,1,0,10,128,2,12293.6
4,0,0,1,0,80,256,8,124570.2
5,1,1,0,0,70,4,10,298785.2
2,1,0,1,1,50,512,2,17659.6
1,0,0,1,1,40,2,4,13321.6
4,1,0,1,1,70,256,2,35817.0
1,1,0,0,0,90,64,6,89823.4
5,0,0,0,1,60,256,10,304254.4
2,0,0,0,1,0,2048,0,11429.0
4,1,0,1,1,70,2,8,124074.6
5,1,1,1,0,70,1,6,47428.0
5,0,1,0,0,100,4096,0,9171.6
1,1,0,1,1,70,16,0,17826.4
4,0,1,0,0,0,256,10,274544.2
4,1,1,1,0,10,2048,8,124297.0
4,0,0,1,1,0,2048,0,35570.8
2,0,0,1,1,70,256,2,17673.0
3,1,0,0,0,80,128,2,12295.8
2,0,1,1,1,70,2048,2,17700.4
2,0,0,0,1,70,256,2,4801.8
2,1,0,1,1,70,256,2,17780.2
2,1,0,1,0,80,128,2,17626.8
2,1,0,1,1,50,128,2,17721.4
2,0,0,0,1,40,256,4,4598.2
5,0,1,0,0,100,4096,0,9171.6
5,0,1,0,0,100,4096,0,9171.6
2,1,0,1,0,10,256,4,12400.8
2,1,0,1,0,70,128,10,103083.4
2,1,1,1,1,100,4096,2,17655.6
2,0,1,0,0,100,256,0,4664.4
2,1,0,0,1,40,256,4,4601.6
2,0,1,0,0,100,256,0,4664.4
2,1,1,0,0,100,256,0,4675.4
3,0,1,0,0,80,4096,0,12106.8
5,0,1,0,0,100,256,0,9163.2
5,0,1,0,1,40,256,0,9118.6
3,1,0,0,0,100,256,0,12277.4
5,0,0,0,0,40,256,0,9153.4
2,0,1,0,0,40,256,0,4852.6
2,0,1,0,1,100,256,4,4376.8
2,0,1,0,1,0,256,4,17968.4
3,0,1,1,0,100,4096,0,12216.2
1,0,1,0,1,40,256,4,11948.2
5,0,1,0,0,40,256,0,9175.6
2,1,0,0,1,40,256,4,4601.6
2,1,0,0,1,40,256,4,4601.6
3,1,1,0,1,40,256,4,12084.4
2,1,0,0,0,10,256,4,5762.6
5,0,1,0,0,50,256,0,9124.6
2,0,0,0,1,100,256,0,4683.6
2,1,0,0,0,40,256,4,4588.2
2,0,0,0,0,100,256,0,4686.2
2,0,1,0,1,40,256,4,4606.8
2,1,0,0,0,40,256,6,89421.8
2,1,0,0,1,40,256,4,4601.6
2,0,1,0,1,100,256,0,4663.8
2,0,1,0,0,100,256,4,4373.0
2,0,0,0,0,40,256,4,4603.0
2,0,1,0,0,100,256,8,101149.2
2,0,0,0,0,100,256,4,4402.8
2,0,0,0,0,40,2,4,12811.2
2,1,0,0,0,40,256,4,4588.2
2,0,0,0,0,40,256,2,4894.6
2,0,1,0,0,40,256,4,4716.4
2,1,1,0,0,40,256,4,4590.2
2,1,1,0,0,40,256,4,4590.2
2,0,1,0,0,100,256,4,4373.0
3,0,0,0,0,100,256,4,12206.2
2,0,1,0,1,10,256,0,5705.4
2,0,1,0,1,40,256,4,4606.8
2,0,1,0,0,100,256,4,4373.0
2,0,1,0,0,100,256,4,4373.0
2,0,0,1,0,100,256,4,11815.8
2,1,0,0,0,40,256,4,4588.2
2,1,0,0,0,40,4,4,11944.8
2,0,1,0,0,30,256,4,4564.4
2,1,0,0,1,40,256,4,4601.6
2,1,0,0,0,100,256,4,4378.2
4,0,1,0,0,100,256,4,12784.2
2,0,1,0,0,100,256,4,4373.0
2,0,1,0,0,100,256,4,4373.0
2,1,0,0,0,100,256,4,4378.2
2,1,1,0,0,40,256,2,4858.4
2,0,1,0,0,30,256,4,4564.4
2,0,1,0,1,100,256,4,4376.8
2,0,0,0,0,100,256,4,4402.8
2,0,1,0,1,100,256,4,4376.8
2,0,0,0,1,100,256,4,4382.4
4,0,1,0,0,100,256,4,12784.2
2,0,0,0,1,100,256,4,4382.4
2,0,1,0,0,100,256,4,4373.0
2,1,0,0,0,100,256,4,4378.2
2,0,1,0,0,100,256,4,4373.0
2,0,1,0,0,100,64,4,4196.4
2,0,0,0,1,100,256,8,101323.0
4,0,0,0,0,100,256,4,12781.8
