new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
2,1,1,0,0,20,4,0,5627.2
2,0,1,1,0,40,256,8,102988.6
1,0,1,1,0,90,32,6,91781.4
2,0,0,1,0,70,32,10,103666.8
2,1,0,1,1,70,1024,0,17690.0
3,1,0,1,0,70,4,6,13582.0
2,1,0,0,0,30,256,2,4848.4
2,1,1,1,1,20,2,4,13335.2
5,0,1,1,1,70,128,8,121387.4
1,1,0,0,0,40,32,6,88265.4
4,1,1,1,1,0,16,2,35463.0
4,1,1,0,1,100,4,2,9366.2
2,0,1,0,1,40,16,0,5081.0
1,0,0,0,1,90,128,6,88541.0
2,1,0,0,0,70,32,10,99950.8
2,1,0,1,1,100,4096,8,102648.2
3,1,1,0,1,90,4,10,46637.8
4,0,0,0,0,0,1024,10,274726.0
5,1,0,1,1,20,2048,4,9150.4
4,1,0,0,0,10,1024,2,9267.4
2,1,0,0,0,10,256,4,5762.6
2,1,1,0,0,40,4,0,5478.8
4,1,1,0,1,40,4,0,9380.6
2,1,0,1,0,70,2048,0,17672.0
2,1,0,1,0,30,16,2,17597.6
5,1,1,0,1,40,2048,4,9218.2
4,0,1,1,1,0,2,4,39538.4
5,1,1,0,0,40,4,4,9203.4
2,1,0,0,1,70,1024,0,4782.6
2,1,1,0,1,70,16,4,5047.4
2,1,1,0,1,40,16,4,4835.0
2,1,0,0,0,70,1024,0,4781.2
2,1,0,0,0,10,16,4,5534.6
2,1,0,1,0,40,256,0,17658.2
2,1,0,0,0,10,16,6,85772.4
2,1,0,0,0,10,1024,0,5771.2
5,1,1,1,0,20,2048,4,9246.6
2,1,1,0,0,40,2,4,12789.8
2,1,1,0,0,40,4,4,11875.2
2,1,0,0,1,40,16,4,4858.2
2,1,0,0,1,70,2048,0,4780.6
2,1,0,0,1,70,2048,0,4780.6
2,1,1,0,1,40,2048,0,4862.6
2,1,1,0,1,40,16,4,4835.0
2,1,0,0,1,50,1024,0,4878.0
2,1,0,0,1,80,2048,0,4717.4
2,1,0,0,1,70,2048,0,4780.6
4,1,0,0,1,80,2048,0,8933.2
2,1,1,0,1,80,2048,0,4693.4
2,1,0,0,1,70,2048,0,4780.6
2,1,0,0,1,40,16,4,4858.2
2,0,0,0,1,70,2048,4,4400.4
2,1,0,0,1,70,2048,2,4771.2
2,0,1,0,1,70,2048,0,4754.4
2,1,1,0,1,80,2048,8,101837.6
2,1,0,0,0,70,1024,0,4781.2
2,1,0,0,1,30,256,2,4844.8
2,1,0,0,1,70,2048,0,4780.6
2,1,1,0,0,40,16,4,4832.2
2,1,0,0,1,20,2048,0,5041.8
2,0,1,0,1,80,2048,0,4683.6
2,1,1,0,1,70,2048,0,4760.4
2,1,0,0,1,80,2048,4,4317.4
2,0,0,0,1,70,2048,4,4400.4
2,0,1,0,1,70,2048,0,4754.4
2,1,1,0,1,70,2048,0,4760.4
2,1,0,0,1,70,2048,2,4771.2
2,1,0,0,1,80,4,4,11941.4
2,0,1,1,1,80,2048,0,17650.0
2,1,0,0,1,70,2048,0,4780.6
2,0,0,0,1,70,2048,6,84581.4
2,0,1,0,1,70,2048,10,100660.6
2,1,0,0,1,80,2048,10,101792.8
2,1,1,0,1,70,2048,4,4371.6
2,0,1,1,1,80,2048,0,17650.0
2,1,1,1,1,70,2048,0,17683.4
2,1,0,0,1,40,2048,2,4860.8
2,1,0,0,1,70,2048,4,4437.2
2,1,0,0,1,70,2048,2,4771.2
2,1,0,1,1,80,2048,0,17640.6
2,1,0,0,1,70,16,2,5017.0
2,0,1,1,1,80,2048,0,17650.0
2,1,1,0,0,70,2048,0,4759.8
2,1,1,0,1,90,2048,4,4318.6
2,1,0,0,0,70,2048,2,4794.6
2,1,1,0,1,70,2048,4,4371.6
2,1,0,0,1,70,2048,4,4437.2
2,1,1,0,1,70,2048,0,4760.4
2,1,0,0,1,70,8,2,5159.4
2,1,1,0,1,80,2048,4,4295.0
2,1,0,0,1,70,2048,4,4437.2
3,0,0,0,1,70,2048,0,12183.2
2,0,1,0,1,80,2048,4,4301.2
2,1,0,0,1,70,2048,0,4780.6
2,1,0,0,1,90,2048,4,4325.0
2,0,1,0,1,80,2048,4,4301.2
2,0,1,0,1,70,2048,0,4754.4
2,1,0,0,1,80,2048,0,4717.4
4,1,1,0,1,80,2048,4,12728.0
2,1,1,0,1,80,4,4,11960.0
