new_column,filterOff,HeaderCompressionOff,mtOff,tmOff,Files,BlockSize,x,Performance
1,0,1,0,0,80,128,10,101635.2
5,1,0,1,1,50,64,2,9132.2
2,1,1,1,1,70,128,2,17650.2
4,0,0,0,0,10,4,6,24066.4
5,1,1,0,1,20,128,4,9187.6
1,1,1,1,0,60,256,6,90717.2
3,1,1,1,0,20,4096,4,12235.6
2,0,0,1,0,10,16,2,17670.4
5,1,1,0,1,70,1,2,9106.0
1,0,0,0,0,10,128,4,12329.4
2,0,0,1,0,0,32,0,17799.4
2,1,1,0,1,80,2,2,7494.2
4,1,0,1,0,90,256,2,35794.8
1,0,1,1,1,20,16,10,105413.8
4,0,0,0,0,40,128,2,8967.6
2,0,0,0,0,100,8,0,5068.8
3,1,0,0,1,100,1,8,42677.4
3,0,0,1,1,60,256,0,12335.2
1,0,0,1,1,60,1024,4,11786.4
1,1,0,1,0,90,1,4,15278.4
2,1,0,1,0,0,32,2,17828.8
4,0,0,0,0,40,128,4,13066.2
4,1,0,0,0,40,256,2,9132.8
3,0,0,1,1,10,16,2,12363.6
5,1,0,1,0,100,4096,0,9157.2
3,0,0,0,1,60,256,4,12156.4
4,0,0,0,0,10,2048,4,13859.8
5,1,1,0,1,70,128,2,9204.8
4,1,0,1,0,40,128,2,35778.2
4,1,1,0,0,40,4096,2,8960.8
4,1,1,0,0,100,4096,2,8906.0
5,0,0,1,0,10,4096,4,9253.2
5,1,0,0,0,40,1,2,9139.8
2,1,1,1,1,80,2,10,117506.4
4,1,1,0,0,40,8,2,9132.6
4,0,0,0,0,40,8,2,9141.4
2,1,0,0,1,70,64,2,4760.4
4,0,1,0,0,40,16,2,9018.8
4,0,0,0,0,40,128,2,8967.6
2,0,0,0,1,40,512,2,4872.0
2,1,0,1,1,70,4096,2,17708.2
2,1,0,0,1,80,128,0,4719.8
1,0,0,0,1,100,8,0,17733.2
4,1,0,0,0,40,256,8,40619.2
4,1,0,0,0,40,1,2,10050.4
1,1,0,1,1,70,64,2,17676.4
2,1,0,0,1,40,32,2,4965.8
2,0,0,0,1,40,32,2,4974.2
4,1,0,0,1,40,128,0,8971.0
4,1,1,0,0,40,2,2,9565.6
4,1,1,0,1,80,4096,2,8932.4
4,1,1,0,1,80,64,2,8903.8
3,0,0,0,0,100,8,0,12565.6
2,0,0,0,1,100,4096,0,4692.2
5,1,0,0,1,80,128,2,9239.2
4,0,0,1,0,100,128,2,35839.8
2,1,1,0,1,80,64,0,4707.0
1,0,1,0,1,80,64,2,17737.4
2,1,0,0,1,0,32,2,11415.0
2,1,0,0,1,70,64,0,4767.4
2,1,0,0,0,80,8,0,5152.2
3,1,0,0,1,80,128,0,12173.4
2,0,0,0,0,100,32,0,4713.0
2,0,0,0,1,80,4096,0,4758.2
2,0,0,0,1,100,4096,0,4692.2
4,0,0,0,1,80,32,2,8947.0
2,0,0,0,1,100,2048,0,4697.6
2,0,0,0,0,100,2048,2,4699.0
2,0,0,0,0,100,2048,0,4658.6
2,0,0,1,1,70,2048,0,17639.0
2,1,0,0,1,70,32,2,4822.0
2,0,1,0,0,80,2048,0,4703.8
2,0,0,0,1,100,4096,10,101556.0
2,0,0,0,1,100,2048,10,101703.6
2,0,1,0,1,100,2048,0,4653.6
2,0,0,0,0,100,2048,6,88259.4
5,1,0,0,1,100,64,2,9188.6
2,1,1,0,1,80,2048,0,4693.4
2,1,1,1,1,80,64,0,17624.2
2,0,1,0,1,80,2048,0,4683.6
2,1,1,0,1,80,32,0,4711.4
2,1,1,0,1,80,2048,10,101562.2
2,0,0,0,1,100,4096,0,4692.2
2,0,1,0,0,100,32,0,4707.6
2,0,1,0,1,100,16,0,4908.6
2,0,0,0,1,100,4096,0,4692.2
2,1,0,0,1,80,4096,0,4707.6
2,1,0,0,1,100,2048,10,101424.2
2,0,0,1,1,100,4096,2,17658.8
3,0,0,0,1,100,2048,0,12175.6
2,1,0,0,0,100,4096,0,4686.8
2,0,0,0,1,100,2048,0,4697.6
2,1,0,0,0,80,4096,0,4709.4
2,0,0,0,1,10,2048,0,5756.2
2,0,0,0,1,100,2048,10,101703.6
2,0,1,0,0,20,2048,0,5023.4
4,0,0,0,1,100,4096,0,8933.4
2,0,0,0,1,100,4096,0,4692.2
2,0,0,0,0,100,2048,2,4699.0
1,0,0,0,1,100,4096,0,17761.8
