WindowSize,CompressionLevel,Performance
22,10,256.21
12,10,328.816
24,3,2.478
24,11,394.158
21,11,244.72
12,9,6.47
10,3,2.616
11,6,3.57
22,2,2.05
15,1,1.52
10,3,2.616
22,6,10.266
20,4,2.808
22,10,256.21
17,8,8.454
17,4,2.848
21,10,244.734
18,1,1.63
15,4,2.834
13,8,5.62
13,8,5.62
15,6,5.306
17,5,5.886
17,4,2.848
21,6,10.46
14,2,1.9
14,3,2.302
21,3,2.512
24,11,394.158
12,2,1.988
19,10,258.558
22,9,34.292
23,0,1.556
16,8,7.548
22,4,2.748
14,8,6.086
21,9,23.614
20,6,10.658
23,5,7.178
24,0,1.574
19,7,10.05
20,10,246.512
19,0,1.614
14,6,4.874
21,0,1.604
22,8,25.432
24,5,7.154
19,9,14.048
18,8,9.684
23,9,63.68
23,2,2.032
20,10,246.512
11,10,343.594
19,2,2.1
10,6,3.386
18,6,7.51
12,0,1.528
20,11,246.08
18,7,8.628
11,3,2.476
12,5,3.746
17,11,307.42
14,9,7.404
14,7,5.896
21,9,23.614
13,0,1.514
15,1,1.52
13,11,315.078
12,10,328.816
22,11,259.594
16,10,285.0
12,5,3.746
11,8,5.042
10,11,363.346
18,2,2.094
20,11,246.08
11,5,3.49
20,11,246.08
16,5,5.392
24,10,392.744
24,7,20.228
10,11,363.346
12,7,5.266
18,9,11.954
15,10,291.618
19,11,258.502
21,3,2.512
12,0,1.528
23,2,2.032
20,11,246.08
22,3,2.5
11,2,1.998
24,11,394.158
13,4,2.972
14,1,1.46
22,2,2.05
22,7,19.626
12,11,328.552
17,6,6.34
17,8,8.454
