WindowSize,CompressionLevel,Performance
24,9,108.602
11,4,3.04
14,10,301.488
12,0,1.528
16,6,5.77
11,10,343.594
10,10,363.364
19,3,2.552
23,2,2.032
17,7,7.636
20,10,246.512
12,8,5.318
24,7,20.228
12,8,5.318
15,3,2.392
24,6,10.176
10,6,3.386
22,8,25.432
11,11,343.996
13,0,1.514
16,4,2.77
12,1,1.542
11,11,343.996
20,5,7.45
18,7,8.628
16,1,1.598
19,11,258.502
23,0,1.556
21,8,18.874
11,9,6.286
20,4,2.808
18,7,8.628
24,11,394.158
20,0,1.63
18,8,9.684
17,2,2.102
17,1,1.612
24,2,2.04
24,0,1.574
10,8,5.046
13,1,1.514
18,2,2.094
10,0,1.662
19,7,10.05
22,4,2.748
16,11,284.296
19,0,1.614
21,8,18.874
24,3,2.478
17,1,1.612
12,9,6.47
14,4,2.894
18,1,1.63
17,1,1.612
21,11,244.72
13,6,4.3
19,2,2.1
22,10,256.21
15,11,292.192
24,9,108.602
19,1,1.604
16,6,5.77
24,6,10.176
15,10,291.618
16,4,2.77
14,1,1.46
20,9,17.4
20,3,2.546
11,7,5.078
17,1,1.612
20,11,246.08
13,0,1.514
22,9,34.292
23,3,2.478
17,1,1.612
14,11,301.078
24,7,20.228
15,9,8.084
16,7,6.998
21,10,244.734
18,11,279.692
24,4,2.708
24,8,38.644
18,6,7.51
16,11,284.296
18,9,11.954
16,8,7.548
21,10,244.734
10,7,4.874
20,5,7.45
13,7,5.554
12,0,1.528
23,1,1.572
23,5,7.178
17,10,307.144
14,3,2.302
15,10,291.618
18,2,2.094
12,8,5.318
14,6,4.874
