WindowSize,CompressionLevel,Performance
10,2,2.146
14,4,2.894
17,1,1.612
10,5,3.306
24,10,392.744
11,11,343.996
14,7,5.896
22,2,2.05
23,1,1.572
12,3,2.426
19,10,258.558
23,7,20.474
20,7,12.338
13,6,4.3
11,1,1.526
24,3,2.478
24,3,2.478
16,7,6.998
18,11,279.692
17,7,7.636
11,4,3.04
23,7,20.474
18,10,279.698
15,5,5.072
21,11,244.72
10,4,3.02
16,0,1.59
24,8,38.644
21,8,18.874
15,0,1.534
21,6,10.46
14,4,2.894
16,7,6.998
13,8,5.62
16,10,285.0
20,5,7.45
11,5,3.49
21,4,2.768
12,5,3.746
17,1,1.612
15,1,1.52
19,0,1.614
10,7,4.874
13,10,313.652
17,1,1.612
10,11,363.346
20,11,246.08
16,0,1.59
15,10,291.618
16,8,7.548
21,1,1.598
17,0,1.606
13,2,1.942
11,3,2.476
14,3,2.302
12,11,328.552
21,3,2.512
13,4,2.972
20,0,1.63
20,11,246.08
12,2,1.988
19,7,10.05
15,8,6.738
13,10,313.652
24,4,2.708
23,8,37.284
23,6,10.22
24,3,2.478
22,0,1.596
16,6,5.77
22,7,19.626
14,3,2.302
20,1,1.636
18,3,2.562
22,7,19.626
23,0,1.556
12,11,328.552
22,6,10.266
10,9,6.246
15,6,5.306
20,5,7.45
22,4,2.748
10,8,5.046
12,10,328.816
14,0,1.472
14,7,5.896
16,5,5.392
17,8,8.454
16,11,284.296
11,8,5.042
23,11,315.238
21,9,23.614
20,9,17.4
15,2,1.972
16,5,5.392
17,8,8.454
22,5,7.198
19,5,7.372
19,4,2.8
15,3,2.392
