WindowSize,CompressionLevel,Performance
14,5,4.678
23,0,1.556
18,3,2.562
13,7,5.554
18,6,7.51
10,2,2.146
22,3,2.5
16,1,1.598
15,8,6.738
13,10,313.652
12,11,328.552
21,9,23.614
11,1,1.526
16,5,5.392
19,6,9.336
10,10,363.364
24,9,108.602
10,11,363.346
14,2,1.9
19,5,7.372
21,2,2.06
13,0,1.514
21,7,15.806
13,9,6.862
12,8,5.318
13,11,315.078
16,11,284.296
12,4,3.004
14,2,1.9
20,0,1.63
14,9,7.404
13,5,4.128
10,8,5.046
22,1,1.586
20,6,10.658
17,9,10.152
24,6,10.176
20,1,1.636
24,8,38.644
24,8,38.644
13,2,1.942
14,7,5.896
13,1,1.514
13,2,1.942
15,3,2.392
13,9,6.862
12,7,5.266
18,5,6.714
19,7,10.05
16,2,2.026
22,9,34.292
23,1,1.572
23,8,37.284
16,1,1.598
19,3,2.552
10,5,3.306
13,5,4.128
22,6,10.266
14,5,4.678
21,2,2.06
14,8,6.086
21,10,244.734
10,8,5.046
21,9,23.614
24,0,1.574
17,5,5.886
11,4,3.04
21,3,2.512
14,3,2.302
11,9,6.286
15,11,292.192
14,11,301.078
19,0,1.614
13,9,6.862
24,3,2.478
22,5,7.198
22,6,10.266
22,5,7.198
24,11,394.158
13,6,4.3
23,2,2.032
15,6,5.306
18,3,2.562
12,1,1.542
18,2,2.094
23,8,37.284
10,1,1.666
19,6,9.336
13,11,315.078
18,3,2.562
21,6,10.46
15,6,5.306
12,8,5.318
10,2,2.146
13,4,2.972
18,7,8.628
16,7,6.998
15,8,6.738
14,6,4.874
13,6,4.3
