WindowSize,CompressionLevel,Performance
19,8,11.508
21,0,1.604
20,3,2.546
21,11,244.72
18,5,6.714
17,2,2.102
12,9,6.47
18,8,9.684
12,11,328.552
23,6,10.22
15,1,1.52
24,6,10.176
14,3,2.302
21,7,15.806
11,4,3.04
17,8,8.454
21,0,1.604
10,1,1.666
23,1,1.572
20,10,246.512
22,5,7.198
21,5,7.272
21,5,7.272
16,9,9.094
17,4,2.848
11,3,2.476
20,8,14.64
14,3,2.302
23,10,318.954
15,0,1.534
12,11,328.552
11,3,2.476
18,9,11.954
12,2,1.988
22,7,19.626
12,10,328.816
18,3,2.562
14,0,1.472
17,0,1.606
10,8,5.046
11,4,3.04
21,6,10.46
16,6,5.77
10,11,363.346
15,6,5.306
14,8,6.086
16,3,2.508
11,9,6.286
16,4,2.77
13,1,1.514
14,1,1.46
11,8,5.042
19,4,2.8
15,9,8.084
11,7,5.078
22,11,259.594
14,1,1.46
14,7,5.896
13,2,1.942
13,1,1.514
23,1,1.572
21,0,1.604
23,3,2.478
14,4,2.894
16,10,285.0
20,8,14.64
21,6,10.46
13,2,1.942
10,4,3.02
19,7,10.05
17,9,10.152
20,6,10.658
14,11,301.078
10,5,3.306
18,3,2.562
20,3,2.546
15,8,6.738
18,6,7.51
13,0,1.514
22,7,19.626
24,7,20.228
21,0,1.604
17,4,2.848
11,0,1.526
13,1,1.514
19,9,14.048
20,1,1.636
17,3,2.564
14,9,7.404
22,9,34.292
21,6,10.46
17,3,2.564
18,9,11.954
21,2,2.06
20,3,2.546
12,7,5.266
14,7,5.896
15,2,1.972
12,5,3.746
23,0,1.556
