WindowSize,CompressionLevel,Performance
19,0,1.614
19,11,258.502
17,10,307.144
14,1,1.46
21,4,2.768
17,9,10.152
24,7,20.228
11,11,343.996
15,5,5.072
11,8,5.042
21,9,23.614
17,3,2.564
16,0,1.59
19,11,258.502
12,7,5.266
10,0,1.662
12,9,6.47
19,0,1.614
18,6,7.51
24,0,1.574
18,9,11.954
10,11,363.346
12,2,1.988
10,2,2.146
17,9,10.152
15,5,5.072
23,11,315.238
13,9,6.862
15,7,6.39
15,5,5.072
18,5,6.714
17,4,2.848
20,7,12.338
18,5,6.714
15,10,291.618
17,7,7.636
17,7,7.636
16,9,9.094
21,2,2.06
17,0,1.606
13,6,4.3
11,6,3.57
19,7,10.05
24,3,2.478
14,2,1.9
18,9,11.954
14,11,301.078
19,2,2.1
24,8,38.644
10,8,5.046
12,4,3.004
11,7,5.078
11,7,5.078
14,3,2.302
19,5,7.372
21,4,2.768
10,5,3.306
23,8,37.284
15,0,1.534
12,2,1.988
10,7,4.874
15,5,5.072
15,6,5.306
19,11,258.502
23,7,20.474
22,10,256.21
18,9,11.954
16,0,1.59
24,5,7.154
18,2,2.094
24,6,10.176
14,2,1.9
20,0,1.63
19,11,258.502
10,3,2.616
22,1,1.586
18,7,8.628
10,2,2.146
19,5,7.372
20,4,2.808
18,3,2.562
19,6,9.336
12,6,3.846
24,3,2.478
16,11,284.296
22,5,7.198
22,10,256.21
21,2,2.06
24,0,1.574
24,9,108.602
24,4,2.708
12,0,1.528
14,7,5.896
12,10,328.816
19,6,9.336
22,7,19.626
22,9,34.292
19,8,11.508
17,8,8.454
21,7,15.806
