WindowSize,CompressionLevel,Performance
11,10,343.594
21,11,244.72
22,8,25.432
17,8,8.454
11,1,1.526
19,0,1.614
23,10,318.954
17,4,2.848
17,0,1.606
15,5,5.072
24,4,2.708
19,11,258.502
13,3,2.37
19,11,258.502
18,9,11.954
13,3,2.37
23,9,63.68
18,6,7.51
10,11,363.346
18,10,279.698
18,0,1.628
13,4,2.972
22,1,1.586
22,3,2.5
24,11,394.158
13,4,2.972
12,11,328.552
16,7,6.998
14,0,1.472
17,5,5.886
22,1,1.586
18,0,1.628
11,1,1.526
20,3,2.546
18,5,6.714
15,11,292.192
12,2,1.988
22,11,259.594
15,7,6.39
24,2,2.04
13,8,5.62
17,10,307.144
14,8,6.086
17,9,10.152
21,3,2.512
17,9,10.152
19,6,9.336
24,7,20.228
11,3,2.476
12,8,5.318
21,8,18.874
18,10,279.698
15,5,5.072
18,10,279.698
12,4,3.004
22,9,34.292
22,1,1.586
16,1,1.598
24,1,1.57
11,5,3.49
23,10,318.954
11,10,343.594
17,3,2.564
23,4,2.726
11,1,1.526
18,9,11.954
16,3,2.508
14,1,1.46
15,8,6.738
11,0,1.526
19,6,9.336
12,7,5.266
12,10,328.816
20,3,2.546
19,3,2.552
21,8,18.874
11,6,3.57
12,10,328.816
23,9,63.68
13,5,4.128
18,0,1.628
11,11,343.996
24,5,7.154
10,7,4.874
24,0,1.574
16,6,5.77
13,3,2.37
14,3,2.302
23,4,2.726
21,8,18.874
24,11,394.158
14,9,7.404
23,9,63.68
15,6,5.306
24,8,38.644
10,7,4.874
20,6,10.658
16,6,5.77
13,9,6.862
17,11,307.42
