WindowSize,CompressionLevel,Performance
24,9,108.602
10,9,6.246
13,0,1.514
10,9,6.246
12,10,328.816
17,9,10.152
18,6,7.51
22,8,25.432
14,6,4.874
21,7,15.806
19,9,14.048
15,5,5.072
19,10,258.558
18,5,6.714
17,9,10.152
20,2,2.088
20,11,246.08
16,8,7.548
13,2,1.942
11,1,1.526
15,2,1.972
19,2,2.1
18,9,11.954
19,8,11.508
19,6,9.336
18,11,279.692
18,10,279.698
17,7,7.636
11,2,1.998
11,0,1.526
21,0,1.604
20,8,14.64
11,1,1.526
22,6,10.266
22,1,1.586
10,6,3.386
22,10,256.21
24,8,38.644
13,8,5.62
20,0,1.63
13,5,4.128
23,9,63.68
13,1,1.514
24,11,394.158
10,9,6.246
17,7,7.636
24,11,394.158
14,11,301.078
13,7,5.554
16,9,9.094
19,2,2.1
18,0,1.628
12,8,5.318
11,11,343.996
18,3,2.562
13,1,1.514
20,2,2.088
16,4,2.77
12,1,1.542
18,8,9.684
16,6,5.77
18,1,1.63
20,4,2.808
10,8,5.046
13,0,1.514
21,11,244.72
16,1,1.598
14,4,2.894
15,5,5.072
23,10,318.954
11,2,1.998
11,2,1.998
19,8,11.508
18,3,2.562
20,10,246.512
11,3,2.476
21,7,15.806
22,10,256.21
17,2,2.102
14,3,2.302
11,3,2.476
13,6,4.3
10,5,3.306
21,6,10.46
21,0,1.604
12,1,1.542
17,3,2.564
21,8,18.874
16,3,2.508
16,6,5.77
18,2,2.094
22,5,7.198
23,6,10.22
15,6,5.306
21,9,23.614
22,8,25.432
22,4,2.748
10,9,6.246
23,4,2.726
23,0,1.556
