WindowSize,CompressionLevel,Performance
22,7,19.626
10,2,2.146
24,5,7.154
21,6,10.46
18,2,2.094
21,9,23.614
11,0,1.526
21,3,2.512
11,9,6.286
21,1,1.598
16,4,2.77
16,5,5.392
19,2,2.1
18,8,9.684
15,3,2.392
13,9,6.862
15,3,2.392
12,10,328.816
13,8,5.62
22,4,2.748
24,2,2.04
24,9,108.602
16,5,5.392
14,5,4.678
15,1,1.52
21,7,15.806
13,4,2.972
21,5,7.272
19,8,11.508
12,4,3.004
21,11,244.72
16,5,5.392
10,8,5.046
16,11,284.296
20,5,7.45
19,4,2.8
11,2,1.998
19,2,2.1
11,0,1.526
15,9,8.084
17,11,307.42
20,6,10.658
23,2,2.032
12,4,3.004
12,7,5.266
17,0,1.606
15,8,6.738
13,8,5.62
10,1,1.666
19,4,2.8
13,9,6.862
12,0,1.528
23,11,315.238
11,6,3.57
16,8,7.548
22,0,1.596
20,2,2.088
16,9,9.094
14,3,2.302
10,9,6.246
20,10,246.512
19,7,10.05
11,3,2.476
15,5,5.072
18,10,279.698
14,11,301.078
14,9,7.404
17,0,1.606
23,1,1.572
16,10,285.0
21,6,10.46
18,11,279.692
21,6,10.46
21,10,244.734
15,5,5.072
18,3,2.562
24,3,2.478
11,11,343.996
20,8,14.64
20,5,7.45
16,10,285.0
11,9,6.286
19,1,1.604
23,3,2.478
21,8,18.874
23,3,2.478
12,3,2.426
16,8,7.548
16,3,2.508
23,7,20.474
11,2,1.998
22,7,19.626
12,6,3.846
17,2,2.102
13,7,5.554
11,5,3.49
17,5,5.886
13,11,315.078
24,9,108.602
15,6,5.306
