WindowSize,CompressionLevel,Performance
12,6,3.846
11,0,1.526
21,0,1.604
21,5,7.272
23,11,315.238
22,6,10.266
23,9,63.68
24,3,2.478
19,9,14.048
21,4,2.768
12,11,328.552
24,8,38.644
15,0,1.534
14,0,1.472
23,0,1.556
21,2,2.06
13,0,1.514
15,6,5.306
23,5,7.178
21,0,1.604
18,7,8.628
21,4,2.768
18,11,279.692
21,10,244.734
13,2,1.942
12,5,3.746
24,1,1.57
12,6,3.846
19,3,2.552
11,2,1.998
22,3,2.5
17,8,8.454
14,4,2.894
24,10,392.744
20,0,1.63
20,7,12.338
24,4,2.708
24,10,392.744
21,10,244.734
24,2,2.04
15,4,2.834
20,8,14.64
11,11,343.996
16,11,284.296
11,8,5.042
21,9,23.614
24,3,2.478
11,5,3.49
24,9,108.602
17,0,1.606
16,0,1.59
17,9,10.152
23,5,7.178
11,8,5.042
18,6,7.51
21,5,7.272
15,8,6.738
17,0,1.606
17,9,10.152
19,5,7.372
12,3,2.426
24,5,7.154
10,0,1.662
23,6,10.22
14,10,301.488
10,10,363.364
22,7,19.626
15,1,1.52
21,8,18.874
19,1,1.604
10,0,1.662
10,2,2.146
22,0,1.596
11,1,1.526
13,2,1.942
11,2,1.998
16,6,5.77
24,4,2.708
21,5,7.272
16,5,5.392
16,6,5.77
12,5,3.746
24,11,394.158
23,6,10.22
20,6,10.658
19,10,258.558
12,7,5.266
19,3,2.552
17,3,2.564
23,0,1.556
20,4,2.808
11,3,2.476
10,6,3.386
19,7,10.05
17,4,2.848
17,7,7.636
18,3,2.562
14,4,2.894
14,2,1.9
22,7,19.626
