WindowSize,CompressionLevel,Performance
17,2,2.102
18,2,2.094
17,2,2.102
15,8,6.738
19,8,11.508
10,2,2.146
14,6,4.874
24,1,1.57
20,10,246.512
23,11,315.238
20,1,1.636
19,9,14.048
15,8,6.738
12,2,1.988
22,10,256.21
18,4,2.824
14,3,2.302
23,5,7.178
10,0,1.662
13,4,2.972
24,11,394.158
17,3,2.564
19,0,1.614
24,10,392.744
15,5,5.072
20,2,2.088
13,6,4.3
13,5,4.128
14,10,301.488
11,7,5.078
14,3,2.302
10,5,3.306
13,6,4.3
15,11,292.192
24,5,7.154
12,2,1.988
14,6,4.874
14,9,7.404
22,4,2.748
13,6,4.3
23,10,318.954
24,3,2.478
17,9,10.152
24,8,38.644
10,7,4.874
14,4,2.894
21,2,2.06
18,10,279.698
12,3,2.426
18,0,1.628
16,0,1.59
15,9,8.084
12,3,2.426
12,1,1.542
23,6,10.22
11,10,343.594
20,2,2.088
14,2,1.9
11,11,343.996
15,8,6.738
15,11,292.192
24,8,38.644
18,3,2.562
18,5,6.714
21,9,23.614
24,1,1.57
18,5,6.714
19,10,258.558
13,10,313.652
19,4,2.8
13,3,2.37
21,7,15.806
15,0,1.534
23,10,318.954
13,10,313.652
10,10,363.364
13,5,4.128
23,8,37.284
17,6,6.34
11,11,343.996
14,2,1.9
17,1,1.612
10,1,1.666
16,4,2.77
24,9,108.602
14,2,1.9
11,5,3.49
11,7,5.078
12,10,328.816
16,10,285.0
22,2,2.05
17,0,1.606
13,2,1.942
18,1,1.63
19,7,10.05
10,5,3.306
10,8,5.046
10,0,1.662
24,5,7.154
17,2,2.102
