WindowSize,CompressionLevel,Performance
17,5,5.886
14,2,1.9
17,8,8.454
20,5,7.45
11,8,5.042
16,2,2.026
13,10,313.652
13,1,1.514
21,11,244.72
10,2,2.146
21,11,244.72
19,0,1.614
19,8,11.508
20,8,14.64
11,1,1.526
20,11,246.08
12,5,3.746
18,7,8.628
13,11,315.078
11,6,3.57
18,9,11.954
16,11,284.296
15,0,1.534
17,3,2.564
17,5,5.886
11,0,1.526
13,6,4.3
18,0,1.628
20,5,7.45
16,5,5.392
16,9,9.094
20,3,2.546
23,1,1.572
22,7,19.626
19,5,7.372
13,9,6.862
18,4,2.824
22,10,256.21
12,9,6.47
16,8,7.548
12,5,3.746
12,3,2.426
18,3,2.562
19,6,9.336
23,7,20.474
17,8,8.454
14,9,7.404
16,6,5.77
20,4,2.808
16,8,7.548
20,1,1.636
23,8,37.284
24,7,20.228
21,10,244.734
19,5,7.372
21,5,7.272
22,10,256.21
17,7,7.636
21,3,2.512
19,10,258.558
12,6,3.846
12,0,1.528
12,10,328.816
19,4,2.8
14,9,7.404
13,1,1.514
23,11,315.238
19,3,2.552
13,8,5.62
17,10,307.144
14,0,1.472
11,0,1.526
11,5,3.49
15,6,5.306
13,4,2.972
15,6,5.306
13,5,4.128
10,0,1.662
18,7,8.628
16,7,6.998
15,4,2.834
24,10,392.744
21,2,2.06
20,2,2.088
13,7,5.554
20,3,2.546
21,6,10.46
16,2,2.026
18,10,279.698
18,9,11.954
13,5,4.128
12,8,5.318
17,4,2.848
23,11,315.238
17,4,2.848
16,2,2.026
13,2,1.942
20,3,2.546
24,4,2.708
17,2,2.102
