WindowSize,CompressionLevel,Performance
13,11,315.078
17,7,7.636
20,8,14.64
22,1,1.586
17,3,2.564
10,9,6.246
16,0,1.59
10,6,3.386
23,8,37.284
15,10,291.618
20,8,14.64
19,3,2.552
15,5,5.072
12,3,2.426
13,5,4.128
18,6,7.51
17,3,2.564
16,5,5.392
17,11,307.42
15,4,2.834
16,7,6.998
13,3,2.37
22,10,256.21
16,9,9.094
11,0,1.526
21,3,2.512
15,1,1.52
14,1,1.46
22,2,2.05
20,11,246.08
11,0,1.526
18,0,1.628
20,4,2.808
19,11,258.502
22,3,2.5
21,10,244.734
10,7,4.874
21,1,1.598
10,8,5.046
19,11,258.502
10,0,1.662
15,7,6.39
18,3,2.562
22,2,2.05
23,0,1.556
21,6,10.46
10,10,363.364
15,6,5.306
14,8,6.086
16,11,284.296
17,11,307.42
24,8,38.644
10,4,3.02
22,1,1.586
16,4,2.77
12,8,5.318
15,1,1.52
24,4,2.708
21,3,2.512
20,3,2.546
21,9,23.614
17,7,7.636
19,6,9.336
12,1,1.542
18,3,2.562
11,10,343.594
16,5,5.392
11,4,3.04
23,5,7.178
18,3,2.562
20,11,246.08
11,7,5.078
16,8,7.548
13,6,4.3
19,6,9.336
21,9,23.614
23,9,63.68
18,2,2.094
13,4,2.972
21,6,10.46
21,10,244.734
20,1,1.636
19,8,11.508
20,5,7.45
21,11,244.72
19,8,11.508
20,4,2.808
22,3,2.5
23,8,37.284
21,5,7.272
24,7,20.228
15,7,6.39
18,0,1.628
14,10,301.488
19,8,11.508
16,0,1.59
23,2,2.032
17,1,1.612
18,0,1.628
20,4,2.808
