WindowSize,CompressionLevel,Performance
15,6,5.306
24,2,2.04
11,8,5.042
19,9,14.048
17,1,1.612
12,7,5.266
16,3,2.508
23,9,63.68
11,9,6.286
18,1,1.63
24,4,2.708
21,4,2.768
20,7,12.338
17,7,7.636
21,5,7.272
15,2,1.972
13,6,4.3
19,5,7.372
10,8,5.046
21,8,18.874
10,5,3.306
12,5,3.746
22,10,256.21
22,11,259.594
10,8,5.046
20,8,14.64
16,11,284.296
15,10,291.618
11,4,3.04
17,3,2.564
10,8,5.046
16,3,2.508
11,9,6.286
24,6,10.176
24,7,20.228
22,6,10.266
16,5,5.392
10,0,1.662
16,6,5.77
19,9,14.048
16,6,5.77
23,7,20.474
18,10,279.698
21,10,244.734
12,7,5.266
16,0,1.59
10,9,6.246
24,4,2.708
16,8,7.548
11,2,1.998
10,10,363.364
12,10,328.816
13,3,2.37
15,11,292.192
11,9,6.286
10,3,2.616
11,2,1.998
13,2,1.942
15,2,1.972
19,2,2.1
12,5,3.746
23,5,7.178
22,6,10.266
18,7,8.628
17,3,2.564
16,4,2.77
16,9,9.094
11,7,5.078
19,11,258.502
15,9,8.084
14,9,7.404
12,5,3.746
24,1,1.57
10,8,5.046
16,9,9.094
20,11,246.08
15,5,5.072
22,9,34.292
21,1,1.598
24,1,1.57
10,0,1.662
11,0,1.526
23,2,2.032
23,1,1.572
21,5,7.272
13,10,313.652
20,5,7.45
18,6,7.51
24,2,2.04
11,5,3.49
12,7,5.266
13,11,315.078
22,2,2.05
12,11,328.552
14,9,7.404
23,7,20.474
24,3,2.478
20,7,12.338
13,1,1.514
20,6,10.658
