WindowSize,CompressionLevel,Performance
15,1,1.52
23,8,37.284
12,7,5.266
23,8,37.284
14,2,1.9
24,6,10.176
16,6,5.77
23,11,315.238
13,7,5.554
20,7,12.338
12,7,5.266
19,3,2.552
21,0,1.604
10,11,363.346
12,0,1.528
17,6,6.34
21,10,244.734
10,10,363.364
15,4,2.834
24,2,2.04
15,4,2.834
19,5,7.372
12,1,1.542
16,4,2.77
17,11,307.42
24,2,2.04
10,7,4.874
22,10,256.21
11,6,3.57
21,11,244.72
24,7,20.228
13,3,2.37
22,11,259.594
15,10,291.618
21,11,244.72
18,1,1.63
14,4,2.894
24,11,394.158
23,4,2.726
12,8,5.318
24,3,2.478
14,2,1.9
23,9,63.68
15,11,292.192
23,0,1.556
15,3,2.392
11,0,1.526
16,1,1.598
11,9,6.286
11,7,5.078
12,1,1.542
16,11,284.296
18,5,6.714
19,1,1.604
14,10,301.488
20,4,2.808
24,0,1.574
22,0,1.596
23,1,1.572
18,9,11.954
19,3,2.552
18,10,279.698
16,5,5.392
17,3,2.564
14,11,301.078
24,6,10.176
23,3,2.478
23,6,10.22
17,9,10.152
21,4,2.768
20,5,7.45
17,6,6.34
11,9,6.286
19,11,258.502
21,3,2.512
13,7,5.554
18,11,279.692
16,7,6.998
21,10,244.734
18,1,1.63
14,1,1.46
24,10,392.744
17,5,5.886
23,11,315.238
16,7,6.998
14,0,1.472
20,7,12.338
22,2,2.05
15,1,1.52
17,4,2.848
23,1,1.572
11,3,2.476
16,1,1.598
17,6,6.34
10,2,2.146
14,7,5.896
23,6,10.22
24,7,20.228
22,1,1.586
18,3,2.562
