WindowSize,CompressionLevel,Performance
11,5,3.49
17,11,307.42
24,5,7.154
20,6,10.658
13,8,5.62
20,2,2.088
18,1,1.63
13,2,1.942
12,6,3.846
10,6,3.386
18,8,9.684
11,3,2.476
22,3,2.5
11,11,343.996
10,5,3.306
22,3,2.5
17,11,307.42
23,8,37.284
15,5,5.072
21,5,7.272
22,11,259.594
16,5,5.392
23,10,318.954
14,10,301.488
19,10,258.558
14,3,2.302
12,11,328.552
24,2,2.04
21,6,10.46
18,9,11.954
15,0,1.534
18,11,279.692
23,5,7.178
23,1,1.572
12,7,5.266
20,2,2.088
20,9,17.4
19,2,2.1
12,3,2.426
11,3,2.476
18,7,8.628
20,11,246.08
14,2,1.9
11,3,2.476
12,5,3.746
10,3,2.616
14,2,1.9
10,0,1.662
13,1,1.514
22,8,25.432
22,2,2.05
11,10,343.594
20,4,2.808
11,3,2.476
14,6,4.874
14,7,5.896
18,5,6.714
19,6,9.336
16,1,1.598
17,2,2.102
14,3,2.302
10,4,3.02
13,2,1.942
23,0,1.556
11,11,343.996
20,5,7.45
16,6,5.77
21,7,15.806
11,8,5.042
18,10,279.698
17,2,2.102
19,5,7.372
18,9,11.954
19,11,258.502
21,8,18.874
20,2,2.088
12,8,5.318
19,11,258.502
18,5,6.714
10,10,363.364
15,9,8.084
22,5,7.198
20,1,1.636
23,5,7.178
13,2,1.942
14,7,5.896
15,6,5.306
24,4,2.708
19,7,10.05
21,3,2.512
21,11,244.72
22,7,19.626
10,0,1.662
13,9,6.862
13,2,1.942
12,1,1.542
10,3,2.616
10,9,6.246
15,0,1.534
15,1,1.52
