topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,1,4,1000000,10,0,1,1000,512,10000,2,0,0.00546202523889
4,1,4,10,10,0,1,10,512,100,2,0,0.14637846347
4,10,4,10,1,0,1000,10,512,100,2,0,0.697882324745
2,1,4,10,10,1,1,10,512,100,5,0,0.137867454309
4,1,4,1000000,10,0,1,10,512,100,5,0,5.44704586276e-06
4,1,4,10,10,0,1000,10,1024,100,5,0,0.188169561091
4,10,4,10,10,0,1,10,1024,100,5,29,0.0787057274325
2,10,4,10,10,0,1,10,512,100,2,29,0.149178245044
4,10,2,10,10,1,1,10,512,100,2,29,0.143687622814
4,1,2,10,1,1,1000,10,512,100,2,29,0.47932778007
2,10,2,1000000,1,1,1,10,512,100,2,29,0.00247432058316
2,10,2,1000000,1,1,1,1000,512,10000,5,29,0.000984553539695
2,1,2,1000000,1,1,1,1000,512,10000,2,0,0.00139852902526
4,1,2,1000000,1,0,1,1000,512,10000,5,0,0.000687689540174
4,1,2,10,1,0,1,10,512,100,5,0,0.0146117005269
4,1,2,1000000,10,0,1,10,512,100,5,29,8.17056879415e-06
4,1,4,1000000,1,1,1,10,512,100,5,29,0.000832036255537
4,1,4,1000000,1,1,1000,10,1024,100,2,29,0.000118473247515
4,1,2,1000000,1,1,1000,1000,1024,10000,2,29,0.00125554407137
4,1,2,1000000,1,0,1,1000,1024,10000,5,29,0.000616877943958
4,1,4,10,1,0,1000,1000,1024,10000,5,29,0.2480298716
4,1,2,10,10,0,1000,1000,1024,10000,2,29,0.526500559003
4,1,2,10,10,1,1000,1000,512,10000,5,29,0.206528829171
2,1,4,10,10,1,1000,1000,1024,10000,5,29,0.310698134251
2,1,4,10,10,1,1,10,1024,100,5,29,0.138862901941
4,1,4,10,1,0,1,10,1024,100,5,29,0.0147124708753
4,1,4,10,1,0,1,1000,512,10000,5,29,0.0146974914992
4,10,2,10,1,1,1,1000,512,10000,5,29,0.014366583463
2,1,2,10,1,1,1000,1000,512,10000,5,29,0.306934225559
2,10,2,10,1,0,1,1000,1024,10000,5,29,0.0150651670949
2,10,4,10,10,1,1,1000,1024,10000,5,29,0.136312322716
2,1,2,10,10,1,1,1000,1024,10000,2,29,0.1497134173
