topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,1,2,1000000,1,0,1000,10,512,100,2,29,0.000559683962399
4,1,2,1000000,1,1,1000,10,512,100,5,0,0.000136176146569
4,1,4,10,1,1,1000,10,1024,100,5,0,0.251247713943
4,1,2,10,1,1,1000,10,512,100,5,29,0.232716863918
4,1,2,10,10,1,1000,10,512,100,2,0,0.539437292927
4,1,2,1000000,10,1,1,10,1024,100,2,0,0.00490642656089
4,1,2,1000000,1,1,1000,10,1024,100,2,29,2.17881834511e-05
4,1,2,10,10,0,1000,10,1024,100,2,29,0.541828546061
4,10,2,10,1,0,1000,10,512,100,2,29,0.621322733382
4,10,2,1000000,1,0,1,10,512,100,5,29,0.000905571374685
2,1,2,1000000,1,1,1,10,512,100,5,29,0.000785736365704
2,1,2,1000000,1,0,1,10,1024,100,2,29,0.00128958810801
4,1,2,10,1,0,1000,10,1024,100,2,29,0.484517453016
4,10,2,10,10,1,1000,10,1024,100,2,29,0.512553398071
4,1,2,1000000,1,1,1000,10,1024,100,2,0,0.00510388197341
4,1,2,1000000,1,0,1,10,1024,100,5,0,0.000657730787929
4,1,2,1000000,1,1,1,10,512,100,5,29,0.000671348402586
4,1,2,10,1,1,1,10,1024,100,5,0,0.0144809714262
4,1,4,10,10,1,1,10,512,100,5,0,0.0818268847119
4,10,4,10,10,0,1000,10,512,100,5,0,0.179681701875
4,10,4,10,10,0,1,1000,512,10000,5,0,0.0785831689006
2,1,4,10,10,0,1000,1000,512,10000,5,0,0.316135647783
2,10,4,10,1,0,1000,1000,1024,10000,5,0,0.302787661896
2,1,2,10,1,0,1000,1000,512,10000,5,0,0.309475272454
2,1,4,10,1,0,1000,1000,512,10000,2,29,1.0
2,10,2,10,1,0,1000,10,512,100,5,0,0.273101261944
2,1,4,10,1,0,1000,10,1024,100,5,0,0.382819744997
2,1,4,10,1,1,1000,10,512,100,5,0,0.369689640944
4,1,4,1000000,1,1,1000,10,1024,100,5,0,0.000117111486049
4,1,2,1000000,1,1,1000,10,1024,100,2,29,2.17881834511e-05
2,1,2,1000000,1,1,1,10,1024,100,5,29,0.00075850113639
2,1,2,10,10,1,1,10,1024,100,5,0,0.142562807843
2,1,2,10,1,0,1,10,1024,100,2,29,0.0147315355358
4,1,2,10,1,0,1,1000,1024,10000,2,29,0.0145163772243
2,1,2,1000000,1,0,1000,1000,1024,10000,2,29,0.000320013944437
2,10,2,1000000,1,0,1,1000,1024,10000,5,29,0.00105264161298
2,10,2,10,1,0,1000,1000,512,10000,5,29,0.288889524378
4,10,4,1000000,10,0,1,1000,1024,10000,5,29,0.0
2,10,2,1000000,1,0,1,1000,1024,10000,5,29,0.00105264161298
4,10,2,1000000,1,0,1,10,1024,100,5,29,0.000823865686743
4,10,2,1000000,1,0,1,1000,1024,10000,5,0,0.000951871264518
2,10,2,1000000,1,1,1,1000,1024,10000,2,0,0.0024171266016
2,1,2,1000000,1,0,1000,1000,1024,10000,2,0,0.00134133504371
4,1,2,1000000,1,0,1000,1000,1024,10000,5,29,8.17056879415e-06
4,1,2,10,1,1,1000,1000,512,10000,5,29,0.226742816368
4,1,4,10,1,0,1000,1000,512,10000,5,0,0.252251332143
2,1,2,10,1,0,1000,1000,1024,10000,5,0,0.305488034883
2,1,2,1000000,1,1,1000,1000,512,10000,5,0,0.000151155522692
4,1,2,1000000,1,1,1000,10,512,100,5,0,0.000136176146569
4,1,4,1000000,1,1,1,10,1024,100,5,0,0.000859271484851
2,1,4,1000000,1,1,1,1000,1024,10000,5,0,0.000804801026223
2,1,4,10,1,1,1,1000,1024,10000,2,29,0.0147356208202
2,10,4,10,1,0,1,1000,1024,10000,2,0,0.0147887295174
2,10,4,10,10,1,1,1000,512,10000,2,0,0.149755631905
4,10,2,10,1,0,1,1000,1024,10000,2,29,0.0148118794623
2,10,4,10,1,0,1,1000,512,10000,2,29,0.0150283995354
4,10,2,10,10,0,1,1000,512,10000,2,29,0.144849205344
4,10,2,10,10,1,1,1000,1024,10000,5,29,0.082400186289
4,10,4,10,10,1,1000,1000,1024,10000,2,29,0.395154580353
4,10,2,10,10,1,1000,1000,512,10000,5,0,0.195358299868
4,10,2,10,10,0,1000,1000,512,10000,2,29,0.522503789101
2,10,2,10,10,1,1000,1000,1024,10000,2,0,0.799272274673
4,10,2,10,10,0,1,1000,512,10000,5,29,0.0814115474649
2,10,4,10,1,0,1,1000,512,10000,5,29,0.0147478766734
2,10,4,10,1,0,1,10,1024,100,5,29,0.0145667623985
2,1,4,10,1,1,1,10,512,100,5,29,0.0149671202694
2,10,4,10,1,1,1000,10,1024,100,5,29,0.297267080915
4,1,4,10,1,1,1000,10,512,100,5,0,0.238260594845
4,1,4,10,1,1,1000,1000,1024,10000,5,0,0.239958711392
