topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,10,2,10,1,0,1000,1000,512,10000,2,0,0.604283012162
4,10,2,10,10,0,1000,1000,1024,10000,2,29,0.518455272264
2,10,2,10,10,1,1000,1000,512,10000,2,29,0.77355268587
2,10,4,10,10,1,1000,1000,512,10000,5,0,0.336541643347
4,10,4,10,10,0,1000,1000,512,10000,5,29,0.195504008345
2,10,2,10,10,0,1,1000,512,10000,5,29,0.133531605803
2,1,2,10,1,0,1,1000,512,10000,5,0,0.0148772440127
2,10,2,10,1,0,1000,1000,1024,10000,5,0,0.278203782156
2,10,4,10,10,0,1000,1000,1024,10000,2,0,0.752064089942
2,10,4,10,10,1,1,1000,1024,10000,5,0,0.133509817619
2,10,4,10,1,1,1,10,1024,100,5,0,0.0148867763429
4,10,4,10,1,0,1000,10,1024,100,5,0,0.213441130371
4,10,2,1000000,1,0,1000,10,1024,100,2,0,8.03439264758e-05
4,10,2,10,1,0,1000,10,512,100,2,29,0.621322733382
4,1,4,1000000,1,0,1,10,1024,100,2,0,0.00201132168483
4,10,4,1000000,1,0,1,10,1024,100,5,29,0.000960041833312
4,10,4,1000000,1,1,1000,10,1024,100,2,29,0.00575344219254
2,1,4,10,1,1,1000,10,1024,100,2,29,0.952981100113
4,1,4,1000000,1,1,1,10,1024,100,5,29,0.000821142163812
2,1,2,1000000,1,1,1,10,512,100,5,29,0.000785736365704
4,1,2,1000000,1,0,1,10,512,100,5,0,0.000706754200694
4,10,2,10,1,0,1000,10,512,100,5,0,0.204465760551
4,1,2,10,1,1,1,10,1024,100,5,0,0.0144809714262
4,10,2,10,1,1,1000,10,1024,100,2,0,0.61947209955
4,1,4,10,1,0,1,10,512,100,5,0,0.0147574090037
4,1,4,1000000,10,0,1,10,512,100,5,29,0.000118473247515
2,1,4,1000000,1,0,1,10,1024,100,5,29,0.00085654796192
2,1,2,10,1,0,1000,10,1024,100,5,29,0.298020135005
4,1,4,1000000,1,1,1,10,1024,100,2,29,0.00194051008861
2,1,2,10,1,1,1,10,1024,100,2,29,0.0149112880493
2,10,2,10,1,1,1,10,512,100,5,29,0.0150229524895
2,10,2,10,1,1,1,10,1024,100,2,0,0.0148717969668
4,10,2,10,10,1,1,10,512,100,2,0,0.145050746041
2,10,2,10,1,1,1,10,512,100,5,0,0.014746514912
2,10,2,1000000,1,1,1,10,1024,100,2,0,0.00253151456472
4,10,2,10,1,1,1,10,512,100,2,0,0.0145585918297
2,10,2,10,1,1,1000,10,1024,100,2,0,0.777358809167
2,10,4,10,1,1,1000,10,512,100,2,0,0.891786263367
2,1,2,10,1,1,1,10,512,100,5,0,0.0149916319758
2,1,2,10,1,1,1000,10,1024,100,5,29,0.294905786533
2,1,4,10,10,1,1,10,1024,100,5,0,0.137652295998
2,10,2,10,10,1,1,10,512,100,5,0,0.134906984883
2,1,2,10,10,0,1000,10,512,100,5,0,0.204363628441
2,10,2,1000000,1,0,1,10,512,100,5,0,0.0010281299066
4,10,2,1000000,10,1,1,10,512,100,5,0,0.000340440366423
4,1,2,1000000,1,1,1,10,512,100,2,0,0.00328320689378
2,10,2,1000000,1,1,1,10,512,100,2,29,0.00247432058316
4,10,4,1000000,1,1,1,10,512,100,5,29,4.08528439707e-06
4,10,2,10,10,1,1,10,512,100,5,29,0.0815599794646
2,10,4,10,10,0,1,10,512,100,5,29,0.134853876186
2,10,2,10,10,1,1,10,512,100,2,29,0.149648052749
4,10,2,10,1,1,1,10,512,100,5,29,0.0143148365273
2,10,2,10,10,1,1,10,512,100,2,29,0.149648052749
2,10,2,10,1,1,1,10,512,100,5,0,0.014746514912
2,10,2,10,10,0,1,10,512,100,2,0,0.149543197116
4,10,2,10,10,0,1,10,512,100,5,0,0.0808545870254
4,1,2,10,10,1,1,10,512,100,5,29,0.084423763827
4,1,2,10,10,0,1000,10,512,100,5,0,0.0766753410872
4,1,2,10,1,0,1,10,512,100,5,29,0.014389733408
4,10,2,10,1,1,1000,10,512,100,5,29,0.205807095594
4,1,2,10,1,0,1000,10,512,100,5,0,0.231592048947
4,1,2,10,1,0,1,10,1024,100,5,29,0.0144823331876
4,1,4,10,1,1,1000,10,1024,100,5,29,0.250094301981
4,1,2,1000000,1,0,1000,10,512,100,5,29,0.000152517284157
4,10,2,1000000,1,1,1000,10,512,100,2,29,9.80468255298e-05
4,1,4,1000000,1,1,1000,10,512,100,2,0,6.67263118189e-05
4,10,4,1000000,1,1,1,10,1024,100,2,0,0.00241167955574
4,10,2,10,1,1,1000,10,1024,100,2,0,0.61947209955
4,1,4,1000000,1,1,1,10,512,100,5,0,0.000804801026223
4,10,4,1000000,1,1,1000,10,1024,100,5,0,0.000130729100706
4,10,4,10,1,0,1,10,1024,100,5,0,0.0145027596096
4,10,2,1000000,1,0,1,10,1024,100,5,29,0.000823865686743
2,10,2,1000000,1,0,1,10,1024,100,2,0,0.00257509093162
4,10,2,10,1,0,1,10,1024,100,5,0,0.0144142451143
4,10,2,10,10,0,1000,10,1024,100,5,29,0.197971520121
2,10,2,10,1,0,1000,10,1024,100,2,29,0.747589341765
4,10,2,10,10,1,1000,1000,1024,10000,5,29,0.199316940449
4,10,4,10,10,1,1000,10,1024,100,5,29,0.181373009615
4,1,4,10,10,1,1000,10,512,100,2,29,0.461564963512
4,1,4,10,10,1,1000,10,512,100,2,29,0.461564963512
4,10,4,1000000,10,1,1,10,1024,100,2,29,0.000970935925038
4,1,4,10,10,1,1,10,1024,100,2,0,0.145097045931
4,1,2,10,10,1,1,10,1024,100,2,29,0.143289988466
4,10,2,1000000,1,1,1000,10,1024,100,2,29,6.80880732846e-05
4,10,2,1000000,1,0,1000,10,1024,100,5,0,0.00015796433002
4,10,2,10,1,1,1,10,1024,100,5,0,0.0145599535912
4,10,2,1000000,10,1,1,10,512,100,5,0,0.000340440366423
4,10,4,10,10,1,1,10,1024,100,5,0,0.0793307759453
4,1,2,10,10,1,1,10,512,100,5,0,0.0869443843
4,1,2,1000000,1,1,1,10,512,100,2,0,0.00328320689378
4,1,2,10,10,1,1,10,512,100,2,29,0.145083428316
4,1,2,10,1,1,1000,10,512,100,2,29,0.47932778007
4,1,2,10,10,1,1,10,512,100,5,0,0.0869443843
2,1,2,10,10,1,1000,10,512,100,5,29,0.333447721296
4,1,4,10,1,1,1000,10,512,100,5,0,0.238260594845
4,1,2,10,10,1,1,1000,1024,10000,5,0,0.0880133670505
4,10,2,1000000,10,1,1,1000,1024,10000,2,0,9.66850640641e-05
4,1,2,1000000,1,1,1,1000,1024,10000,5,0,0.000704030677762
4,1,2,1000000,1,1,1000,1000,1024,10000,2,29,0.00125554407137
