topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
4,10,2,10,10,1,1000,10,1024,100,2,0,0.504333805865
4,10,2,10,1,1,1,10,512,100,2,0,0.0145585918297
4,10,4,10,1,1,1000,10,512,100,2,29,0.732397530854
4,10,4,10,1,0,1,10,512,100,5,0,0.0146702562699
2,1,4,10,1,0,1,10,512,100,2,0,0.0149739290767
4,1,4,10,1,1,1,10,512,100,2,29,0.0144101598299
2,1,4,10,1,0,1,10,512,100,2,0,0.0149739290767
2,1,4,10,1,0,1,1000,1024,10000,2,0,0.0150392936271
2,1,4,1000000,1,0,1000,1000,1024,10000,2,29,0.000664539595257
2,1,4,1000000,1,0,1000,10,512,100,2,29,2.72352293138e-05
4,1,4,10,1,0,1000,10,1024,100,2,29,0.734768357566
2,1,4,10,10,0,1,10,512,100,2,29,0.149673926217
4,1,4,10,10,0,1,1000,512,10000,2,29,0.145472892095
2,1,4,10,10,0,1,10,512,100,2,29,0.149673926217
4,1,4,10,10,0,1000,10,512,100,5,29,0.178319940409
4,1,2,10,10,0,1000,10,512,100,2,0,0.525837381169
4,1,4,10,1,0,1000,10,512,100,2,29,0.737934452974
4,1,2,10,1,1,1000,10,1024,100,2,0,0.486132502114
2,1,2,10,1,1,1,10,512,100,2,0,0.0151196375536
4,1,2,10,1,1,1000,10,1024,100,2,0,0.486132502114
2,1,4,10,10,1,1,10,1024,100,2,0,0.150124669262
2,10,4,10,10,0,1,10,1024,100,5,0,0.133851619747
4,10,2,10,10,0,1,10,1024,100,5,29,0.0790502530834
2,1,2,10,10,0,1,10,1024,100,5,0,0.142466122779
2,1,4,10,10,0,1,10,512,100,5,29,0.138024056878
2,1,4,10,1,0,1000,10,512,100,5,0,0.373795351763
2,1,4,10,1,0,1000,10,1024,100,2,29,0.984953897566
4,1,2,10,1,0,1000,10,1024,100,5,0,0.235193908024
4,1,4,1000000,1,0,1000,10,1024,100,2,0,0.00250427933541
2,1,2,10,1,0,1000,10,1024,100,2,0,0.847511312833
4,10,4,1000000,10,0,1000,10,512,100,2,0,0.000211073027182
4,10,4,1000000,1,1,1000,10,1024,100,2,0,0.00608571199017
4,10,4,1000000,1,1,1,10,512,100,2,29,0.00236537966591
2,10,2,1000000,1,1,1,10,512,100,5,29,0.00106081218177
4,10,2,1000000,1,1,1,10,512,100,2,0,0.00291825482098
4,10,2,1000000,10,0,1000,10,512,100,2,0,5.3108697162e-05
4,10,4,10,10,0,1,10,512,100,2,0,0.140114360728
4,10,4,10,10,0,1000,10,1024,100,2,0,0.429932606425
4,1,2,10,10,1,1000,10,1024,100,2,0,0.542094089547
2,1,2,10,1,1,1000,10,1024,100,5,0,0.291071066246
2,10,2,10,10,1,1,10,1024,100,5,0,0.135334577983
2,10,4,10,1,1,1,10,1024,100,5,29,0.0149099262879
2,10,2,1000000,1,1,1,10,1024,100,2,29,0.00243619126212
2,10,4,1000000,1,1,1000,10,1024,100,5,29,7.08115962159e-05
2,10,4,1000000,1,1,1000,1000,512,10000,5,29,0.000110302678721
4,1,2,1000000,1,1,1000,1000,512,10000,5,29,1.49793761226e-05
4,1,2,1000000,1,1,1000,10,512,100,5,0,0.000136176146569
4,1,2,1000000,10,1,1,10,1024,100,5,0,3.9491082505e-05
2,10,2,1000000,1,1,1,10,1024,100,5,0,0.00113979434678
2,10,4,1000000,1,1,1000,10,1024,100,5,29,7.08115962159e-05
