topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,10,2,10,1,0,1,1000,1024,10000,2,0,0.0146511916094
2,10,2,1000000,1,0,1,1000,512,10000,5,0,0.0
2,1,4,1000000,1,0,1000,1000,512,10000,5,0,0.000133452623638
2,10,4,10,1,0,1000,1000,512,10000,5,29,0.308821626951
4,10,4,10,1,0,1000,1000,1024,10000,5,0,0.214959494405
4,10,4,10,10,0,1000,1000,512,10000,5,29,0.195504008345
4,1,2,10,10,0,1000,1000,512,10000,2,29,0.542083195455
4,10,4,10,10,0,1,1000,1024,10000,2,29,0.142999933274
2,10,4,10,10,0,1,1000,512,10000,5,29,0.136865197871
2,10,4,10,10,1,1000,1000,1024,10000,5,29,0.313850612044
2,10,4,10,1,0,1000,1000,1024,10000,2,29,0.944629417044
2,10,4,10,1,1,1,1000,512,10000,5,29,0.0151400639756
4,10,2,10,1,0,1,1000,512,10000,5,29,0.0144346715363
4,10,2,1000000,1,0,1,10,512,100,5,29,0.000905571374685
4,10,4,1000000,1,1,1,10,512,100,2,29,0.00236537966591
4,10,4,10,10,1,1,10,512,100,5,29,0.0793702670278
4,10,2,10,10,1,1000,10,512,100,2,29,0.52450013141
2,10,4,10,10,1,1000,10,512,100,2,0,0.731410253791
2,10,2,10,1,1,1000,10,1024,100,2,0,0.777358809167
2,10,4,10,1,0,1000,10,1024,100,5,0,0.30384983584
4,10,2,10,10,0,1000,10,1024,100,5,0,0.201600614427
4,1,4,10,10,0,1,10,1024,100,5,0,0.0804814643838
4,1,2,10,1,0,1,10,512,100,5,0,0.0146117005269
4,1,4,1000000,1,0,1,10,1024,100,5,0,0.000791183411567
2,10,4,1000000,1,0,1,10,1024,100,2,0,0.00257236740869
2,1,4,10,1,0,1,10,1024,100,5,0,0.0149766525997
2,1,4,10,10,0,1,10,512,100,5,29,0.138024056878
2,10,4,10,10,0,1000,10,1024,100,5,0,0.334183072488
2,1,4,10,10,1,1,10,1024,100,2,0,0.150124669262
4,1,4,1000000,10,1,1,10,1024,100,2,29,0.00565539536702
4,1,4,10,10,0,1,10,512,100,2,29,0.145151516389
4,1,4,1000000,10,0,1,1000,1024,10000,2,29,0.0058147214585
4,1,4,1000000,1,0,1,10,1024,100,2,29,0.00192961599688
2,10,4,1000000,1,1,1,10,1024,100,2,29,0.00253151456472
2,1,4,10,1,1,1000,10,1024,100,2,29,0.952981100113
2,1,4,1000000,1,1,1,1000,1024,10000,2,29,0.00141759368578
4,10,4,1000000,1,1,1,1000,1024,10000,5,29,0.000867442053645
4,10,4,1000000,1,0,1,1000,1024,10000,2,0,0.00236537966591
2,10,4,10,1,0,1,1000,512,10000,2,0,0.0148309441228
