topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,10,4,1000000,1,1,1000,1000,512,10000,5,29,0.000110302678721
2,10,4,10,1,1,1,1000,512,10000,2,29,0.014922182141
4,10,4,10,10,1,1000,1000,512,10000,2,29,0.403819468559
4,1,2,10,10,0,1000,1000,512,10000,2,29,0.542083195455
4,1,4,10,10,1,1000,1000,1024,10000,2,29,0.461535004759
4,1,2,10,10,0,1000,1000,1024,10000,2,0,0.536351541446
4,10,2,10,1,1,1000,1000,1024,10000,2,0,0.60368656064
2,10,2,1000000,1,1,1000,1000,1024,10000,2,29,0.000472531228595
4,1,2,10,1,1,1000,1000,1024,10000,2,29,0.468721020014
2,10,2,1000000,1,1,1000,10,1024,100,2,0,0.00313613665549
2,1,2,1000000,1,1,1000,10,512,100,2,29,0.0013495056125
2,1,4,1000000,1,1,1000,10,1024,100,2,0,0.000328184513232
2,1,4,1000000,1,1,1,1000,1024,10000,2,0,0.00131137629146
2,1,2,1000000,1,1,1,1000,512,10000,5,0,0.000853824438988
2,1,2,1000000,1,1,1000,1000,1024,10000,2,0,0.00385923199377
2,10,4,1000000,1,1,1000,1000,1024,10000,2,29,0.00332542149922
4,10,4,1000000,1,0,1000,1000,1024,10000,2,0,0.00175667229074
2,10,2,1000000,1,1,1000,1000,1024,10000,2,0,0.000339078604957
4,10,2,1000000,1,0,1000,1000,1024,10000,2,29,0.00589642714644
4,10,4,1000000,1,0,1000,1000,1024,10000,5,0,0.000175667229074
2,10,4,10,1,0,1000,1000,1024,10000,2,0,0.919360571286
2,10,2,10,10,0,1000,1000,512,10000,2,0,0.765875074727
2,10,2,10,1,0,1000,1000,1024,10000,5,0,0.278203782156
4,10,2,10,10,0,1000,1000,1024,10000,2,0,0.496549977327
4,10,2,10,1,1,1000,1000,1024,10000,5,0,0.205123491339
4,1,2,10,1,1,1000,1000,512,10000,2,0,0.473295176777
2,1,4,10,1,1,1000,1000,1024,10000,2,0,0.987305659617
4,1,4,10,1,1,1000,10,1024,100,2,0,0.718935157004
4,1,4,10,10,1,1000,10,512,100,2,29,0.461564963512
4,10,4,10,10,1,1000,10,1024,100,5,29,0.181373009615
4,10,2,10,1,1,1000,10,1024,100,2,29,0.59133946943
4,1,2,10,10,1,1000,10,1024,100,2,29,0.517943249953
4,1,2,10,1,0,1000,10,1024,100,5,29,0.228244839264
4,10,2,1000000,1,1,1000,10,1024,100,5,29,0.000153879045623
4,1,2,1000000,10,1,1,10,1024,100,5,29,0.000228775926236
4,1,2,1000000,1,1,1,10,512,100,5,0,0.000684966017243
4,1,2,1000000,1,1,1000,10,512,100,2,29,1.63411375883e-05
4,1,2,1000000,1,1,1000,1000,512,10000,5,29,1.49793761226e-05
2,10,2,1000000,1,1,1000,1000,512,10000,2,29,0.00499085577176
4,10,2,1000000,1,0,1000,1000,512,10000,5,29,0.0001388996695
4,10,2,10,1,0,1000,1000,512,10000,2,0,0.604283012162
4,1,2,1000000,1,0,1000,1000,512,10000,2,0,0.000168858421746
2,1,4,1000000,1,0,1000,1000,512,10000,5,0,0.000133452623638
4,1,4,10,10,0,1000,1000,512,10000,5,0,0.0597527313531
2,1,4,10,10,1,1000,1000,512,10000,5,0,0.305572464094
2,1,4,1000000,1,0,1,10,512,100,5,0,0.000753054090527
2,1,4,10,1,0,1,10,512,100,2,29,0.0149371615172
4,1,4,10,1,0,1,10,512,100,5,0,0.0147574090037
4,1,2,10,1,0,1000,10,1024,100,5,0,0.235193908024
4,1,4,10,1,0,1000,1000,1024,10000,5,0,0.242525631755
4,1,4,1000000,10,0,1,1000,1024,10000,5,0,0.000473892990061
4,1,4,1000000,1,0,1,1000,512,10000,5,29,0.000867442053645
4,10,4,1000000,1,0,1,1000,1024,10000,5,0,0.00091646546641
4,10,2,10,1,0,1,1000,1024,10000,2,0,0.0146389357562
4,10,2,10,10,0,1,1000,1024,10000,5,29,0.0804869114297
2,10,2,1000000,1,0,1,1000,1024,10000,5,29,0.00105264161298
2,10,4,1000000,1,1,1,1000,512,10000,5,29,0.000979106493832
4,10,2,1000000,1,1,1,1000,1024,10000,5,29,0.00091646546641
4,10,2,10,10,1,1000,1000,1024,10000,5,29,0.199316940449
4,10,4,10,1,0,1,1000,1024,10000,5,29,0.0144101598299
2,10,4,10,1,0,1000,1000,1024,10000,5,0,0.302787661896
4,10,2,10,10,0,1,1000,1024,10000,2,29,0.141687195221
4,10,4,10,10,0,1,1000,512,10000,2,0,0.143167429934
4,10,4,10,1,0,1,10,512,100,2,0,0.0148064324165
2,10,2,10,1,0,1,10,512,100,5,0,0.0148704352053
4,10,4,10,1,0,1000,10,512,100,5,0,0.209272778524
4,1,4,10,1,0,1,10,512,100,5,29,0.0147614942881
2,1,4,10,1,0,1000,10,512,100,2,29,0.973091593438
2,1,4,1000000,1,1,1,10,512,100,5,29,0.000826589209674
2,1,2,1000000,1,0,1,10,512,100,2,29,0.00127597049335
2,1,2,10,10,0,1,10,1024,100,2,29,0.149084283502
2,1,2,1000000,1,0,1,1000,1024,10000,2,29,0.00136857027302
2,10,4,1000000,1,0,1,1000,1024,10000,2,0,0.00255874979403
4,10,4,1000000,10,1,1,1000,1024,10000,2,0,0.00105672689738
4,1,4,10,10,1,1,1000,512,10000,2,0,0.145555959545
4,1,4,1000000,1,1,1,1000,1024,10000,2,0,0.00186697496946
4,10,4,1000000,1,1,1,1000,512,10000,5,0,0.000908294897616
4,1,2,1000000,1,1,1,1000,1024,10000,5,0,0.000704030677762
4,1,4,1000000,10,1,1,1000,1024,10000,2,0,0.00529452857861
4,10,4,10,10,0,1,1000,1024,10000,2,0,0.142342202486
2,10,4,10,10,0,1,1000,512,10000,2,29,0.149491450181
4,1,2,10,10,0,1,1000,512,10000,2,29,0.144802905454
4,1,2,10,10,1,1,10,512,100,2,29,0.145083428316
2,1,2,10,1,1,1000,10,512,100,2,29,0.84315095262
4,1,4,10,10,1,1000,10,512,100,2,0,0.488421623138
2,1,4,10,10,0,1,10,512,100,2,29,0.149673926217
4,1,4,1000000,1,0,1,10,512,100,2,29,0.0020004275931
4,10,4,10,1,1,1,10,512,100,2,29,0.0145899123434
4,10,2,1000000,1,1,1,10,1024,100,2,29,0.00292642538977
4,10,2,1000000,10,0,1,10,1024,100,2,0,7.35351191473e-05
4,10,4,1000000,1,0,1,10,1024,100,5,0,0.000881059668302
2,10,2,10,1,0,1,10,1024,100,5,0,0.0147138326368
4,10,2,10,10,0,1,10,1024,100,5,29,0.0790502530834
4,10,2,1000000,10,1,1,10,1024,100,2,29,0.00103085342953
4,10,2,1000000,1,1,1000,10,512,100,2,29,9.80468255298e-05
4,10,2,1000000,1,0,1,10,1024,100,2,29,0.00289646663752
2,10,2,10,10,0,1,10,1024,100,2,29,0.148705713815
4,10,2,1000000,1,0,1,1000,1024,10000,5,29,0.000861995007782
2,10,4,1000000,1,0,1,1000,512,10000,5,29,0.00103085342953
