topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,Performance
2,1,4,1000000,1,1,1,10,512,100,5,29,0.000826589209674
2,10,4,1000000,1,0,1,10,512,100,5,0,0.00100906524608
2,1,4,10,10,0,1,10,512,100,5,0,0.0851386885965
2,1,4,10,1,0,1,10,512,100,2,29,0.0149371615172
2,10,4,10,10,0,1,10,512,100,5,29,0.134853876186
2,10,4,10,10,0,1,1000,512,10000,5,0,0.132074521034
2,10,4,10,10,1,1000,1000,512,10000,2,0,0.75511035034
2,10,4,1000000,1,1,1000,1000,1024,10000,2,0,0.00017702899054
2,10,4,1000000,1,0,1000,1000,512,10000,5,0,0.000965488879175
2,10,2,1000000,1,1,1000,1000,512,10000,2,0,0.000379931448928
2,10,4,1000000,1,0,1,1000,512,10000,2,0,0.00248793819782
2,1,4,10,10,0,1,1000,512,10000,2,0,0.149856402253
2,1,4,10,10,1,1,1000,1024,10000,5,0,0.137360879044
2,1,4,10,10,0,1,1000,512,10000,2,0,0.149856402253
2,1,4,10,1,0,1000,1000,1024,10000,2,0,0.990031906071
2,10,4,10,1,0,1,1000,512,10000,2,0,0.0148309441228
2,10,2,10,1,0,1,10,512,100,2,0,0.0149712055538
2,1,2,10,10,0,1,10,512,100,2,29,0.149283100676
2,10,4,10,1,1,1,10,512,100,5,0,0.0147819207101
2,10,2,1000000,1,0,1,10,512,100,5,0,0.0010281299066
4,10,4,1000000,1,1,1,10,512,100,5,0,0.000930083081067
4,10,2,1000000,1,1,1,10,1024,100,5,29,0.000921912512273
4,10,2,10,10,0,1,10,1024,100,5,29,0.0790502530834
4,1,2,1000000,1,1,1,10,512,100,5,0,0.000684966017243
4,10,2,1000000,10,1,1,10,512,100,2,0,0.000129367339241
4,10,2,10,10,1,1,10,1024,100,2,29,0.143674005199
4,10,2,10,10,1,1000,1000,1024,10000,2,29,0.514771707499
2,10,2,10,10,1,1000,10,1024,100,2,0,0.778427791917
2,10,2,10,1,0,1,10,1024,100,2,29,0.0146294034259
2,10,2,10,1,0,1,1000,1024,10000,2,0,0.0146511916094
2,10,4,10,1,0,1000,1000,1024,10000,2,29,0.944629417044
4,1,2,10,1,1,1,1000,1024,10000,2,0,0.0149031174805
2,10,2,10,1,1,1,1000,512,10000,2,0,0.014805070655
2,1,2,10,1,0,1,1000,512,10000,2,29,0.0146334887103
4,1,4,10,1,0,1,1000,512,10000,2,0,0.0149984407831
4,1,2,10,10,0,1,1000,512,10000,5,0,0.0901962706801
4,10,2,10,10,0,1000,1000,512,10000,2,0,0.518967294575
4,10,2,10,1,1,1000,1000,512,10000,5,0,0.201985992922
4,1,2,10,10,1,1000,1000,512,10000,2,0,0.518803883199
2,1,2,10,1,1,1000,1000,512,10000,2,0,0.867090719187
4,1,2,10,10,1,1000,1000,1024,10000,5,0,0.201480779418
4,10,4,10,10,1,1000,1000,1024,10000,5,29,0.164760881495
4,10,4,10,10,0,1000,1000,512,10000,2,29,0.443644182623
4,10,4,10,1,0,1,1000,512,10000,2,0,0.0150188672051
2,10,4,10,1,1,1000,1000,512,10000,2,0,0.896315482002
4,1,2,10,1,1,1,1000,512,10000,2,0,0.0147860059945
4,1,2,10,1,1,1,10,1024,100,2,0,0.0148963086732
4,10,2,10,10,1,1,10,1024,100,2,29,0.143674005199
2,10,4,10,10,1,1,10,512,100,2,29,0.149319868236
2,10,2,10,10,0,1,10,1024,100,2,29,0.148705713815
4,10,2,10,10,1,1,10,1024,100,5,29,0.0821210251885
4,10,2,1000000,1,1,1,10,1024,100,5,0,0.00091646546641
4,1,2,1000000,10,1,1,10,1024,100,2,0,0.00490642656089
4,1,2,1000000,1,1,1,10,512,100,2,29,0.00321239529757
4,1,2,10,10,1,1,10,512,100,5,29,0.084423763827
4,10,2,1000000,10,1,1,10,512,100,2,29,0.000175667229074
4,10,2,1000000,10,0,1,10,1024,100,5,29,0.000326822751766
4,10,2,10,1,1,1,10,1024,100,5,29,0.0138504758675
4,10,2,10,10,1,1,10,1024,100,2,0,0.144699411583
4,10,4,10,10,1,1,10,1024,100,5,0,0.0793307759453
4,1,2,1000000,1,0,1,10,1024,100,5,29,0.000690413063105
4,10,2,1000000,1,1,1000,10,1024,100,5,29,0.000153879045623
2,10,2,10,1,1,1000,10,1024,100,2,29,0.771134197507
2,10,2,1000000,1,1,1000,10,1024,100,2,0,0.00313613665549
4,10,2,1000000,1,1,1,10,512,100,2,0,0.00291825482098
4,10,2,10,10,1,1000,10,512,100,2,0,0.539599342542
4,1,4,1000000,10,1,1,10,512,100,2,0,0.00560092490839
4,1,2,1000000,10,1,1,10,1024,100,5,0,3.9491082505e-05
4,10,4,1000000,10,1,1,10,1024,100,5,29,0.000362228549874
2,10,2,1000000,1,1,1,10,1024,100,5,29,0.00102540638367
4,1,2,1000000,1,0,1,10,1024,100,5,29,0.000690413063105
4,1,2,1000000,10,0,1,10,1024,100,2,0,0.0025641968399
2,1,2,10,1,0,1,10,1024,100,2,0,0.0149943554987
2,1,4,1000000,1,0,1,10,1024,100,5,0,0.000842930347263
2,1,2,1000000,1,1,1,10,512,100,5,0,0.000823865686743
2,10,4,1000000,1,1,1,10,512,100,5,29,0.00104719456712
2,1,2,1000000,1,1,1,10,512,100,2,29,0.00133861152077
2,1,4,1000000,1,1,1,10,1024,100,5,29,0.0
4,1,4,1000000,10,1,1,10,1024,100,2,29,0.00565539536702
4,10,4,1000000,10,1,1000,10,1024,100,5,29,0.000200178935457
2,10,2,1000000,1,1,1000,10,1024,100,5,29,0.000262819962878
2,10,2,10,1,1,1000,10,512,100,5,0,0.283799260019
2,10,2,10,10,1,1000,10,1024,100,5,0,0.296298868512
2,1,2,10,10,1,1000,10,1024,100,5,29,0.340601054276
2,10,2,10,1,1,1000,10,512,100,2,29,0.773247651302
2,10,2,1000000,1,1,1,10,512,100,5,0,0.00111255911747
4,10,4,1000000,1,1,1,10,512,100,5,29,4.08528439707e-06
2,10,4,10,1,1,1000,10,512,100,5,29,0.315559622683
4,1,4,1000000,1,1,1,10,1024,100,2,29,0.00194051008861
4,1,4,10,10,1,1000,10,1024,100,2,29,0.456970380326
2,10,4,1000000,1,1,1,10,512,100,2,29,0.00249883228954
4,10,4,1000000,1,1,1,1000,512,10000,2,29,0.00234086795952
4,1,4,1000000,1,0,1000,1000,512,10000,2,29,8.98762567356e-05
4,1,4,10,1,1,1000,1000,512,10000,5,29,0.245095275641
4,10,4,1000000,10,0,1000,1000,512,10000,2,0,5.44704586276e-06
4,10,2,10,10,0,1000,1000,512,10000,2,29,0.522503789101
4,10,4,10,10,0,1000,1000,1024,10000,2,29,0.388261343813
4,1,4,10,10,0,1000,1000,1024,10000,2,0,0.460517768944
2,10,4,10,10,0,1,1000,512,10000,2,0,0.150037516528
