WindowSize,CompressionLevel,Performance
23,6,10.22
23,1,1.572
24,6,10.176
24,7,20.228
10,2,2.146
16,6,5.77
22,6,10.266
22,4,2.748
13,6,4.3
15,9,8.084
19,1,1.604
13,9,6.862
18,9,11.954
18,11,279.692
10,1,1.666
16,2,2.026
22,11,259.594
17,5,5.886
20,3,2.546
19,5,7.372
16,11,284.296
21,9,23.614
10,1,1.666
12,5,3.746
24,6,10.176
17,1,1.612
18,6,7.51
10,9,6.246
13,6,4.3
13,3,2.37
10,2,2.146
22,1,1.586
12,1,1.542
20,1,1.636
15,1,1.52
13,0,1.514
18,5,6.714
24,1,1.57
23,2,2.032
15,0,1.534
21,2,2.06
15,1,1.52
21,1,1.598
22,5,7.198
14,1,1.46
12,8,5.318
15,11,292.192
14,8,6.086
13,1,1.514
15,1,1.52
23,1,1.572
15,10,291.618
22,0,1.596
20,1,1.636
14,9,7.404
21,1,1.598
12,1,1.542
22,1,1.586
11,1,1.526
23,1,1.572
11,10,343.594
24,1,1.57
14,9,7.404
11,10,343.594
23,4,2.726
22,3,2.5
13,9,6.862
24,1,1.57
23,9,63.68
15,1,1.52
24,1,1.57
22,1,1.586
14,1,1.46
15,2,1.972
15,5,5.072
13,1,1.514
16,0,1.59
23,3,2.478
22,1,1.586
18,1,1.63
12,0,1.528
13,4,2.972
14,1,1.46
14,11,301.078
12,2,1.988
23,1,1.572
12,0,1.528
24,1,1.57
13,4,2.972
24,1,1.57
15,7,6.39
13,9,6.862
15,1,1.52
13,4,2.972
13,1,1.514
22,1,1.586
13,8,5.62
22,1,1.586
14,1,1.46
14,4,2.894
