WindowSize,CompressionLevel,Performance
16,4,2.77
15,11,292.192
22,1,1.586
21,10,244.734
10,4,3.02
13,9,6.862
12,10,328.816
14,0,1.472
11,5,3.49
22,4,2.748
21,5,7.272
12,7,5.266
19,3,2.552
20,11,246.08
10,3,2.616
22,0,1.596
10,4,3.02
10,0,1.662
12,2,1.988
10,8,5.046
18,3,2.562
14,11,301.078
10,0,1.662
22,5,7.198
14,4,2.894
18,3,2.562
12,11,328.552
17,4,2.848
10,9,6.246
18,1,1.63
15,2,1.972
18,1,1.63
22,2,2.05
12,0,1.528
10,2,2.146
22,7,19.626
22,5,7.198
22,5,7.198
10,0,1.662
10,4,3.02
23,4,2.726
12,3,2.426
19,3,2.552
19,0,1.614
12,2,1.988
16,0,1.59
14,9,7.404
23,0,1.556
18,10,279.698
22,0,1.596
12,0,1.528
14,4,2.894
16,0,1.59
17,0,1.606
22,0,1.596
23,3,2.478
18,10,279.698
16,2,2.026
13,0,1.514
15,0,1.534
15,2,1.972
11,0,1.526
22,1,1.586
19,0,1.614
23,0,1.556
14,3,2.302
23,3,2.478
20,0,1.63
22,5,7.198
17,10,307.144
23,1,1.572
23,2,2.032
10,0,1.662
16,0,1.59
22,10,256.21
20,0,1.63
23,2,2.032
18,0,1.628
23,1,1.572
12,0,1.528
21,0,1.604
24,0,1.574
24,1,1.57
12,6,3.846
14,8,6.086
12,5,3.746
16,2,2.026
11,0,1.526
18,0,1.628
20,0,1.63
16,0,1.59
22,0,1.596
21,0,1.604
24,7,20.228
19,0,1.614
11,9,6.286
14,0,1.472
23,9,63.68
24,9,108.602
14,8,6.086
