WindowSize,CompressionLevel,Performance
20,0,1.63
10,5,3.306
13,10,313.652
24,7,20.228
14,11,301.078
20,7,12.338
19,5,7.372
24,7,20.228
18,5,6.714
13,1,1.514
17,3,2.564
23,3,2.478
13,5,4.128
19,11,258.502
24,4,2.708
21,8,18.874
20,7,12.338
19,9,14.048
15,5,5.072
21,7,15.806
10,9,6.246
20,5,7.45
24,3,2.478
13,10,313.652
13,4,2.972
17,5,5.886
10,0,1.662
13,0,1.514
17,3,2.564
23,4,2.726
24,4,2.708
24,2,2.04
18,1,1.63
24,4,2.708
24,10,392.744
17,6,6.34
13,4,2.972
13,6,4.3
13,3,2.37
10,7,4.874
23,9,63.68
18,3,2.562
14,0,1.472
15,3,2.392
20,3,2.546
10,9,6.246
24,4,2.708
23,6,10.22
14,6,4.874
18,1,1.63
14,3,2.302
22,1,1.586
10,6,3.386
24,5,7.154
10,7,4.874
14,8,6.086
10,10,363.364
13,4,2.972
14,4,2.894
10,3,2.616
14,9,7.404
21,1,1.598
19,1,1.604
13,0,1.514
13,3,2.37
10,11,363.346
13,10,313.652
18,10,279.698
13,9,6.862
14,0,1.472
21,0,1.604
18,11,279.692
14,11,301.078
20,0,1.63
22,9,34.292
20,7,12.338
17,0,1.606
20,0,1.63
18,0,1.628
17,1,1.612
14,1,1.46
18,6,7.51
14,0,1.472
18,2,2.094
22,1,1.586
14,10,301.488
11,1,1.526
10,1,1.666
14,3,2.302
21,0,1.604
24,0,1.574
22,0,1.596
21,0,1.604
14,0,1.472
14,0,1.472
14,6,4.874
20,1,1.636
14,11,301.078
24,1,1.57
13,11,315.078
