WindowSize,CompressionLevel,Performance
23,9,63.68
14,9,7.404
24,7,20.228
12,8,5.318
15,8,6.738
14,8,6.086
12,3,2.426
14,8,6.086
17,3,2.564
24,9,108.602
22,1,1.586
14,4,2.894
21,0,1.604
16,3,2.508
18,4,2.824
16,5,5.392
15,7,6.39
14,6,4.874
11,8,5.042
13,9,6.862
12,0,1.528
12,11,328.552
23,3,2.478
16,0,1.59
23,8,37.284
16,5,5.392
18,10,279.698
16,0,1.59
15,6,5.306
16,9,9.094
18,3,2.562
18,11,279.692
20,3,2.546
10,0,1.662
20,1,1.636
16,3,2.508
21,3,2.512
19,1,1.604
16,5,5.392
11,3,2.476
11,3,2.476
20,4,2.808
11,3,2.476
11,7,5.078
12,6,3.846
21,1,1.598
21,9,23.614
11,5,3.49
17,3,2.564
12,0,1.528
19,0,1.614
15,0,1.534
16,2,2.026
19,5,7.372
16,11,284.296
21,0,1.604
14,0,1.472
19,6,9.336
16,0,1.59
16,10,285.0
19,0,1.614
15,8,6.738
21,11,244.72
15,1,1.52
21,9,23.614
15,10,291.618
12,4,3.004
17,0,1.606
16,3,2.508
15,1,1.52
11,1,1.526
15,1,1.52
17,7,7.636
15,6,5.306
10,0,1.662
14,2,1.9
12,0,1.528
14,1,1.46
12,11,328.552
11,1,1.526
22,0,1.596
22,2,2.05
15,0,1.534
10,1,1.666
20,1,1.636
14,5,4.678
22,3,2.5
17,1,1.612
15,2,1.972
24,1,1.57
14,11,301.078
16,3,2.508
24,11,394.158
10,1,1.666
12,2,1.988
12,7,5.266
15,1,1.52
14,1,1.46
24,1,1.57
11,1,1.526
