WindowSize,CompressionLevel,Performance
11,0,1.526
17,7,7.636
24,7,20.228
20,9,17.4
13,9,6.862
20,3,2.546
13,7,5.554
17,5,5.886
16,7,6.998
14,0,1.472
11,6,3.57
20,3,2.546
13,11,315.078
15,8,6.738
22,7,19.626
19,0,1.614
16,11,284.296
16,4,2.77
14,3,2.302
10,0,1.662
19,0,1.614
14,11,301.078
23,0,1.556
23,1,1.572
21,3,2.512
11,1,1.526
20,3,2.546
13,0,1.514
19,7,10.05
19,1,1.604
19,3,2.552
12,0,1.528
16,0,1.59
20,5,7.45
11,0,1.526
23,0,1.556
13,0,1.514
10,0,1.662
13,0,1.514
13,7,5.554
13,0,1.514
16,0,1.59
11,1,1.526
11,6,3.57
17,0,1.606
13,8,5.62
23,0,1.556
21,0,1.604
11,6,3.57
14,7,5.896
14,10,301.488
21,7,15.806
11,7,5.078
11,10,343.594
16,0,1.59
13,3,2.37
11,8,5.042
11,8,5.042
23,0,1.556
14,11,301.078
23,1,1.572
17,0,1.606
16,0,1.59
11,0,1.526
13,9,6.862
12,0,1.528
18,1,1.63
18,0,1.628
14,1,1.46
13,8,5.62
23,0,1.556
15,0,1.534
14,8,6.086
11,0,1.526
11,1,1.526
23,0,1.556
14,0,1.472
19,1,1.604
22,1,1.586
14,10,301.488
10,1,1.666
24,0,1.574
17,0,1.606
20,0,1.63
17,1,1.612
14,9,7.404
13,4,2.972
17,0,1.606
24,0,1.574
11,9,6.286
13,5,4.128
19,0,1.614
10,0,1.662
14,8,6.086
13,10,313.652
13,9,6.862
23,0,1.556
22,0,1.596
16,1,1.598
12,0,1.528
