WindowSize,CompressionLevel,Performance
22,4,2.748
16,9,9.094
11,9,6.286
11,5,3.49
24,3,2.478
22,7,19.626
12,2,1.988
21,9,23.614
20,4,2.808
16,9,9.094
24,7,20.228
10,10,363.364
23,11,315.238
11,7,5.078
15,11,292.192
18,3,2.562
15,3,2.392
24,3,2.478
15,11,292.192
11,5,3.49
12,5,3.746
18,7,8.628
18,7,8.628
16,9,9.094
15,3,2.392
18,11,279.692
23,3,2.478
12,4,3.004
14,3,2.302
23,11,315.238
17,3,2.564
20,3,2.546
10,3,2.616
11,10,343.594
20,5,7.45
13,3,2.37
19,3,2.552
17,3,2.564
12,7,5.266
23,3,2.478
12,11,328.552
14,5,4.678
13,3,2.37
24,2,2.04
19,10,258.558
22,3,2.5
14,9,7.404
19,6,9.336
22,2,2.05
12,9,6.47
10,3,2.616
12,3,2.426
14,2,1.9
24,7,20.228
14,3,2.302
12,5,3.746
21,3,2.512
14,0,1.472
22,3,2.5
14,3,2.302
23,2,2.032
13,0,1.514
23,10,318.954
14,2,1.9
13,5,4.128
12,2,1.988
23,2,2.032
12,7,5.266
24,11,394.158
24,3,2.478
11,2,1.998
14,5,4.678
18,2,2.094
12,0,1.528
23,11,315.238
11,3,2.476
12,1,1.542
11,8,5.042
14,2,1.9
23,1,1.572
14,2,1.9
14,3,2.302
13,3,2.37
13,2,1.942
12,0,1.528
20,2,2.088
24,2,2.04
24,4,2.708
24,0,1.574
16,0,1.59
23,7,20.474
14,2,1.9
14,3,2.302
16,3,2.508
15,2,1.972
11,0,1.526
13,1,1.514
14,2,1.9
15,0,1.534
23,7,20.474
