WindowSize,CompressionLevel,Performance
19,7,10.05
12,5,3.746
16,7,6.998
11,1,1.526
16,10,285.0
20,9,17.4
10,11,363.346
24,0,1.574
21,4,2.768
13,9,6.862
22,1,1.586
23,4,2.726
18,1,1.63
13,2,1.942
24,7,20.228
24,2,2.04
23,10,318.954
21,6,10.46
10,10,363.364
10,9,6.246
24,0,1.574
14,7,5.896
10,0,1.662
24,5,7.154
12,5,3.746
13,4,2.972
10,5,3.306
13,10,313.652
13,1,1.514
11,4,3.04
18,8,9.684
11,2,1.998
14,0,1.472
21,6,10.46
11,3,2.476
11,1,1.526
17,1,1.612
11,5,3.49
11,1,1.526
11,11,343.996
19,1,1.604
24,11,394.158
13,1,1.514
24,0,1.574
12,3,2.426
19,7,10.05
11,6,3.57
17,0,1.606
24,8,38.644
24,1,1.57
17,7,7.636
10,1,1.666
13,7,5.554
24,0,1.574
11,0,1.526
11,6,3.57
24,0,1.574
17,10,307.144
14,7,5.896
11,10,343.594
16,1,1.598
13,5,4.128
22,1,1.586
13,5,4.128
19,0,1.614
18,1,1.63
13,2,1.942
11,0,1.526
14,0,1.472
10,1,1.666
19,1,1.604
24,0,1.574
16,1,1.598
15,1,1.52
10,1,1.666
13,1,1.514
14,1,1.46
15,1,1.52
14,4,2.894
19,0,1.614
24,0,1.574
15,0,1.534
18,0,1.628
24,0,1.574
20,1,1.636
13,4,2.972
13,0,1.514
13,1,1.514
12,0,1.528
21,1,1.598
14,0,1.472
19,0,1.614
13,9,6.862
13,1,1.514
14,10,301.488
14,10,301.488
15,2,1.972
14,11,301.078
19,0,1.614
11,10,343.594
