WindowSize,CompressionLevel,Performance
21,11,244.72
22,6,10.266
22,3,2.5
14,9,7.404
20,6,10.658
22,3,2.5
23,3,2.478
19,9,14.048
13,11,315.078
24,8,38.644
15,7,6.39
24,1,1.57
10,6,3.386
19,3,2.552
10,4,3.02
19,2,2.1
16,5,5.392
11,11,343.996
23,10,318.954
17,5,5.886
15,9,8.084
15,0,1.534
12,9,6.47
12,1,1.542
24,7,20.228
19,3,2.552
12,10,328.816
12,6,3.846
22,8,25.432
19,3,2.552
12,3,2.426
24,3,2.478
19,6,9.336
12,6,3.846
15,10,291.618
12,4,3.004
12,11,328.552
23,6,10.22
15,8,6.738
12,3,2.426
19,9,14.048
22,10,256.21
10,3,2.616
22,2,2.05
20,3,2.546
22,9,34.292
19,7,10.05
22,0,1.596
11,3,2.476
24,1,1.57
21,3,2.512
22,5,7.198
19,2,2.1
12,10,328.816
14,1,1.46
18,1,1.63
10,1,1.666
18,1,1.63
22,0,1.596
14,1,1.46
14,8,6.086
21,2,2.06
14,0,1.472
14,1,1.46
14,5,4.678
21,0,1.604
12,2,1.988
18,6,7.51
23,2,2.032
10,5,3.306
15,0,1.534
17,1,1.612
18,1,1.63
14,8,6.086
22,0,1.596
17,1,1.612
14,11,301.078
18,0,1.628
16,0,1.59
15,1,1.52
14,9,7.404
14,8,6.086
12,0,1.528
14,0,1.472
17,0,1.606
10,1,1.666
10,1,1.666
15,11,292.192
23,0,1.556
19,1,1.604
24,1,1.57
14,0,1.472
12,9,6.47
22,1,1.586
14,10,301.488
17,1,1.612
18,1,1.63
14,11,301.078
15,7,6.39
14,5,4.678
