WindowSize,CompressionLevel,Performance
14,8,6.086
18,11,279.692
23,5,7.178
21,7,15.806
23,0,1.556
17,4,2.848
15,11,292.192
14,4,2.894
14,8,6.086
15,8,6.738
13,0,1.514
24,7,20.228
12,8,5.318
16,7,6.998
12,0,1.528
14,10,301.488
20,2,2.088
17,6,6.34
12,10,328.816
14,0,1.472
15,0,1.534
17,5,5.886
13,0,1.514
17,9,10.152
19,0,1.614
24,0,1.574
17,0,1.606
13,0,1.514
12,3,2.426
19,8,11.508
24,0,1.574
17,0,1.606
17,0,1.606
19,0,1.614
22,0,1.596
17,8,8.454
10,0,1.662
24,0,1.574
22,0,1.596
23,4,2.726
12,0,1.528
24,9,108.602
16,0,1.59
13,11,315.078
20,0,1.63
10,0,1.662
21,0,1.604
17,3,2.564
21,0,1.604
16,7,6.998
17,0,1.606
24,7,20.228
13,8,5.62
15,3,2.392
12,1,1.542
16,0,1.59
16,6,5.77
20,0,1.63
16,0,1.59
10,0,1.662
22,1,1.586
14,0,1.472
12,1,1.542
22,0,1.596
12,6,3.846
24,2,2.04
15,5,5.072
13,4,2.972
19,0,1.614
12,0,1.528
22,0,1.596
13,8,5.62
23,0,1.556
17,0,1.606
15,0,1.534
24,1,1.57
17,0,1.606
12,3,2.426
13,0,1.514
12,11,328.552
14,7,5.896
14,10,301.488
12,0,1.528
10,0,1.662
13,0,1.514
12,7,5.266
20,0,1.63
10,0,1.662
22,0,1.596
13,0,1.514
13,6,4.3
13,5,4.128
12,11,328.552
14,0,1.472
17,0,1.606
14,0,1.472
13,8,5.62
14,9,7.404
12,1,1.542
13,11,315.078
