WindowSize,CompressionLevel,Performance
22,9,34.292
20,0,1.63
15,8,6.738
13,11,315.078
23,4,2.726
20,5,7.45
16,3,2.508
12,6,3.846
12,3,2.426
12,11,328.552
24,0,1.574
19,1,1.604
11,8,5.042
24,1,1.57
20,10,246.512
21,0,1.604
17,11,307.42
10,9,6.246
23,10,318.954
14,8,6.086
20,4,2.808
20,8,14.64
19,8,11.508
24,0,1.574
22,4,2.748
20,8,14.64
21,7,15.806
24,5,7.154
19,9,14.048
19,8,11.508
19,11,258.502
24,11,394.158
21,3,2.512
13,0,1.514
12,8,5.318
24,8,38.644
23,0,1.556
17,4,2.848
19,6,9.336
11,1,1.526
24,0,1.574
24,11,394.158
10,0,1.662
24,0,1.574
11,1,1.526
11,0,1.526
24,6,10.176
16,1,1.598
18,1,1.63
18,0,1.628
21,8,18.874
11,9,6.286
23,2,2.032
13,0,1.514
23,0,1.556
10,0,1.662
24,11,394.158
13,9,6.862
13,9,6.862
17,1,1.612
12,0,1.528
24,6,10.176
11,8,5.042
12,2,1.988
11,7,5.078
13,9,6.862
13,4,2.972
21,1,1.598
13,6,4.3
15,1,1.52
10,0,1.662
11,6,3.57
13,7,5.554
11,6,3.57
11,1,1.526
15,0,1.534
12,1,1.542
13,0,1.514
12,8,5.318
21,0,1.604
12,5,3.746
13,0,1.514
13,5,4.128
13,8,5.62
11,7,5.078
15,0,1.534
20,0,1.63
24,3,2.478
10,0,1.662
15,11,292.192
11,1,1.526
15,1,1.52
23,2,2.032
13,8,5.62
20,1,1.636
23,0,1.556
13,1,1.514
20,1,1.636
11,9,6.286
11,9,6.286
