WindowSize,CompressionLevel,Performance
21,2,2.06
18,10,279.698
22,6,10.266
22,6,10.266
11,7,5.078
17,2,2.102
22,7,19.626
17,6,6.34
15,10,291.618
22,8,25.432
12,8,5.318
12,0,1.528
13,10,313.652
21,9,23.614
15,8,6.738
19,11,258.502
21,6,10.46
10,8,5.046
18,6,7.51
11,6,3.57
15,6,5.306
21,1,1.598
22,2,2.05
24,2,2.04
15,3,2.392
22,0,1.596
22,11,259.594
24,9,108.602
10,8,5.046
11,4,3.04
17,6,6.34
12,1,1.542
12,0,1.528
22,2,2.05
10,2,2.146
17,11,307.42
20,0,1.63
12,5,3.746
24,5,7.154
18,4,2.824
21,2,2.06
17,0,1.606
20,6,10.658
12,6,3.846
21,0,1.604
22,2,2.05
12,7,5.266
22,11,259.594
12,7,5.266
17,11,307.42
22,5,7.198
24,11,394.158
17,0,1.606
12,8,5.318
12,8,5.318
18,0,1.628
18,0,1.628
18,9,11.954
24,0,1.574
19,0,1.614
21,0,1.604
15,0,1.534
21,5,7.272
22,6,10.266
22,0,1.596
24,9,108.602
12,9,6.47
24,0,1.574
19,2,2.1
22,0,1.596
24,0,1.574
24,8,38.644
12,0,1.528
24,2,2.04
19,0,1.614
12,0,1.528
21,10,244.734
16,0,1.59
10,0,1.662
24,0,1.574
22,0,1.596
24,7,20.228
13,0,1.514
16,4,2.77
18,0,1.628
16,2,2.026
23,0,1.556
14,1,1.46
14,0,1.472
24,1,1.57
15,0,1.534
18,1,1.63
12,9,6.47
14,4,2.894
16,0,1.59
17,0,1.606
19,0,1.614
13,0,1.514
16,6,5.77
15,8,6.738
