WindowSize,CompressionLevel,Performance
18,7,8.628
21,10,244.734
24,8,38.644
13,2,1.942
23,8,37.284
19,10,258.558
24,2,2.04
10,4,3.02
20,4,2.808
24,3,2.478
17,11,307.42
19,7,10.05
11,7,5.078
17,4,2.848
23,0,1.556
23,1,1.572
23,8,37.284
13,2,1.942
23,2,2.032
14,10,301.488
16,0,1.59
23,11,315.238
19,1,1.604
24,2,2.04
23,2,2.032
23,11,315.238
15,2,1.972
15,7,6.39
11,2,1.998
24,11,394.158
23,0,1.556
17,0,1.606
23,1,1.572
24,0,1.574
15,7,6.39
23,9,63.68
15,4,2.834
14,2,1.9
23,0,1.556
23,1,1.572
24,0,1.574
23,3,2.478
24,7,20.228
24,0,1.574
16,11,284.296
17,2,2.102
17,0,1.606
19,9,14.048
23,1,1.572
20,2,2.088
17,1,1.612
23,2,2.032
21,1,1.598
23,8,37.284
22,0,1.596
23,10,318.954
23,10,318.954
12,1,1.542
23,8,37.284
16,0,1.59
23,1,1.572
23,9,63.68
16,1,1.598
24,7,20.228
12,7,5.266
24,0,1.574
23,8,37.284
23,4,2.726
12,0,1.528
23,1,1.572
11,1,1.526
17,0,1.606
12,7,5.266
23,1,1.572
11,3,2.476
23,10,318.954
23,8,37.284
23,6,10.22
11,7,5.078
23,5,7.178
11,1,1.526
15,0,1.534
23,0,1.556
11,2,1.998
11,2,1.998
23,0,1.556
13,0,1.514
15,1,1.52
18,0,1.628
12,0,1.528
23,8,37.284
11,0,1.526
23,1,1.572
11,0,1.526
23,1,1.572
11,9,6.286
12,3,2.426
13,0,1.514
11,0,1.526
16,0,1.59
