WindowSize,CompressionLevel,Performance
22,9,34.292
16,1,1.598
21,2,2.06
11,0,1.526
19,5,7.372
21,11,244.72
11,8,5.042
10,4,3.02
16,11,284.296
17,11,307.42
10,7,4.874
20,0,1.63
19,10,258.558
10,7,4.874
18,1,1.63
15,0,1.534
13,0,1.514
16,10,285.0
11,7,5.078
16,8,7.548
19,2,2.1
15,6,5.306
16,3,2.508
22,4,2.748
13,1,1.514
10,10,363.364
10,10,363.364
15,3,2.392
11,2,1.998
22,10,256.21
22,1,1.586
21,7,15.806
18,3,2.562
10,5,3.306
13,9,6.862
12,0,1.528
13,8,5.62
13,1,1.514
12,5,3.746
16,1,1.598
21,4,2.768
21,1,1.598
13,2,1.942
11,1,1.526
20,2,2.088
12,2,1.988
24,0,1.574
21,2,2.06
24,9,108.602
13,0,1.514
13,2,1.942
14,0,1.472
12,0,1.528
16,10,285.0
10,0,1.662
24,1,1.57
14,1,1.46
12,0,1.528
16,1,1.598
16,0,1.59
15,0,1.534
11,2,1.998
13,3,2.37
24,7,20.228
15,0,1.534
13,3,2.37
13,0,1.514
12,0,1.528
22,0,1.596
24,1,1.57
14,0,1.472
10,0,1.662
16,0,1.59
23,0,1.556
13,5,4.128
10,0,1.662
11,11,343.996
14,1,1.46
15,1,1.52
11,1,1.526
23,1,1.572
14,4,2.894
14,9,7.404
15,0,1.534
14,1,1.46
14,0,1.472
11,0,1.526
11,0,1.526
11,1,1.526
23,0,1.556
14,6,4.874
14,1,1.46
13,1,1.514
14,10,301.488
17,0,1.606
13,11,315.078
17,1,1.612
16,1,1.598
14,8,6.086
16,1,1.598
