WindowSize,CompressionLevel,Performance
20,0,1.63
24,1,1.57
24,10,392.744
13,11,315.078
23,10,318.954
11,2,1.998
23,11,315.238
13,9,6.862
14,3,2.302
13,0,1.514
12,6,3.846
16,9,9.094
20,9,17.4
14,3,2.302
10,9,6.246
21,9,23.614
12,3,2.426
10,4,3.02
18,11,279.692
16,2,2.026
24,1,1.57
11,2,1.998
11,11,343.996
24,9,108.602
16,9,9.094
21,2,2.06
24,1,1.57
16,2,2.026
16,7,6.998
24,9,108.602
12,9,6.47
24,1,1.57
24,1,1.57
10,0,1.662
11,7,5.078
15,1,1.52
10,1,1.666
19,1,1.604
10,0,1.662
15,10,291.618
10,1,1.666
22,0,1.596
22,0,1.596
19,4,2.8
13,0,1.514
10,7,4.874
16,1,1.598
21,1,1.598
21,0,1.604
21,0,1.604
11,0,1.526
16,1,1.598
22,11,259.594
16,0,1.59
24,10,392.744
16,8,7.548
19,0,1.614
10,0,1.662
13,11,315.078
14,1,1.46
11,0,1.526
15,6,5.306
13,5,4.128
15,0,1.534
17,1,1.612
24,1,1.57
10,1,1.666
19,0,1.614
24,8,38.644
18,0,1.628
24,0,1.574
24,4,2.708
11,0,1.526
12,1,1.542
16,0,1.59
19,0,1.614
13,0,1.514
14,1,1.46
23,0,1.556
23,1,1.572
18,0,1.628
13,4,2.972
15,8,6.738
14,0,1.472
13,0,1.514
13,6,4.3
14,0,1.472
14,6,4.874
18,0,1.628
23,1,1.572
23,2,2.032
11,1,1.526
11,0,1.526
20,0,1.63
14,1,1.46
22,1,1.586
15,0,1.534
12,1,1.542
12,0,1.528
13,5,4.128
