WindowSize,CompressionLevel,Performance
18,0,1.628
15,8,6.738
15,3,2.392
12,5,3.746
16,5,5.392
14,3,2.302
18,11,279.692
23,6,10.22
21,10,244.734
24,4,2.708
23,2,2.032
15,4,2.834
15,10,291.618
22,1,1.586
24,8,38.644
10,2,2.146
18,4,2.824
12,9,6.47
10,1,1.666
24,8,38.644
12,9,6.47
13,8,5.62
22,1,1.586
12,1,1.542
12,11,328.552
12,2,1.988
10,2,2.146
12,8,5.318
10,1,1.666
12,2,1.988
16,2,2.026
18,2,2.094
12,4,3.004
10,2,2.146
23,3,2.478
10,1,1.666
17,0,1.606
15,1,1.52
19,1,1.604
20,1,1.636
10,2,2.146
21,0,1.604
12,1,1.542
22,1,1.586
10,0,1.662
10,1,1.666
14,1,1.46
17,1,1.612
23,1,1.572
14,8,6.086
18,1,1.63
10,1,1.666
11,1,1.526
12,7,5.266
24,1,1.57
21,4,2.768
21,4,2.768
22,1,1.586
22,7,19.626
15,3,2.392
13,1,1.514
14,2,1.9
21,1,1.598
16,1,1.598
24,3,2.478
15,1,1.52
15,1,1.52
14,3,2.302
15,1,1.52
15,1,1.52
19,1,1.604
12,1,1.542
10,1,1.666
14,4,2.894
20,1,1.636
12,1,1.542
21,1,1.598
13,1,1.514
15,6,5.306
15,3,2.392
10,1,1.666
11,8,5.042
13,9,6.862
13,1,1.514
13,6,4.3
14,1,1.46
17,1,1.612
15,0,1.534
13,1,1.514
13,0,1.514
13,9,6.862
18,1,1.63
13,4,2.972
16,1,1.598
14,11,301.078
11,7,5.078
13,10,313.652
14,6,4.874
23,1,1.572
11,2,1.998
