WindowSize,CompressionLevel,Performance
13,11,315.078
10,5,3.306
12,5,3.746
12,10,328.816
23,1,1.572
16,11,284.296
21,7,15.806
14,4,2.894
23,0,1.556
23,4,2.726
24,10,392.744
13,5,4.128
16,9,9.094
19,10,258.558
15,6,5.306
11,3,2.476
21,8,18.874
14,6,4.874
19,4,2.8
22,8,25.432
15,2,1.972
23,4,2.726
21,1,1.598
17,4,2.848
23,4,2.726
17,2,2.102
23,0,1.556
21,4,2.768
23,1,1.572
21,2,2.06
23,3,2.478
20,0,1.63
23,10,318.954
11,3,2.476
24,0,1.574
19,0,1.614
24,5,7.154
23,9,63.68
16,1,1.598
11,1,1.526
23,7,20.474
19,2,2.1
21,9,23.614
20,3,2.546
11,7,5.078
16,7,6.998
24,1,1.57
11,2,1.998
24,9,108.602
13,2,1.942
16,3,2.508
16,1,1.598
23,4,2.726
23,9,63.68
20,1,1.636
19,9,14.048
22,1,1.586
16,3,2.508
24,1,1.57
18,1,1.63
18,1,1.63
24,1,1.57
22,1,1.586
11,1,1.526
17,1,1.612
15,1,1.52
20,0,1.63
22,5,7.198
23,0,1.556
23,10,318.954
11,1,1.526
23,1,1.572
11,8,5.042
11,3,2.476
14,1,1.46
20,1,1.636
15,11,292.192
20,1,1.636
16,1,1.598
23,11,315.238
23,10,318.954
17,1,1.612
22,0,1.596
24,1,1.57
11,2,1.998
24,5,7.154
14,1,1.46
23,3,2.478
24,3,2.478
23,6,10.22
14,11,301.078
23,1,1.572
22,1,1.586
11,3,2.476
23,8,37.284
15,1,1.52
14,10,301.488
23,0,1.556
15,0,1.534
19,1,1.604
