WindowSize,CompressionLevel,Performance
15,9,8.084
11,5,3.49
12,5,3.746
10,6,3.386
11,7,5.078
19,1,1.604
16,6,5.77
21,7,15.806
18,10,279.698
10,8,5.046
19,3,2.552
11,1,1.526
18,10,279.698
10,7,4.874
10,5,3.306
24,4,2.708
24,5,7.154
23,1,1.572
20,9,17.4
20,8,14.64
11,4,3.04
24,2,2.04
17,6,6.34
10,3,2.616
23,11,315.238
12,1,1.542
14,4,2.894
19,0,1.614
21,1,1.598
19,3,2.552
11,0,1.526
11,3,2.476
12,10,328.816
24,8,38.644
13,0,1.514
14,11,301.078
21,5,7.272
23,2,2.032
23,3,2.478
12,2,1.988
17,1,1.612
23,4,2.726
10,2,2.146
20,3,2.546
14,1,1.46
19,3,2.552
17,2,2.102
19,8,11.508
17,0,1.606
21,3,2.512
13,4,2.972
14,4,2.894
18,1,1.63
13,6,4.3
19,1,1.604
21,1,1.598
12,0,1.528
14,1,1.46
13,10,313.652
19,2,2.1
23,1,1.572
14,5,4.678
20,1,1.636
21,1,1.598
14,3,2.302
14,0,1.472
20,1,1.636
19,3,2.552
17,1,1.612
18,0,1.628
16,1,1.598
18,0,1.628
24,0,1.574
12,7,5.266
13,2,1.942
23,6,10.22
21,10,244.734
16,0,1.59
23,2,2.032
23,0,1.556
13,0,1.514
12,0,1.528
10,1,1.666
13,0,1.514
13,5,4.128
14,9,7.404
11,1,1.526
23,6,10.22
19,0,1.614
20,1,1.636
19,0,1.614
14,9,7.404
14,10,301.488
23,2,2.032
14,10,301.488
21,0,1.604
11,1,1.526
15,1,1.52
13,0,1.514
13,11,315.078
