fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,0,1,1,1,64,8,4096,46617.4
0,0,1,1,1,64,8,4096,46617.4
0,0,1,1,1,64,8,4096,46617.4
0,0,1,1,1,64,8,4096,46617.4
0,0,1,1,1,64,32,4096,46738.6
0,0,1,1,1,64,8,4096,46617.4
0,0,1,1,1,64,8,4096,46617.4
0,0,0,1,1,64,8,4096,46806.6
0,0,0,1,1,64,8,4096,46806.6
0,0,0,1,1,64,8,4096,46806.6
0,0,0,0,1,64,8,4096,46327.8
0,0,1,0,1,64,8,4096,46345.6
0,0,1,0,1,64,8,4096,46345.6
0,0,1,0,1,64,8,1024,47386.4
0,0,1,0,1,64,8,4096,46345.6
0,0,1,0,1,64,8,4096,46345.6
0,0,1,0,1,64,8,4096,46345.6
0,0,1,0,1,64,8,4096,46345.6
0,0,1,0,1,64,8,4096,46345.6
1,0,1,0,1,64,8,4096,135161.2
0,0,1,0,1,64,8,4096,46345.6
0,0,1,0,1,64,8,4096,46345.6
0,0,1,0,1,64,8,4096,46345.6
0,0,1,0,1,64,8,4096,46345.6
0,0,1,0,1,64,8,4096,46345.6
0,0,1,0,1,256,8,4096,46508.6
0,0,1,0,1,64,8,4096,46345.6
0,0,1,0,1,64,8,1024,47386.4
0,0,1,0,0,64,8,4096,46330.8
0,0,0,0,0,64,8,4096,46285.0
0,0,0,0,0,128,8,4096,46245.8
0,0,0,0,0,128,8,4096,46245.8
0,0,0,0,0,128,8,4096,46245.8
0,0,0,0,0,128,8,4096,46245.8
0,0,0,0,0,128,8,4096,46245.8
0,0,0,1,0,128,8,4096,46352.2
0,0,0,0,0,128,8,4096,46245.8
0,0,0,0,0,128,8,4096,46245.8
0,0,0,0,0,128,8,1024,46208.0
0,0,0,0,0,128,8,4096,46245.8
0,0,0,0,0,128,8,4096,46245.8
0,0,0,0,0,128,32,1024,46582.2
1,0,0,0,0,128,8,1024,130750.8
0,0,0,1,0,128,8,1024,46551.6
0,0,0,0,0,128,8,4096,46245.8
0,0,0,0,1,128,8,4096,46212.2
0,0,0,0,1,128,8,4096,46212.2
1,0,0,0,1,128,8,4096,140983.4
0,0,0,0,1,128,32,4096,46304.6
0,1,0,0,1,128,8,4096,46303.0
0,0,0,1,1,128,8,4096,46615.8
0,0,0,0,1,64,8,4096,46327.8
0,0,0,0,1,64,8,4096,46327.8
0,1,0,0,1,128,8,4096,46303.0
0,0,0,0,1,128,8,4096,46212.2
0,0,0,0,1,64,8,4096,46327.8
0,0,0,0,1,64,8,4096,46327.8
0,0,0,0,1,128,8,4096,46212.2
0,1,0,0,1,128,8,4096,46303.0
0,0,0,0,1,128,8,4096,46212.2
0,0,0,0,1,64,8,4096,46327.8
0,0,0,0,1,64,8,4096,46327.8
0,0,0,0,1,128,8,4096,46212.2
0,0,1,0,1,128,8,4096,46545.6
0,0,0,0,1,128,32,4096,46304.6
0,0,0,0,1,128,8,4096,46212.2
0,0,0,0,1,128,8,4096,46212.2
0,0,0,0,1,128,8,4096,46212.2
0,0,0,0,1,128,8,4096,46212.2
0,0,0,0,1,128,8,4096,46212.2
0,0,0,0,1,128,8,4096,46212.2
0,0,0,0,1,128,8,4096,46212.2
0,0,1,0,1,128,8,4096,46545.6
0,0,0,0,1,128,8,4096,46212.2
0,0,0,0,1,128,8,4096,46212.2
0,0,0,0,1,128,8,4096,46212.2
0,0,0,0,1,128,8,4096,46212.2
0,0,0,0,1,256,8,4096,46282.0
0,0,0,0,1,128,8,4096,46212.2
0,0,0,0,1,128,8,1024,46255.2
0,0,0,0,1,128,8,4096,46212.2
0,0,0,0,1,128,8,4096,46212.2
0,0,0,0,1,128,8,256,46184.2
0,0,1,0,1,128,8,256,46271.0
0,0,0,0,1,128,8,256,46184.2
0,0,1,0,1,128,8,256,46271.0
0,0,0,0,1,128,8,256,46184.2
0,0,1,0,1,128,8,256,46271.0
0,0,0,0,1,128,8,256,46184.2
0,0,0,0,1,128,8,256,46184.2
0,0,0,1,1,128,8,256,46472.4
0,0,0,0,1,128,8,256,46184.2
0,0,1,0,1,128,8,256,46271.0
0,0,0,0,1,128,8,256,46184.2
0,0,0,0,1,128,8,256,46184.2
0,0,1,0,1,128,8,256,46271.0
0,0,0,0,1,128,8,256,46184.2
0,0,0,0,1,128,8,256,46184.2
0,0,0,0,1,128,8,256,46184.2
0,0,0,0,1,128,8,256,46184.2
