fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,0,1,1,0,64,2,256,140491.6
0,1,0,0,1,64,2,4096,46135.0
0,0,1,1,1,64,2,4096,46572.8
1,1,1,1,1,128,2,4096,131763.6
1,0,0,1,1,64,2,256,131695.0
0,0,1,0,1,256,2,256,46342.0
0,0,0,1,0,256,2,256,46452.6
0,1,1,0,1,64,8,256,46219.0
1,1,1,1,1,256,8,256,136030.6
0,1,1,1,1,64,32,1024,47233.2
1,0,0,1,1,64,32,1024,131342.8
0,1,1,0,1,128,2,1024,46282.6
0,1,0,0,1,64,2,256,46143.2
1,1,0,0,0,64,2,4096,130337.2
0,1,0,0,0,256,2,1024,46248.8
1,1,0,1,0,256,32,1024,134381.0
0,0,0,1,0,256,32,1024,46419.0
0,0,1,1,0,64,2,1024,46456.0
0,0,0,1,0,64,8,4096,46361.2
1,1,0,0,0,64,8,4096,135287.8
0,1,0,0,0,128,8,4096,46379.2
1,1,0,0,1,128,2,4096,133053.0
0,1,1,1,0,128,8,256,46558.0
1,0,1,1,0,256,8,256,139655.8
1,1,1,1,1,128,32,256,135538.4
1,1,1,1,1,64,8,256,131856.0
0,1,0,0,0,128,8,1024,45980.8
0,1,1,0,0,64,8,4096,46121.6
0,1,0,0,1,128,8,4096,46303.0
0,0,0,0,1,128,2,256,47198.6
0,1,0,1,1,128,8,256,47454.8
0,1,0,0,1,256,32,256,46163.4
0,0,0,0,1,128,32,1024,46299.2
0,1,1,1,1,128,32,1024,46752.2
1,0,1,0,1,128,2,1024,135485.6
0,0,0,1,1,128,8,256,46472.4
1,1,0,1,0,128,8,256,131542.8
0,1,0,0,1,128,2,256,47040.2
0,0,0,0,0,64,2,256,46272.2
0,0,0,1,1,64,8,256,46340.2
0,1,1,1,1,64,32,256,46707.6
0,0,0,1,0,64,32,256,46298.4
1,1,0,0,0,64,32,256,132467.8
1,0,0,1,1,128,32,256,135614.0
0,1,1,1,0,64,32,4096,46414.2
1,1,1,0,0,64,8,4096,130763.8
1,1,1,1,0,256,32,256,131548.2
0,1,1,0,1,128,32,4096,46577.6
0,0,1,0,0,64,32,4096,46191.2
0,1,0,0,0,64,32,256,46122.2
0,1,1,0,0,256,8,256,46092.0
0,0,1,1,0,64,8,256,46557.4
0,0,1,0,1,64,32,256,46132.4
0,0,0,0,1,128,8,256,46184.2
1,0,0,0,1,64,2,256,133882.4
0,0,1,1,1,64,8,256,46834.4
0,0,0,1,1,128,32,256,46408.2
0,0,1,0,1,128,32,1024,47486.6
0,0,0,1,1,128,2,1024,46407.8
1,0,0,1,1,256,8,1024,135590.6
1,0,0,1,1,64,32,1024,131342.8
0,0,1,0,1,64,2,1024,46185.2
0,1,1,0,1,64,8,256,46219.0
1,1,0,0,0,64,8,256,134334.0
1,0,1,0,1,64,8,1024,135714.8
1,1,1,1,1,64,8,1024,131358.0
1,0,1,0,1,128,8,256,136260.8
1,1,0,1,1,64,8,256,132419.2
0,0,1,1,1,64,8,4096,46617.4
1,0,1,0,1,64,8,256,138369.4
1,0,1,1,1,256,8,1024,134859.0
0,0,0,0,1,128,8,4096,46212.2
0,1,1,0,1,128,8,256,46212.4
1,1,1,1,1,128,8,1024,130226.0
1,1,0,0,0,128,8,256,125404.4
1,1,1,1,1,128,8,1024,130226.0
1,1,1,1,1,128,32,256,135538.4
0,0,1,0,1,64,8,4096,46345.6
1,1,1,0,0,64,8,4096,130763.8
0,0,1,0,0,128,8,1024,46245.0
0,0,1,0,1,128,2,4096,46359.4
1,0,1,0,0,128,2,1024,137218.2
0,0,0,0,0,128,2,1024,46169.2
0,1,0,1,1,128,2,1024,46445.4
0,0,1,0,1,128,2,1024,46229.8
1,1,1,0,1,64,2,1024,132269.2
1,0,0,0,1,128,8,1024,130543.6
1,0,1,0,1,64,32,1024,138701.4
0,1,1,1,1,128,2,256,46463.2
0,0,1,0,0,128,32,256,46078.8
0,0,0,0,0,64,32,4096,46314.4
0,1,0,1,0,256,32,4096,46756.0
0,0,0,0,1,256,32,4096,46070.8
0,0,1,0,1,256,2,1024,46177.2
1,0,1,0,1,64,32,1024,138701.4
0,0,1,0,0,256,8,256,46381.6
0,1,0,0,0,64,8,256,46403.8
1,1,0,1,0,64,32,256,133072.4
1,1,0,1,0,128,8,256,131542.8
