fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,0,1,0,1,64,8,256,46344.4
0,1,1,1,0,64,8,256,46687.4
0,0,1,0,1,64,8,256,46344.4
1,0,0,0,0,64,8,256,134959.4
0,0,0,1,0,64,8,256,46269.0
1,1,0,1,1,64,8,256,132419.2
0,1,0,1,0,128,2,256,46584.8
0,1,1,0,0,128,32,256,46144.0
0,1,1,0,1,64,32,1024,46469.6
0,1,0,1,0,64,32,1024,47346.8
1,0,0,1,0,64,8,1024,131169.0
0,1,0,1,1,128,8,1024,47354.4
1,0,0,0,1,128,8,1024,130543.6
0,1,1,0,0,128,8,1024,46539.2
0,1,0,0,0,64,8,256,46403.8
0,1,0,1,0,64,32,4096,46404.0
0,0,1,1,0,64,32,256,46700.8
0,0,1,0,0,128,2,256,46293.4
0,0,1,1,1,256,2,256,46651.4
0,0,0,1,1,256,32,4096,46507.4
0,0,0,0,1,64,32,256,46295.4
1,1,0,0,1,64,32,1024,132368.4
0,1,1,0,1,64,32,1024,46469.6
0,1,1,1,0,64,32,4096,46414.2
1,0,1,1,1,64,32,4096,138867.0
0,0,1,1,1,128,32,4096,46593.6
0,0,0,1,0,64,32,4096,46264.2
1,0,0,1,1,64,32,1024,131342.8
0,0,0,0,1,64,32,1024,46172.2
0,0,0,1,0,64,32,4096,46264.2
0,1,0,0,0,64,32,1024,46224.0
0,0,0,0,1,64,32,256,46295.4
0,1,0,0,0,128,32,256,46158.4
0,1,1,0,1,64,32,256,46325.8
1,1,1,1,1,64,2,256,128684.6
1,1,1,0,0,128,32,256,134640.4
1,1,1,0,1,64,8,4096,127743.8
0,0,1,0,0,64,8,256,46528.8
1,0,0,0,0,64,8,1024,132700.0
0,1,1,0,1,64,2,256,46194.4
0,0,0,0,0,64,2,256,46272.2
1,0,0,0,1,128,2,256,135331.6
0,0,0,1,0,256,2,1024,46554.6
0,0,1,1,0,64,8,1024,46966.4
1,1,1,1,0,64,32,1024,127659.2
0,0,0,0,0,64,8,256,46297.6
1,0,1,0,0,128,8,256,131236.6
0,1,0,0,1,64,8,4096,46203.2
1,0,0,0,0,64,8,4096,130604.8
0,0,1,0,1,64,8,256,46344.4
0,1,1,1,1,64,32,256,46707.6
1,1,0,1,1,256,32,256,132261.2
1,1,1,0,1,128,32,256,128130.2
0,1,1,1,0,128,2,256,46517.8
0,0,1,1,0,256,2,1024,46729.2
1,0,1,1,1,256,2,4096,140433.0
1,0,1,0,0,128,2,1024,137218.2
1,0,1,1,1,256,2,4096,140433.0
0,0,0,1,1,256,8,1024,46307.6
0,0,1,1,0,256,32,1024,47774.0
0,0,0,0,0,256,8,1024,46252.0
0,0,0,0,1,64,32,1024,46172.2
1,0,0,1,1,64,2,1024,133912.8
0,1,1,0,1,64,32,4096,46412.4
0,1,1,1,0,64,32,1024,46801.8
0,0,0,1,1,64,32,1024,46600.2
0,1,1,1,1,128,32,1024,46752.2
1,1,1,1,1,128,2,4096,131763.6
0,0,1,1,1,128,8,256,46778.0
0,0,1,1,0,256,8,1024,46903.4
1,0,0,1,0,128,8,1024,136143.6
0,1,1,0,1,256,8,1024,46398.4
0,1,0,0,0,128,8,1024,45980.8
0,1,0,1,1,256,8,1024,46605.0
0,1,1,0,1,64,8,1024,46293.6
1,0,0,0,1,64,8,1024,134427.4
0,1,1,1,1,64,32,4096,46849.4
0,1,1,0,1,64,2,1024,46614.4
0,0,0,0,1,128,2,1024,46113.2
1,0,0,0,0,128,8,1024,130750.8
1,1,1,0,1,128,2,1024,134561.0
1,0,0,1,1,128,2,256,131667.8
0,1,1,1,1,128,2,1024,46877.2
0,0,1,1,0,128,8,1024,47024.0
1,1,0,1,0,128,8,1024,135017.0
1,0,1,0,0,128,8,256,131236.6
1,0,0,1,0,256,8,1024,132022.4
1,0,0,1,0,128,2,1024,131781.2
0,0,0,1,0,64,8,256,46269.0
0,0,1,0,1,64,8,256,46344.4
0,0,0,1,0,64,8,256,46269.0
1,1,0,1,0,128,8,256,131542.8
1,0,0,1,0,128,8,4096,131102.8
0,0,1,1,1,64,8,4096,46617.4
0,0,0,0,0,64,8,4096,46285.0
0,0,1,1,0,64,8,256,46557.4
0,1,0,1,1,64,8,256,46752.4
0,0,1,1,1,64,32,256,46565.6
0,0,1,0,0,128,32,256,46078.8
