fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,1,1,0,128,2,256,46517.8
1,1,1,1,0,256,8,256,124653.8
0,1,1,0,1,128,2,1024,46282.6
1,1,1,0,0,256,2,1024,135845.2
0,1,1,1,0,128,8,1024,46551.0
0,1,0,1,1,128,8,256,47454.8
0,0,1,1,1,128,8,4096,46649.4
0,0,1,1,0,256,8,1024,46903.4
1,0,1,0,0,256,8,4096,137294.8
1,0,0,1,1,256,8,1024,135590.6
0,1,1,1,0,256,2,4096,46688.0
0,1,0,1,1,256,2,1024,46417.0
1,1,0,0,1,256,2,256,135922.0
1,1,1,1,1,256,32,1024,130423.0
1,1,0,1,0,256,32,1024,134381.0
1,1,1,0,1,256,2,1024,128397.6
0,0,0,1,1,256,8,256,46222.8
0,0,0,0,1,128,32,256,46035.0
1,0,0,1,1,128,32,1024,135249.8
0,1,1,1,1,128,32,256,46742.0
0,1,0,0,0,128,32,256,46158.4
0,1,0,1,1,128,32,4096,46394.0
0,0,0,1,0,128,2,4096,47528.8
0,1,0,1,0,256,8,4096,46431.0
1,1,0,0,0,256,8,1024,132666.2
1,1,1,1,1,256,8,4096,134411.4
1,1,0,1,1,256,32,4096,126458.8
1,1,0,0,0,256,2,4096,133927.6
1,0,0,1,0,256,32,4096,133534.2
1,1,1,1,1,256,8,4096,134411.4
0,0,1,1,0,256,8,1024,46903.4
0,0,1,0,0,128,2,1024,46254.6
1,0,1,1,1,128,2,1024,137186.6
1,0,0,0,1,128,2,1024,135630.0
0,0,1,1,1,128,2,256,46688.4
1,0,0,1,1,64,2,256,131695.0
1,1,1,1,1,64,2,256,128684.6
1,1,1,0,1,128,2,256,130635.2
1,1,1,0,1,128,2,256,130635.2
0,0,1,0,0,128,2,4096,46307.2
0,0,0,1,0,128,8,4096,46352.2
0,1,1,1,0,128,32,4096,46612.8
0,0,1,1,1,256,8,4096,46812.0
0,1,1,0,0,256,8,4096,46382.8
0,1,0,0,1,256,8,256,46192.0
0,1,0,1,0,256,8,4096,46431.0
1,1,0,1,1,64,8,4096,128898.0
1,0,0,1,1,256,8,4096,134113.2
1,1,1,1,0,256,32,4096,134654.6
0,1,1,1,0,128,8,1024,46551.0
0,1,1,1,1,256,8,256,46778.4
0,1,0,0,1,256,8,1024,46358.2
1,1,1,0,1,256,8,4096,131231.2
0,0,0,0,1,256,2,4096,47094.8
0,0,1,0,0,256,32,4096,46148.2
0,0,1,1,1,256,32,1024,46821.8
0,0,1,0,1,64,8,1024,47386.4
0,1,0,1,1,64,8,1024,47491.4
1,1,0,0,1,64,8,4096,133183.8
0,1,1,0,1,256,8,1024,46398.4
1,0,0,0,1,256,8,1024,135761.2
0,0,1,1,1,256,8,256,46788.6
0,1,1,1,1,256,2,1024,46812.2
1,1,1,1,0,64,2,1024,125822.2
0,0,1,1,0,256,32,1024,47774.0
1,0,0,1,1,256,32,1024,135168.4
0,0,0,0,0,256,32,256,46275.0
1,0,1,1,0,256,32,256,140016.8
0,0,0,1,1,256,32,4096,46507.4
0,1,0,1,1,256,2,256,46319.0
0,1,0,0,0,256,32,256,46178.0
0,0,0,1,0,256,32,1024,46419.0
1,1,0,1,0,256,2,1024,133595.4
0,0,0,0,0,64,8,1024,46349.4
0,1,0,1,0,64,2,1024,46447.6
0,1,1,1,0,64,32,256,46517.6
0,1,1,0,0,64,8,4096,46121.6
0,1,0,0,1,128,8,4096,46303.0
1,1,1,0,0,128,8,4096,128931.4
0,0,0,1,0,128,8,4096,46352.2
0,1,1,1,0,128,32,4096,46612.8
0,1,0,1,0,256,8,4096,46431.0
1,1,0,0,0,256,32,4096,132785.6
0,0,0,1,1,256,32,4096,46507.4
0,0,0,0,0,128,32,4096,46476.2
1,0,0,1,0,128,32,1024,130621.6
0,1,0,0,1,128,2,4096,46277.6
1,1,0,0,1,256,32,4096,134608.6
0,0,0,0,1,256,32,4096,46070.8
0,0,1,0,1,128,32,256,46260.2
1,0,1,0,0,256,32,256,136622.0
1,0,0,0,1,256,32,256,135823.2
0,0,0,0,1,256,32,4096,46070.8
0,0,0,1,1,64,2,4096,46482.0
1,0,0,0,0,256,32,256,132823.0
0,0,0,1,1,64,32,256,46427.2
0,1,1,0,1,64,32,256,46325.8
0,1,1,0,1,256,2,4096,46381.4
1,1,1,1,1,256,2,1024,129201.2
