fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,0,0,1,0,128,8,1024,46551.6
0,1,0,1,1,128,8,256,47454.8
1,1,0,1,1,256,2,256,131228.6
0,0,1,1,0,128,8,256,47257.2
0,0,1,1,1,128,2,1024,46692.6
0,0,1,0,0,128,2,256,46293.4
1,0,0,0,0,128,2,1024,131468.0
0,1,1,0,1,128,8,256,46212.4
0,0,0,1,1,128,8,256,46472.4
1,1,1,0,0,128,32,256,134640.4
0,0,1,0,0,256,8,256,46381.6
1,0,1,0,0,128,32,256,135051.0
0,0,0,1,0,256,32,256,46346.4
0,1,0,1,1,256,32,4096,47368.0
0,1,1,1,0,256,32,1024,46477.8
1,1,1,0,0,256,2,1024,135845.2
1,1,0,1,0,256,32,256,134325.4
0,1,1,0,0,128,8,1024,46539.2
0,0,1,1,0,128,2,1024,46881.4
1,0,1,1,1,128,2,4096,140684.8
1,0,1,0,0,64,2,1024,135076.2
1,0,1,0,1,128,2,1024,135485.6
0,0,0,0,0,64,2,1024,47571.0
0,1,0,0,0,256,32,1024,46094.8
1,0,1,0,0,256,32,1024,134646.2
0,1,0,1,1,128,32,1024,46648.6
0,0,0,1,0,128,8,1024,46551.6
1,1,0,0,0,128,8,1024,136315.0
0,1,0,0,1,128,8,1024,46124.2
0,0,1,0,1,64,8,1024,47386.4
0,0,0,1,0,64,8,1024,46405.2
0,1,0,0,1,64,8,1024,46054.6
0,1,0,0,1,128,2,4096,46277.6
0,1,1,0,0,64,2,4096,46357.8
1,1,1,0,0,128,32,4096,128492.6
0,1,1,1,0,128,2,256,46517.8
0,1,0,1,1,128,8,256,47454.8
0,1,1,0,1,128,32,256,46129.8
0,0,1,0,1,256,32,1024,45939.8
0,1,1,0,0,256,32,256,46640.6
0,0,1,1,0,64,32,256,46700.8
0,0,1,0,0,128,32,4096,46233.6
0,0,0,0,0,256,8,4096,46426.6
0,0,1,1,0,256,8,1024,46903.4
0,0,1,0,0,64,8,256,46528.8
0,1,0,0,0,128,8,256,46318.0
0,1,1,0,0,256,32,256,46640.6
0,0,0,0,0,64,32,256,46471.2
0,0,1,0,0,256,32,1024,46212.8
1,0,0,0,0,256,2,1024,134031.2
0,0,1,1,1,256,2,1024,47568.6
0,0,1,0,1,256,32,4096,47000.2
1,0,1,0,0,256,32,256,136622.0
0,0,1,1,0,256,32,1024,47774.0
1,0,0,1,1,256,32,1024,135168.4
1,0,1,1,1,256,32,256,137724.2
1,0,1,1,1,256,2,1024,139540.2
1,0,0,0,0,256,32,1024,136341.4
1,0,1,1,1,256,8,1024,134859.0
1,1,1,0,0,256,32,1024,132806.8
0,0,0,1,0,64,8,1024,46405.2
1,1,0,1,0,128,8,1024,135017.0
0,1,1,1,0,64,8,256,46687.4
1,0,1,1,0,64,32,256,140165.6
1,1,0,0,0,64,8,256,134334.0
1,0,1,0,0,64,8,256,131837.2
1,1,1,0,1,64,8,256,132169.4
0,1,1,1,1,128,2,256,46463.2
0,0,1,0,1,256,2,256,46342.0
0,1,1,1,1,256,32,256,46982.0
0,1,0,0,1,256,32,1024,46191.2
1,1,0,0,1,256,2,4096,132262.2
0,1,1,0,0,64,32,1024,46145.0
0,0,0,0,0,128,32,1024,46582.2
0,1,1,0,1,128,32,1024,46436.8
0,1,0,1,0,128,32,1024,47239.8
1,1,0,0,0,128,8,1024,136315.0
0,1,0,0,0,128,8,4096,46379.2
0,0,1,1,0,128,8,4096,46503.2
0,0,1,0,0,64,2,4096,46095.0
0,0,1,0,1,64,8,256,46344.4
1,1,0,0,1,64,8,256,134080.8
1,1,0,0,1,64,8,256,134080.8
0,0,0,1,1,64,2,256,46471.2
0,0,0,1,1,256,32,4096,46507.4
0,0,0,0,0,256,2,4096,46167.0
0,0,0,0,0,128,32,256,46255.0
0,0,0,0,1,64,32,4096,46073.6
0,1,0,1,0,64,32,4096,46404.0
0,1,1,0,0,128,32,4096,46145.8
0,1,0,1,0,256,32,4096,46756.0
1,1,0,1,0,128,32,256,132344.8
0,1,0,0,1,64,32,4096,46295.6
0,1,0,0,0,128,32,1024,46341.0
1,0,0,0,1,128,32,1024,132768.2
0,0,1,0,0,256,32,1024,46212.8
0,0,1,0,0,64,2,4096,46095.0
0,1,1,0,0,128,32,4096,46145.8
0,1,0,0,0,64,32,1024,46224.0
