fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
0,1,0,0,1,128,2,4096,46277.6
0,1,1,0,0,256,2,4096,46427.0
1,1,0,1,0,256,2,4096,129499.4
0,1,1,1,0,128,2,256,46517.8
0,1,0,1,0,256,2,4096,47670.8
0,1,1,0,0,256,2,1024,46191.4
0,1,0,1,0,256,8,1024,46598.6
0,0,0,1,1,128,8,1024,46358.4
1,0,0,1,0,256,8,1024,132022.4
0,0,0,0,1,128,32,256,46035.0
0,1,0,0,1,128,8,4096,46303.0
0,1,0,0,0,64,32,4096,46336.2
0,1,1,1,0,256,32,4096,46451.4
1,1,0,1,0,128,32,4096,130274.6
0,0,1,1,1,128,32,4096,46593.6
0,0,1,0,1,128,2,1024,46229.8
1,0,1,0,0,64,2,1024,135076.2
1,0,1,1,0,128,2,1024,140842.0
1,1,0,0,1,128,2,1024,130383.4
0,1,0,0,0,128,2,1024,46240.8
0,1,1,1,0,128,8,1024,46551.0
0,1,0,0,1,128,8,1024,46124.2
0,1,1,0,1,256,2,1024,46256.8
0,0,1,1,0,256,2,1024,46729.2
1,1,1,1,0,256,2,4096,127337.6
0,0,0,1,1,256,32,1024,46368.4
0,1,0,0,1,256,32,256,46163.4
0,0,0,1,0,256,32,256,46346.4
1,1,0,0,0,256,32,256,130682.8
0,0,0,0,0,128,2,256,46236.8
0,1,0,0,1,128,32,256,46355.2
1,1,0,1,1,64,32,256,135693.6
0,1,1,0,1,256,32,4096,46447.8
1,1,0,1,1,256,32,4096,126458.8
1,1,1,1,0,256,32,4096,134654.6
1,0,1,0,0,256,32,4096,138631.4
0,0,1,0,0,128,32,4096,46233.6
1,0,0,0,0,128,32,1024,127243.8
0,0,1,0,1,128,2,256,46121.0
0,1,1,1,0,128,2,256,46517.8
0,1,1,0,0,256,8,256,46092.0
1,1,1,0,1,64,8,256,132169.4
1,1,0,0,1,256,8,256,131946.0
0,1,1,1,1,256,8,4096,46925.4
1,1,1,0,1,256,2,256,137593.6
0,0,0,0,0,256,8,4096,46426.6
1,0,1,0,0,256,8,1024,138245.2
1,1,0,0,0,256,8,256,133404.8
0,1,0,0,1,256,32,4096,46104.2
0,1,1,1,1,256,32,256,46982.0
1,1,1,1,0,128,32,256,130071.2
0,0,1,1,0,256,2,256,46610.2
1,0,0,1,0,256,32,256,135844.0
0,1,1,1,0,128,2,1024,46400.2
1,1,0,1,0,128,2,256,135754.4
1,1,1,1,1,128,2,4096,131763.6
0,0,1,1,1,256,2,1024,47568.6
0,0,0,0,0,256,2,1024,46194.6
1,1,0,1,0,256,2,1024,133595.4
1,0,1,0,0,256,32,1024,134646.2
0,1,0,1,0,64,2,1024,46447.6
0,1,1,1,1,64,8,1024,46751.8
0,1,0,1,1,128,8,4096,46535.6
1,0,0,1,1,128,32,4096,132487.4
1,1,0,0,1,64,8,4096,133183.8
0,1,1,1,1,128,32,1024,46752.2
0,0,0,1,1,128,2,1024,46407.8
1,1,0,1,1,128,32,1024,129568.0
1,0,1,1,0,128,2,1024,140842.0
1,1,0,1,1,64,2,1024,128299.6
0,1,1,0,1,128,2,1024,46282.6
0,0,1,1,1,128,2,4096,46785.8
0,1,1,1,1,256,8,4096,46925.4
0,0,1,1,1,64,2,4096,46572.8
0,1,0,0,1,64,2,4096,46135.0
1,0,0,0,1,64,2,1024,132218.0
0,0,0,0,1,256,2,256,46214.2
0,1,0,0,1,256,8,4096,46133.4
0,0,1,0,1,256,8,256,46064.6
1,1,1,1,1,256,8,256,136030.6
0,0,0,0,0,256,2,256,46207.6
0,0,1,1,1,256,2,256,46651.4
0,0,1,0,1,256,8,1024,46106.2
0,0,0,0,1,256,32,4096,46070.8
1,0,0,0,0,64,32,4096,131737.4
0,0,0,1,0,256,8,4096,46597.8
1,0,0,1,1,256,8,1024,135590.6
0,0,0,0,1,128,8,4096,46212.2
1,0,0,0,1,256,2,4096,132963.8
0,0,0,1,1,256,32,4096,46507.4
1,0,1,1,0,256,32,4096,138895.2
0,1,0,0,1,256,2,4096,46310.8
1,1,0,1,1,64,2,4096,134920.4
0,0,0,0,0,256,2,1024,46194.6
0,0,1,0,1,256,32,1024,45939.8
0,0,0,1,1,256,8,1024,46307.6
0,1,0,1,1,64,32,1024,46378.6
1,1,0,0,1,64,2,1024,136113.4
0,0,0,0,1,64,2,1024,46267.8
