fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,0,0,1,1,64,8,256,136979.0
0,0,0,1,1,64,2,4096,46482.0
0,0,0,1,1,128,32,1024,46258.4
1,0,1,1,1,128,32,4096,136977.2
0,0,0,1,0,256,32,4096,46898.4
0,0,0,1,1,64,8,4096,46806.6
0,0,0,0,1,128,8,1024,46255.2
0,1,0,1,1,256,8,1024,46605.0
0,0,1,1,1,128,8,1024,46669.0
0,0,1,0,1,256,8,256,46064.6
1,0,1,1,0,256,8,256,139655.8
1,1,1,0,0,256,8,256,131089.2
0,0,1,1,1,256,2,4096,46800.0
1,0,1,0,1,256,8,4096,136736.2
0,1,1,0,1,64,2,4096,46299.4
0,0,1,1,1,64,2,1024,46681.8
0,0,1,0,1,128,2,256,46121.0
0,0,0,0,1,64,2,4096,47346.2
0,0,0,0,0,64,32,1024,46298.4
1,0,1,0,0,64,32,4096,135630.0
1,1,1,0,0,64,32,1024,134439.4
1,0,0,1,0,256,32,1024,133283.0
0,0,0,0,1,128,2,1024,46113.2
0,1,1,1,1,128,2,1024,46877.2
1,1,1,1,0,256,2,1024,129660.2
0,1,0,0,1,128,2,256,47040.2
0,1,0,0,0,256,2,1024,46248.8
1,0,0,0,0,64,2,1024,131859.6
1,1,0,0,0,128,32,1024,133666.2
0,1,0,1,1,256,8,1024,46605.0
0,1,1,0,1,256,2,1024,46256.8
1,1,0,0,1,256,2,256,135922.0
0,0,1,1,1,256,8,1024,46796.2
0,1,1,1,1,64,8,256,46723.2
0,0,1,1,1,128,8,4096,46649.4
0,0,0,1,1,128,32,256,46408.2
1,0,1,0,1,128,32,256,134666.4
0,0,1,1,0,128,32,1024,46495.6
0,0,1,1,0,256,2,256,46610.2
1,0,0,1,0,256,2,4096,133050.0
0,0,0,0,0,64,2,256,46272.2
0,1,1,1,0,64,2,256,46507.8
0,1,1,1,0,128,8,1024,46551.0
1,1,1,1,0,128,32,4096,127500.8
0,1,0,0,0,128,8,4096,46379.2
0,0,0,0,0,256,8,1024,46252.0
1,0,0,1,0,256,8,256,134239.4
0,1,0,0,1,64,8,1024,46054.6
1,1,0,1,1,128,8,1024,129166.2
0,1,1,1,1,256,8,1024,46674.6
1,1,0,1,1,256,8,4096,131693.0
1,1,1,0,1,256,32,1024,129640.2
0,0,0,1,0,256,8,1024,46393.4
0,0,1,1,0,256,2,256,46610.2
0,0,1,0,1,256,2,4096,46301.0
1,0,1,0,0,256,8,4096,137294.8
0,0,0,0,1,256,32,256,46294.8
0,1,0,0,1,64,2,256,46143.2
0,0,1,0,1,128,2,256,46121.0
1,0,1,0,1,256,32,256,137280.0
0,0,1,1,1,256,8,256,46788.6
1,0,0,1,1,256,8,1024,135590.6
0,1,1,0,1,64,8,256,46219.0
0,1,1,1,1,128,32,256,46742.0
0,1,1,1,1,128,32,256,46742.0
0,0,1,0,1,128,32,1024,47486.6
0,0,0,1,0,128,32,1024,46368.8
1,0,1,1,0,128,8,1024,138096.8
0,1,0,0,0,128,32,4096,46197.8
0,1,0,0,1,64,32,1024,46172.8
0,1,1,1,0,64,32,1024,46801.8
1,1,0,1,0,64,32,256,133072.4
0,1,0,0,0,256,32,1024,46094.8
1,1,1,1,0,256,32,1024,127038.8
1,1,1,1,0,256,32,1024,127038.8
0,0,0,1,0,256,2,1024,46554.6
0,1,1,1,0,128,2,1024,46400.2
1,0,1,0,0,128,2,1024,137218.2
0,0,0,1,0,256,2,1024,46554.6
1,0,0,0,1,256,2,1024,130366.8
0,0,1,0,0,256,32,1024,46212.8
0,0,0,1,0,64,32,1024,46258.0
0,1,0,0,0,256,32,1024,46094.8
1,0,0,0,0,256,2,1024,134031.2
1,0,0,0,0,128,32,1024,127243.8
0,1,1,1,0,256,32,256,46431.0
0,1,0,0,1,64,2,1024,46267.8
1,1,0,0,1,128,2,4096,133053.0
0,1,0,1,0,64,8,1024,46348.8
0,0,0,1,1,64,8,1024,47331.0
1,0,0,1,0,64,2,1024,130483.0
0,0,0,0,0,64,2,1024,47571.0
0,0,0,0,1,128,2,4096,46108.2
1,1,0,1,1,128,2,4096,128536.4
1,1,0,0,1,128,32,4096,133873.0
1,1,0,0,1,128,2,1024,130383.4
0,1,0,1,0,128,2,4096,46394.4
0,1,1,0,0,128,32,4096,46145.8
0,1,1,0,1,64,2,4096,46299.4
