fsync,synchronousCommit,fullPageWrites,trackActivities,trackCounts,sharedBuffers,tempBuffers,workMem,Performance
1,0,0,0,1,256,32,1024,139426.0
1,0,1,0,0,256,2,1024,135993.4
1,0,0,1,0,256,2,4096,133050.0
1,1,1,1,0,256,32,4096,134654.6
1,1,1,0,0,128,32,1024,132014.6
1,0,1,1,0,128,8,1024,138096.8
0,1,1,1,0,128,8,256,46558.0
0,0,1,1,0,64,32,256,46700.8
1,0,1,0,0,64,2,256,136890.4
1,0,1,1,1,64,8,256,138112.8
0,1,0,0,0,64,32,256,46122.2
0,1,1,0,0,64,8,1024,46317.8
0,0,0,0,1,64,8,1024,46184.4
1,0,0,0,1,64,32,256,134278.2
1,0,1,0,0,64,8,1024,133410.0
0,1,1,0,0,64,8,1024,46317.8
1,0,0,0,0,64,8,1024,132700.0
1,1,1,0,1,64,8,256,132169.4
1,1,1,1,0,64,2,1024,125822.2
0,0,1,0,1,64,8,256,46344.4
1,0,1,1,0,64,8,256,141618.4
1,1,1,0,1,64,2,256,132282.6
0,1,1,1,1,64,2,256,46733.2
0,0,0,1,1,64,2,4096,46482.0
0,0,0,0,1,256,8,4096,46282.0
0,1,0,0,1,128,2,4096,46277.6
0,1,1,1,0,128,2,4096,47187.0
0,0,0,1,0,128,2,256,46486.8
0,1,0,1,0,64,32,256,46886.0
1,1,0,1,0,256,32,4096,128968.4
0,1,1,1,1,64,8,256,46723.2
0,1,0,0,1,64,2,256,46143.2
1,1,0,0,0,128,2,256,132604.8
1,1,0,0,1,128,32,256,131364.4
0,1,1,0,1,256,32,256,46169.8
0,1,0,0,1,64,2,256,46143.2
1,0,0,0,1,128,2,256,135331.6
0,1,0,0,0,64,32,4096,46336.2
0,0,0,0,0,64,8,256,46297.6
0,1,0,0,0,128,8,1024,45980.8
0,1,0,1,1,128,2,1024,46445.4
0,1,0,0,1,128,32,4096,46213.6
1,1,1,1,1,128,32,4096,132082.4
1,1,0,0,1,128,2,256,136842.2
1,0,1,0,1,128,32,4096,138524.6
0,0,0,0,0,128,32,1024,46582.2
0,1,0,0,1,64,32,1024,46172.8
0,1,0,0,0,64,2,4096,46154.0
0,0,0,0,1,64,2,1024,46267.8
0,0,1,0,0,64,2,4096,46095.0
0,1,0,0,0,64,8,4096,46264.8
0,1,0,1,0,128,2,4096,46394.4
0,0,0,1,0,64,2,256,46461.6
1,0,0,1,1,64,2,4096,133870.0
1,0,1,0,0,64,2,256,136890.4
1,0,0,0,0,64,8,256,134959.4
0,0,1,1,1,64,2,1024,46681.8
0,0,0,1,1,64,8,4096,46806.6
0,0,0,0,1,64,2,256,46337.0
0,0,1,1,1,64,8,256,46834.4
1,1,1,1,1,64,8,4096,130401.6
0,0,1,0,0,128,8,256,46140.0
1,1,1,0,1,128,8,256,128988.8
1,0,1,1,0,128,32,256,140915.4
0,1,1,0,1,64,8,256,46219.0
1,1,1,0,1,64,2,4096,131156.6
1,1,1,0,0,64,2,256,132226.4
1,0,1,0,0,64,8,256,131837.2
0,1,1,1,0,256,8,256,46539.6
1,1,1,1,0,256,2,1024,129660.2
1,1,0,0,0,256,8,256,133404.8
1,1,1,1,0,256,32,4096,134654.6
1,1,1,0,0,256,8,4096,136698.2
0,1,1,1,0,128,2,4096,47187.0
0,1,0,1,0,256,32,4096,46756.0
0,1,1,1,1,64,32,4096,46849.4
0,1,1,1,0,128,32,1024,46795.6
1,1,1,0,1,128,32,1024,135219.0
0,1,1,0,1,128,32,4096,46577.6
0,0,0,1,1,128,32,4096,46343.6
0,0,0,0,1,256,32,256,46294.8
1,0,0,0,1,64,2,256,133882.4
1,0,0,1,1,256,32,4096,131185.4
1,0,1,0,1,256,8,256,134102.0
0,0,0,0,1,64,8,4096,46327.8
1,1,1,0,1,64,8,4096,127743.8
0,0,0,0,0,64,32,1024,46298.4
0,0,0,0,1,128,32,4096,46304.6
1,0,0,0,1,256,2,4096,132963.8
1,0,1,0,0,128,32,4096,137057.4
0,0,1,0,0,128,2,4096,46307.2
0,1,1,0,1,256,2,4096,46381.4
0,0,1,1,1,256,2,1024,47568.6
0,0,0,0,1,128,2,1024,46113.2
1,1,0,0,0,128,2,1024,133545.6
0,0,1,0,0,128,8,1024,46245.0
0,1,0,0,0,128,8,4096,46379.2
0,1,1,0,1,128,8,1024,46188.8
1,1,1,0,0,64,8,1024,133447.6
