new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
1,3,1,1,0,1,0,0,0,0,158.204
3,2,3,1,0,0,0,1,0,1,47.028
4,2,2,1,1,1,0,0,1,1,28.67
3,2,3,1,1,1,1,0,0,0,47.534
4,3,1,0,1,1,0,0,0,0,45.066
4,3,2,0,1,0,0,1,1,1,41.048
4,3,1,1,0,0,1,0,0,0,47.1
2,1,2,0,0,0,1,0,0,0,46.624
1,1,3,1,1,0,1,1,1,0,86.656
2,1,2,1,0,0,1,0,0,1,44.536
2,2,1,1,0,1,0,0,0,0,61.738
2,3,3,1,0,1,0,0,0,0,84.892
2,1,3,0,1,1,0,1,0,0,49.002
2,3,2,1,0,1,0,1,1,0,77.282
1,2,2,0,1,0,1,0,0,0,129.148
2,1,3,0,1,0,0,0,0,0,45.76
4,2,3,1,0,1,0,1,0,1,34.692
4,2,2,1,0,1,1,0,1,1,31.276
4,1,3,1,0,0,0,0,1,1,23.66
2,3,1,0,0,1,0,1,0,1,96.752
2,1,2,1,0,1,0,1,0,0,46.674
4,2,3,1,0,1,0,1,0,1,34.692
2,1,3,0,1,0,0,0,0,0,45.76
4,3,2,1,0,1,1,0,1,0,41.782
4,2,2,0,1,1,0,1,0,1,36.452
2,3,2,1,1,0,0,0,1,0,72.204
4,2,3,1,0,1,0,1,0,1,34.692
4,3,3,1,0,1,0,0,0,0,44.554
4,3,2,0,1,1,0,1,1,1,40.708
3,1,3,1,0,1,0,1,1,1,31.768
4,2,3,1,0,0,0,1,0,1,34.472
4,2,2,0,0,1,0,1,0,1,36.556
4,1,3,1,1,0,0,0,1,1,23.048
4,2,1,1,1,1,0,0,1,1,28.068
4,2,2,1,0,1,0,0,1,0,29.368
3,1,3,1,1,1,0,1,1,1,30.892
4,2,3,1,0,0,1,1,0,1,36.214
4,2,2,0,1,1,1,0,1,1,32.302
4,1,2,1,1,0,1,0,1,1,22.432
4,1,3,1,0,1,0,1,0,1,23.782
3,1,3,1,1,0,1,1,1,1,31.402
4,1,2,1,0,1,1,0,0,1,22.998
4,1,3,1,0,1,0,0,1,1,23.624
4,1,2,1,0,0,0,0,0,1,22.878
4,1,2,1,0,1,0,0,1,0,23.096
4,1,3,1,1,0,1,0,1,1,23.238
4,1,2,1,0,1,0,0,1,0,23.096
4,1,3,0,0,1,0,0,1,1,24.672
4,2,3,1,1,1,1,0,1,1,31.366
4,1,2,0,0,1,0,0,1,1,24.306
4,2,3,1,1,1,0,0,1,1,31.002
4,2,3,1,1,1,0,1,1,1,29.872
4,1,3,1,1,1,0,0,1,1,23.162
4,1,2,1,1,0,1,0,1,1,22.432
4,1,2,1,1,0,0,0,0,1,22.34
4,1,3,0,1,0,1,0,1,1,24.694
3,1,3,1,1,0,1,0,1,1,29.966
4,1,1,1,0,0,0,0,1,1,22.248
4,1,2,1,1,0,0,0,0,1,22.34
4,1,2,1,0,0,1,0,1,1,23.184
4,1,1,1,0,0,0,0,1,1,22.248
4,1,3,1,0,1,0,0,1,1,23.624
4,1,2,1,1,0,0,0,1,1,22.29
4,1,2,1,0,1,0,0,1,1,23.018
4,1,3,1,0,1,0,0,1,1,23.624
4,1,1,1,0,0,0,0,1,1,22.248
4,1,2,1,1,0,1,0,1,1,22.432
4,1,1,1,0,0,0,0,1,1,22.248
4,1,2,1,1,0,0,0,1,1,22.29
4,1,1,1,0,0,0,0,1,1,22.248
4,1,2,1,0,0,0,0,1,1,22.866
4,1,2,1,1,0,0,0,0,1,22.34
4,1,1,1,0,0,0,0,1,1,22.248
4,1,1,1,0,0,0,0,1,1,22.248
4,1,1,1,1,0,0,1,1,1,23.586
4,1,1,1,1,0,0,0,1,1,21.586
4,3,2,1,1,0,0,0,0,1,42.97
4,2,2,1,1,0,1,0,1,1,30.714
4,1,1,1,0,0,0,0,0,1,22.254
4,1,1,1,0,0,0,0,1,1,22.248
4,1,1,1,0,0,0,1,1,1,23.768
4,1,1,1,0,0,0,0,1,1,22.248
4,1,1,1,1,0,0,0,1,1,21.586
4,1,1,1,0,1,0,0,1,1,22.19
4,1,1,1,1,0,0,0,0,1,21.694
4,1,2,1,1,1,0,0,1,1,22.452
4,1,1,0,0,0,0,0,1,1,23.488
4,1,1,1,0,0,0,0,1,1,22.248
4,1,1,1,1,0,0,0,1,1,21.586
4,2,1,1,1,0,0,0,1,1,28.22
4,1,1,1,0,0,0,0,1,1,22.248
4,1,2,1,0,0,0,0,1,1,22.866
4,1,1,1,0,0,0,0,0,1,22.254
3,1,1,1,0,1,0,0,1,1,29.314
4,1,1,1,0,1,0,0,1,1,22.19
4,1,1,1,1,1,0,0,1,1,21.97
4,1,1,1,0,1,0,0,1,1,22.19
4,3,1,1,0,0,0,0,1,1,37.192
2,1,1,1,1,0,0,0,1,1,41.722
4,1,3,1,0,0,0,0,1,1,23.66
