new_column3,new_column2,new_column,no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,Performance
3,1,1,0,1,0,0,0,0,1,31.018
4,1,2,1,1,0,0,1,1,1,22.904
4,2,3,1,1,1,1,1,0,0,35.924
2,2,3,0,1,0,0,0,1,0,58.45
2,2,3,1,0,1,0,0,1,1,56.402
2,3,2,0,1,0,1,0,0,1,95.928
1,2,1,0,1,0,1,1,1,0,124.142
1,2,2,1,1,1,1,1,1,0,117.354
1,1,2,1,1,0,1,0,1,0,79.702
3,2,1,0,1,0,1,1,1,1,45.788
4,2,3,0,1,0,1,1,1,0,33.452
1,2,1,1,0,1,0,0,0,1,116.648
2,1,2,0,0,1,1,0,0,0,46.848
2,1,2,0,0,1,1,1,0,0,49.988
2,2,2,0,0,1,1,1,0,1,75.934
2,2,2,0,1,0,1,1,1,1,66.334
4,3,1,0,0,1,0,1,0,1,49.482
3,2,2,0,0,0,1,0,1,0,43.976
1,3,2,0,1,1,1,1,0,1,193.77
2,3,3,0,0,1,0,0,0,1,89.108
2,1,2,0,1,1,1,1,0,0,49.428
2,1,2,0,0,1,1,1,0,1,50.35
3,2,2,0,0,0,1,1,1,0,46.288
4,1,1,1,1,1,1,1,1,1,23.546
2,1,2,0,1,1,1,1,0,1,49.666
2,2,2,0,0,1,1,1,0,0,75.592
2,1,2,0,0,1,1,1,1,1,50.556
2,1,2,1,1,0,1,1,1,1,46.268
4,2,1,1,1,0,1,1,0,1,35.806
4,1,2,1,1,0,1,1,1,1,23.366
4,1,2,1,1,0,1,1,1,0,23.194
2,3,2,0,1,1,1,1,0,1,103.88
2,1,2,0,1,0,0,1,0,1,49.28
4,1,2,0,0,1,1,1,0,0,25.318
4,2,2,0,0,0,1,1,0,0,38.082
4,2,1,1,1,0,1,1,1,1,31.648
4,1,2,1,1,0,0,0,1,1,22.29
4,2,2,1,1,1,0,1,0,0,33.97
4,1,1,1,1,0,1,0,1,1,21.772
4,2,1,1,0,0,1,0,1,0,30.594
4,2,1,1,1,0,0,1,1,1,29.814
3,1,2,0,0,0,0,1,0,1,34.108
4,2,2,1,1,0,1,1,1,0,31.47
4,2,2,1,1,0,1,1,1,0,31.47
4,1,2,1,1,0,1,1,1,1,23.366
4,2,2,1,1,1,1,1,1,0,31.662
4,2,3,1,1,0,1,1,1,0,31.66
4,1,3,1,1,0,1,0,1,0,23.474
4,1,2,0,1,1,1,1,1,1,25.258
4,2,1,1,0,1,1,1,1,1,32.202
4,1,2,1,1,0,1,1,1,1,23.366
4,1,2,1,1,0,1,1,1,1,23.366
4,2,1,0,0,0,1,0,1,1,31.816
1,1,2,1,1,0,0,0,1,1,79.054
4,2,2,1,1,1,1,1,1,1,31.816
1,2,1,1,1,0,1,1,1,0,117.458
4,2,2,1,1,0,1,0,1,0,30.84
4,1,2,1,1,0,0,1,1,1,22.904
4,1,2,1,1,0,1,1,0,0,23.02
4,1,1,1,1,0,1,1,1,1,23.416
4,1,1,1,1,0,1,1,1,1,23.416
4,1,2,1,1,0,1,1,1,1,23.366
4,1,2,1,1,0,1,0,1,1,22.432
4,1,2,1,1,0,0,1,1,0,23.12
4,1,2,1,1,0,1,1,0,1,23.264
4,1,1,1,1,0,1,1,0,0,23.082
4,1,2,1,1,0,1,1,1,1,23.366
4,2,2,1,1,0,1,1,1,1,31.878
4,2,2,1,1,0,1,1,1,0,31.47
4,1,2,1,1,0,0,0,1,1,22.29
4,1,2,1,1,0,1,1,1,0,23.194
4,2,2,1,1,0,1,1,1,1,31.878
4,1,1,1,1,0,1,0,1,0,79.142
4,1,2,1,1,1,1,1,1,1,23.47
4,1,1,1,1,0,1,0,1,1,21.772
4,1,2,0,1,0,0,1,1,1,24.97
4,1,1,1,1,0,1,0,1,0,79.142
4,1,2,1,1,0,1,1,1,1,23.366
4,1,2,1,1,0,1,1,1,1,23.366
4,2,2,1,1,0,0,1,1,0,29.734
4,1,2,1,1,0,1,1,1,0,23.194
4,1,2,1,1,0,1,1,1,1,23.366
4,1,1,1,1,0,0,1,1,1,23.586
4,1,2,1,1,0,0,0,1,1,22.29
4,1,2,1,1,0,0,0,1,1,22.29
1,1,2,1,1,0,0,0,1,1,79.054
4,1,2,1,1,0,0,0,1,1,22.29
4,1,2,1,1,0,1,0,1,1,22.432
4,1,2,1,1,0,0,0,1,1,22.29
4,1,2,1,0,0,1,0,1,0,23.398
4,1,2,1,1,0,1,0,1,1,22.432
4,1,2,1,1,0,0,1,0,0,22.78
4,1,2,1,1,0,0,0,1,1,22.29
4,1,2,1,1,0,0,0,1,1,22.29
4,1,1,1,0,0,0,0,1,1,22.248
4,1,1,1,1,1,1,0,1,1,21.906
4,1,1,1,0,0,1,0,1,1,22.622
4,1,2,1,1,0,1,0,1,0,22.554
4,1,1,1,1,1,0,0,1,1,21.97
4,1,1,1,1,0,1,0,1,1,21.772
